t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
6043.640000,hsv,85,975.05,640.36,316.0,990.00,540.00,102.09,963.41,623.48,102.85,18.63,5,1.0
6043.671000,hsv,86,989.92,620.89,318.0,990.35,540.30,80.97,977.59,614.86,86.22,7.74,5,1.0
6043.703000,hsv,87,993.61,549.75,319.0,991.04,540.93,10.57,993.02,542.98,4.24,10.34,5,1.0
6043.734000,hsv,88,1015.75,570.41,320.0,991.71,541.59,30.54,1002.06,570.66,34.07,0.35,5,1.0
6043.765000,hsv,89,994.51,611.06,318.0,992.37,542.27,69.09,983.84,609.42,77.93,2.62,5,1.0
6043.796000,hsv,90,990.85,636.59,318.0,993.02,542.98,94.13,971.97,618.80,93.08,21.01,5,1.0
6043.828000,hsv,91,1001.29,577.07,322.0,993.65,543.72,33.46,1001.03,578.99,42.48,10.24,5,1.0
6043.859000,hsv,92,998.06,544.20,316.0,994.26,544.48,5.72,991.37,541.26,1.86,4.08,5,1.0
6043.906000,hsv,93,997.88,639.66,312.0,995.15,545.67,94.23,973.43,617.85,91.35,26.46,5,1.0
6043.937000,hsv,94,998.12,676.72,316.0,995.71,546.50,130.42,963.41,623.48,102.85,58.90,5,1.0
6043.968000,hsv,95,1011.87,603.06,322.0,996.26,547.35,55.77,992.38,599.17,64.56,7.59,5,1.0
6044.015000,hsv,96,1002.09,507.27,nan,997.05,548.67,41.76,990.00,540.00,0.00,32.76,5,0.0
6044.046000,hsv,97,1013.20,516.18,320.0,997.55,549.59,33.49,990.00,540.00,0.00,25.80,5,1.0
6044.093000,hsv,98,993.95,583.96,319.0,998.25,551.00,35.36,997.68,589.49,53.51,13.41,5,1.0
6044.125000,hsv,99,1002.67,578.54,322.0,998.69,551.97,27.40,1000.58,580.95,44.49,8.91,5,1.0
6044.156000,hsv,100,1018.67,523.48,327.0,999.11,552.96,29.89,990.00,540.00,0.00,21.66,5,1.0
6044.187000,hsv,101,1021.52,523.57,318.0,999.50,553.97,31.12,990.69,540.61,0.93,23.00,5,1.0
6044.218000,hsv,102,999.93,619.78,315.0,999.87,555.01,65.53,982.06,611.11,80.38,11.73,5,1.0
6044.250000,hsv,103,997.38,655.32,320.0,1000.21,556.06,100.01,968.97,620.60,96.59,39.61,5,1.0
6044.296000,hsv,104,1020.93,542.07,328.0,1000.67,557.68,16.39,996.53,547.79,10.20,10.80,5,1.0
6044.343000,hsv,105,1038.31,488.48,321.0,1001.08,559.34,73.03,990.00,540.00,0.00,58.99,5,1.0
6044.375000,hsv,106,1009.13,554.52,319.0,1001.31,560.47,7.43,999.31,553.46,16.53,2.68,5,1.0
6044.406000,hsv,107,1017.68,554.79,320.0,1001.51,561.61,7.04,1000.04,555.53,18.73,3.30,5,1.0
6044.437000,hsv,108,1033.00,521.08,326.0,1001.69,562.77,43.69,992.37,542.27,3.28,30.82,5,1.0
6044.468000,hsv,109,1021.05,493.63,320.0,1001.83,563.95,70.43,990.00,540.00,0.00,48.98,5,1.0
6044.500000,hsv,110,994.83,601.09,315.0,1001.94,565.14,39.28,989.19,603.51,69.95,3.91,5,1.0
6044.546000,hsv,111,989.27,686.41,319.0,1002.02,566.35,121.73,958.36,625.63,108.34,65.20,5,1.0
6044.562000,hsv,112,1003.64,592.82,330.0,1002.05,566.95,27.50,995.47,594.05,58.58,3.00,5,1.0
6044.609000,hsv,113,1009.97,483.30,330.0,1002.09,568.80,85.62,990.00,540.00,0.00,57.19,5,1.0
6044.640000,hsv,114,1022.04,462.31,324.0,1002.08,570.04,107.82,990.00,540.00,0.00,79.43,5,1.0
6044.671000,hsv,115,1000.50,557.10,319.0,1002.03,571.29,18.37,999.31,553.46,16.53,9.64,5,1.0
6044.703000,hsv,116,1010.17,611.55,320.0,1001.95,572.56,39.24,988.70,604.12,70.74,11.62,5,1.0
