t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
259650.781000,hsv,89,1032.41,539.59,368.0,990.00,540.00,24.31,997.30,549.13,11.75,19.50,5,1.0
259650.828000,hsv,90,1028.45,529.49,377.0,990.69,540.61,23.45,993.65,543.72,5.21,22.71,5,1.0
259650.843000,hsv,91,1028.05,542.30,nan,991.04,540.93,20.05,997.55,549.59,12.27,15.33,5,0.0
259650.875000,hsv,92,1038.30,578.25,408.0,991.71,541.59,45.54,1001.60,575.75,39.19,17.31,5,1.0
259650.906000,hsv,93,1027.28,566.50,nan,992.37,542.27,30.24,1002.05,566.95,30.36,8.42,5,0.0
259650.937000,hsv,94,1005.77,525.92,nan,993.02,542.98,17.11,990.00,540.00,0.00,14.73,5,0.0
259650.968000,hsv,95,989.23,508.29,nan,993.65,543.72,37.31,990.00,540.00,0.00,32.72,5,0.0
259651.031000,hsv,96,989.84,533.96,413.0,994.85,545.27,16.84,990.00,540.00,0.00,9.72,5,1.0
259651.046000,hsv,97,1019.25,594.74,398.0,995.15,545.67,49.94,996.79,591.45,55.66,8.33,5,1.0
259651.078000,hsv,98,1017.97,590.43,nan,995.71,546.50,44.61,998.23,588.17,52.09,5.71,5,0.0
259651.125000,hsv,99,995.22,544.11,nan,996.53,547.79,10.77,990.00,540.00,0.00,5.45,5,0.0
259651.156000,hsv,100,981.57,525.15,386.0,997.05,548.67,31.45,990.00,540.00,0.00,20.29,5,1.0
259651.187000,hsv,101,989.43,546.77,417.0,997.55,549.59,15.73,990.00,540.00,0.00,10.43,5,1.0
259651.218000,hsv,102,1014.80,600.30,407.0,998.02,550.52,49.87,994.39,595.98,60.80,7.99,5,1.0
259651.250000,hsv,103,999.87,577.03,nan,998.47,551.48,26.95,1000.89,579.64,43.14,11.29,5,0.0
259651.281000,hsv,104,959.81,537.28,nan,998.90,552.46,41.89,990.00,540.00,0.00,30.27,5,0.0
259651.296000,hsv,105,944.29,532.51,nan,999.11,552.96,54.85,990.00,540.00,0.00,42.45,5,0.0
259651.343000,hsv,106,962.68,581.54,nan,999.69,554.49,46.39,989.19,603.51,69.95,34.95,5,0.0
259651.390000,hsv,107,995.21,633.88,405.0,1000.21,556.06,79.03,974.85,616.88,89.62,20.56,5,1.0
259651.421000,hsv,108,977.97,593.43,nan,1000.53,557.13,45.27,987.68,605.33,72.31,18.53,5,0.0
259651.453000,hsv,109,956.24,559.97,395.0,1000.82,558.23,43.67,990.00,540.00,0.00,38.42,5,1.0
259651.484000,hsv,110,956.37,555.69,nan,1001.08,559.34,43.95,990.00,540.00,0.00,36.29,5,0.0
259651.500000,hsv,111,989.27,596.64,412.0,1001.20,559.90,41.47,989.67,602.90,69.17,9.94,5,1.0
259651.531000,hsv,112,1019.77,623.26,404.0,1001.41,561.04,62.32,986.63,606.52,73.90,24.73,5,1.0
259651.578000,hsv,113,994.08,579.69,nan,1001.69,562.77,23.37,999.65,584.23,47.90,14.80,5,0.0
259651.625000,hsv,114,972.08,554.77,391.0,1001.89,564.54,34.26,990.00,540.00,0.00,25.63,5,1.0
259651.640000,hsv,115,981.72,565.05,423.0,1001.89,564.54,25.60,1001.20,559.90,23.25,25.43,5,1.0
259651.671000,hsv,116,1025.56,620.59,415.0,1001.99,565.74,55.32,988.70,604.12,70.74,26.28,5,1.0
259651.703000,hsv,117,1049.21,638.45,410.0,1002.05,566.95,75.69,987.68,605.33,72.31,51.34,5,1.0
259651.750000,hsv,118,1027.34,609.25,nan,1002.09,568.80,41.32,993.21,597.90,63.04,20.69,5,0.0
259651.781000,hsv,119,1019.25,594.74,nan,1002.08,570.04,24.82,996.79,591.45,55.66,8.33,5,0.0
259651.812000,hsv,120,1035.66,616.64,414.0,1002.03,571.29,47.67,991.96,599.80,65.32,29.97,5,1.0
259651.843000,hsv,121,1069.93,659.05,417.0,1001.95,572.56,95.51,986.09,607.11,74.70,76.65,5,1.0
259651.875000,hsv,122,1067.67,640.46,410.0,1001.83,573.83,77.16,990.15,602.29,68.40,63.39,5,1.0
259651.906000,hsv,123,1037.67,598.18,404.0,1001.68,575.11,28.40,997.68,589.49,53.51,22.33,5,1.0
259651.937000,hsv,124,1018.24,581.89,421.0,1001.50,576.40,5.91,1000.58,580.95,44.49,3.24,5,1.0
259651.984000,hsv,125,1030.28,606.49,411.0,1001.16,578.34,30.43,994.39,595.98,60.80,21.13,5,1.0
259652.015000,hsv,126,1055.92,651.48,413.0,1000.89,579.64,78.27,985.54,607.69,75.50,63.80,5,1.0
259652.046000,hsv,127,1036.90,622.38,nan,1000.58,580.95,44.82,990.61,601.67,67.62,34.08,5,0.0
259652.078000,hsv,128,998.31,581.25,413.0,1000.23,582.26,11.54,999.43,584.89,48.59,11.30,5,1.0
259652.109000,hsv,129,981.68,566.47,418.0,999.85,583.57,29.14,1001.76,563.36,26.75,25.69,5,1.0
