t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
83191.921000,hsv,966,328.00,243.00,348.0,974.05,546.96,7.36,9.95,5,1.0
83191.953000,hsv,967,327.00,243.00,348.0,974.05,546.96,7.36,6.95,5,1.0
83191.984000,hsv,968,328.00,242.00,349.0,973.97,545.58,5.97,10.09,5,1.0
83192.015000,hsv,969,329.00,242.00,350.0,973.98,545.75,6.14,13.08,5,1.0
83192.046000,hsv,970,330.00,242.00,348.0,974.00,545.92,6.31,16.06,5,1.0
83192.078000,hsv,971,329.00,242.00,349.0,973.98,545.75,6.14,13.08,5,1.0
83192.125000,hsv,972,330.00,242.00,347.0,974.00,545.92,6.31,16.06,5,1.0
83192.156000,hsv,973,330.00,242.00,348.0,974.00,545.92,6.31,16.06,5,1.0
83192.187000,hsv,974,330.00,242.00,348.0,974.00,545.92,6.31,16.06,5,1.0
83192.218000,hsv,975,329.00,242.00,349.0,973.98,545.75,6.14,13.08,5,1.0
83192.250000,hsv,976,330.00,242.00,348.0,974.00,545.92,6.31,16.06,5,1.0
83192.281000,hsv,977,329.00,243.00,347.0,974.05,546.96,7.36,12.95,5,1.0
83192.312000,hsv,978,330.00,243.00,348.0,974.05,546.96,7.36,15.95,5,1.0
83192.343000,hsv,979,329.00,243.00,347.0,974.05,546.96,7.36,12.95,5,1.0
83192.375000,hsv,980,327.00,244.00,350.0,974.00,548.39,8.79,7.03,5,1.0
83192.406000,hsv,981,327.00,244.00,349.0,974.00,548.39,8.79,7.03,5,1.0
83192.453000,hsv,982,327.00,243.00,351.0,974.05,546.96,7.36,6.95,5,1.0
83192.484000,hsv,983,328.00,243.00,349.0,974.05,546.96,7.36,9.95,5,1.0
83192.515000,hsv,984,330.00,243.00,351.0,974.05,546.96,7.36,15.95,5,1.0
83192.546000,hsv,985,335.00,242.00,348.0,1022.57,542.93,242.65,17.64,5,1.0
83192.578000,hsv,986,339.00,243.00,350.0,1022.76,546.73,246.45,5.76,5,1.0
83192.609000,hsv,987,342.00,242.00,352.0,1022.69,544.83,244.55,3.32,5,1.0
83192.640000,hsv,988,345.00,242.00,348.0,1022.69,544.83,244.55,12.31,5,1.0
83192.671000,hsv,989,348.00,242.00,353.0,1022.72,545.46,245.18,21.30,5,1.0
83192.703000,hsv,990,350.00,242.00,354.0,1072.56,540.41,791.61,22.93,5,1.0
83192.750000,hsv,991,353.00,242.00,354.0,1072.56,540.41,791.61,14.16,5,1.0
83192.781000,hsv,992,354.00,242.00,354.0,1072.56,540.41,791.61,11.32,5,1.0
83192.812000,hsv,993,355.00,241.00,347.0,1072.56,540.41,791.61,7.78,5,1.0
83192.843000,hsv,994,357.00,242.00,348.0,1072.56,540.41,791.61,4.38,5,1.0
83192.875000,hsv,995,357.00,242.00,351.0,1072.56,540.41,791.61,4.38,5,1.0
83192.921000,hsv,996,359.00,241.00,352.0,1072.56,540.41,791.61,4.81,5,1.0
83192.953000,hsv,997,360.00,241.00,349.0,1072.56,540.41,791.61,7.67,5,1.0
83192.984000,hsv,998,359.00,242.00,352.0,1072.56,540.41,791.61,6.04,5,1.0
83193.015000,hsv,999,360.00,241.00,349.0,1072.56,540.41,791.61,7.67,5,1.0
83193.046000,hsv,1000,360.00,242.00,352.0,1072.56,540.41,791.61,8.49,5,1.0
83193.093000,hsv,1001,359.00,242.00,349.0,1072.56,540.41,791.61,6.04,5,1.0
83193.125000,hsv,1002,358.00,242.00,350.0,1072.56,540.41,791.61,4.34,5,1.0
83193.156000,hsv,1003,359.00,242.00,353.0,1072.56,540.41,791.61,6.04,5,1.0
83193.187000,hsv,1004,359.00,242.00,353.0,1072.56,540.41,791.61,6.04,5,1.0
83193.218000,hsv,1005,360.00,241.00,349.0,1072.56,540.41,791.61,7.67,5,1.0
83193.250000,hsv,1006,360.00,241.00,349.0,1072.56,540.41,791.61,7.67,5,1.0
83193.281000,hsv,1007,360.00,241.00,352.0,1072.56,540.41,791.61,7.67,5,1.0
83193.312000,hsv,1008,359.00,241.00,352.0,1072.56,540.41,791.61,4.81,5,1.0
83193.359000,hsv,1009,359.00,241.00,355.0,1072.56,540.41,791.61,4.81,5,1.0
83193.390000,hsv,1010,359.00,241.00,355.0,1072.56,540.41,791.61,4.81,5,1.0
83193.421000,hsv,1011,360.00,240.00,351.0,1072.56,540.41,791.61,7.45,5,1.0
83193.453000,hsv,1012,360.00,240.00,351.0,1072.56,540.41,791.61,7.45,5,1.0
83193.484000,hsv,1013,360.00,240.00,350.0,1072.56,540.41,791.61,7.45,5,1.0
83193.515000,hsv,1014,360.00,240.00,348.0,1072.56,540.41,791.61,7.45,5,1.0
83193.546000,hsv,1015,360.00,240.00,348.0,1072.56,540.41,791.61,7.45,5,1.0
83193.578000,hsv,1016,360.00,240.00,351.0,1072.56,540.41,791.61,7.45,5,1.0
83193.625000,hsv,1017,360.00,240.00,350.0,1072.56,540.41,791.61,7.45,5,1.0
83193.640000,hsv,1018,361.00,240.00,353.0,1072.56,540.41,791.61,10.45,5,1.0
83193.671000,hsv,1019,361.00,240.00,354.0,1072.56,540.41,791.61,10.45,5,1.0
