t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
123038.875000,mp,397,329.01,249.09,445.0,337.95,248.45,9.07,8.96,5,1.0
123038.906000,mp,398,329.01,249.36,446.0,337.98,249.13,9.76,8.97,5,1.0
123038.937000,mp,399,329.01,249.51,444.0,337.99,249.36,9.99,8.98,5,1.0
123038.984000,mp,400,329.07,250.81,446.0,337.88,251.72,12.34,8.86,5,1.0
123039.015000,mp,401,329.07,252.13,445.0,337.53,253.89,14.55,8.64,5,1.0
123039.046000,mp,402,329.07,253.75,445.0,336.76,256.58,17.35,8.20,5,1.0
123039.078000,mp,403,329.27,254.97,446.0,336.18,258.05,18.93,7.57,5,1.0
123039.109000,mp,404,329.44,255.71,446.0,335.84,258.78,19.73,7.10,5,1.0
123039.140000,mp,405,330.15,256.17,446.0,335.72,259.02,20.00,6.26,5,1.0
123039.187000,mp,406,330.48,256.70,446.0,335.60,259.26,20.27,5.73,5,1.0
123039.218000,mp,407,330.50,256.70,446.0,335.60,259.26,20.27,5.71,5,1.0
123039.250000,mp,408,330.62,256.40,446.0,335.72,259.02,20.00,5.74,5,1.0
123039.281000,mp,409,330.50,256.10,446.0,335.84,258.78,19.73,5.98,5,1.0
123039.312000,mp,410,330.29,256.08,446.0,335.84,258.78,19.73,6.18,5,1.0
123039.359000,mp,411,329.97,256.08,446.0,335.72,259.02,20.00,6.47,5,1.0
123039.390000,mp,412,329.26,256.58,445.0,335.22,259.99,21.09,6.86,5,1.0
123039.421000,mp,413,329.16,256.89,445.0,335.08,260.22,21.36,6.79,5,1.0
123039.453000,mp,414,328.63,257.62,443.0,334.36,261.41,22.75,6.87,5,1.0
123039.484000,mp,415,328.07,259.37,443.0,333.03,263.26,25.03,6.30,5,1.0
123039.515000,mp,416,328.01,260.57,443.0,332.29,264.15,26.19,5.59,5,1.0
123039.562000,mp,417,328.01,261.47,441.0,331.70,264.81,27.07,4.98,5,1.0
123039.593000,mp,418,328.31,263.11,442.0,330.87,265.66,28.26,3.62,5,1.0
123039.640000,mp,419,329.22,264.60,442.0,330.44,266.08,28.86,1.91,5,1.0
123039.671000,mp,420,329.83,267.16,441.0,329.54,266.89,30.08,0.40,5,1.0
123039.718000,mp,421,331.89,269.76,789.0,329.54,266.89,30.08,3.71,5,1.0
123039.750000,mp,422,336.80,275.36,438.0,329.54,266.89,30.08,11.15,5,1.0
123039.796000,mp,423,339.91,277.34,438.0,329.99,266.49,29.47,14.70,5,1.0
123039.843000,mp,424,344.22,280.35,436.0,330.66,265.87,28.56,19.84,5,1.0
123039.906000,mp,425,348.01,281.96,438.0,331.09,265.45,27.96,23.64,5,1.0
123039.953000,mp,426,355.40,285.34,436.0,332.10,264.37,26.48,31.35,5,1.0
123040.000000,mp,427,362.77,286.61,438.0,386.08,304.96,389.73,29.67,5,1.0
123040.046000,mp,428,366.51,286.61,439.0,388.30,301.97,386.01,26.66,5,1.0
123040.093000,mp,429,370.52,285.65,439.0,390.39,298.90,382.30,23.87,5,1.0
123040.140000,mp,430,377.41,284.87,439.0,393.26,294.18,376.78,18.38,5,1.0
123040.187000,mp,431,377.41,284.70,443.0,393.71,293.38,375.86,18.47,5,1.0
123040.234000,mp,432,376.85,284.29,448.0,393.71,293.38,375.86,19.16,5,1.0
123040.265000,mp,433,372.59,282.87,449.0,392.80,294.98,377.70,23.56,5,1.0
123040.312000,mp,434,367.20,282.22,452.0,391.38,297.35,380.46,28.51,5,1.0
123040.359000,mp,435,359.60,278.32,447.0,334.21,261.64,23.03,30.38,5,1.0
123040.390000,mp,436,353.32,274.80,445.0,334.05,261.88,23.31,23.20,5,1.0
123040.421000,mp,437,349.39,273.02,445.0,333.89,262.11,23.60,18.96,5,1.0
123040.468000,mp,438,346.55,270.66,446.0,334.05,261.88,23.31,15.28,5,1.0
123040.515000,mp,439,344.68,269.19,446.0,334.05,261.88,23.31,12.90,5,1.0
123040.546000,mp,440,341.82,267.61,446.0,333.89,262.11,23.60,9.65,5,1.0
123040.593000,mp,441,337.26,265.80,444.0,333.38,262.80,24.45,4.90,5,1.0
123040.640000,mp,442,334.92,265.69,444.0,332.67,263.71,25.61,3.00,5,1.0
123040.687000,mp,443,332.57,265.21,443.0,331.90,264.59,26.78,0.91,5,1.0
123040.734000,mp,444,329.98,265.04,446.0,330.66,265.87,28.56,1.07,5,1.0
123040.781000,mp,445,323.84,262.79,446.0,327.84,268.23,32.24,6.75,5,1.0
123040.812000,mp,446,320.65,261.86,446.0,325.17,269.96,35.42,9.28,5,1.0
123040.843000,mp,447,315.81,259.79,445.0,320.03,272.27,41.07,13.17,5,1.0
123040.875000,mp,448,311.35,258.04,445.0,313.18,273.79,48.10,15.86,5,1.0
123040.906000,mp,449,306.33,255.97,446.0,303.07,273.39,58.25,17.73,5,1.0
123040.937000,mp,450,302.64,253.96,445.0,295.41,271.09,66.26,18.60,5,1.0
