t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
7987.296000,mp,562,330.50,234.31,430.0,332.00,240.00,0.00,5.88,5,1.0
7987.328000,mp,563,329.45,234.31,429.0,332.00,240.00,0.00,6.23,5,1.0
7987.359000,mp,564,329.45,234.75,429.0,332.00,240.00,0.00,5.83,5,1.0
7987.390000,mp,565,330.05,235.06,429.0,332.00,240.00,0.00,5.31,5,1.0
7987.421000,mp,566,330.45,235.06,429.0,332.00,240.00,0.00,5.18,5,1.0
7987.468000,mp,567,330.52,234.76,429.0,332.00,240.00,0.00,5.45,5,1.0
7987.500000,mp,568,330.52,234.23,429.0,332.00,240.00,0.00,5.95,5,1.0
7987.531000,mp,569,330.73,234.23,430.0,332.00,240.00,0.00,5.90,5,1.0
7987.562000,mp,570,331.79,234.37,429.0,332.00,240.00,0.00,5.64,5,1.0
7987.593000,mp,571,332.61,234.51,429.0,332.00,240.00,0.00,5.52,5,1.0
7987.640000,mp,572,332.74,234.51,428.0,332.00,240.00,0.00,5.54,5,1.0
7987.671000,mp,573,333.44,234.51,427.0,332.00,240.00,0.00,5.67,5,1.0
7987.687000,mp,574,335.23,234.92,426.0,332.00,240.00,0.00,6.02,5,1.0
7987.734000,mp,575,338.76,234.92,426.0,332.00,240.00,0.00,8.45,5,1.0
7987.765000,mp,576,343.29,233.89,426.0,332.31,240.49,0.58,12.81,5,1.0
7987.796000,mp,577,349.28,233.32,426.0,332.74,241.28,1.48,18.36,5,1.0
7987.828000,mp,578,356.90,232.79,425.0,377.85,223.79,222.85,22.81,5,1.0
7987.875000,mp,579,363.92,231.74,425.0,378.77,226.04,225.28,15.90,5,1.0
7987.906000,mp,580,370.54,229.73,426.0,378.98,226.61,225.89,8.99,5,1.0
7987.937000,mp,581,375.72,227.69,426.0,378.98,226.61,225.89,3.44,5,1.0
7987.968000,mp,582,379.44,225.38,425.0,378.55,225.48,224.67,0.90,5,1.0
7988.000000,mp,583,382.57,224.30,424.0,378.77,226.04,225.28,4.18,5,1.0
7988.031000,mp,584,384.11,222.08,425.0,378.09,224.35,223.46,6.43,5,1.0
7988.062000,mp,585,386.28,219.80,424.0,377.85,223.79,222.85,9.32,5,1.0
7988.093000,mp,586,390.21,218.38,423.0,377.85,223.79,222.85,13.49,5,1.0
7988.125000,mp,587,393.82,218.03,423.0,378.09,224.35,223.46,16.96,5,1.0
7988.171000,mp,588,397.29,217.74,422.0,378.55,225.48,224.67,20.28,5,1.0
7988.203000,mp,589,399.89,217.09,422.0,378.55,225.48,224.67,22.93,5,1.0
7988.234000,mp,590,402.45,216.00,421.0,424.95,206.80,757.01,24.31,5,1.0
7988.265000,mp,591,404.79,216.00,421.0,425.36,207.83,758.12,22.13,5,1.0
7988.296000,mp,592,407.31,216.05,422.0,425.75,208.86,759.22,19.79,5,1.0
7988.328000,mp,593,409.10,216.25,421.0,426.13,209.90,760.33,18.18,5,1.0
7988.359000,mp,594,410.40,217.63,422.0,426.87,211.99,762.54,17.41,5,1.0
7988.390000,mp,595,410.70,219.24,421.0,427.56,214.09,764.76,17.63,5,1.0
7988.421000,mp,596,412.14,222.24,420.0,428.53,217.28,768.09,17.12,5,1.0
7988.468000,mp,597,415.13,225.12,420.0,429.66,221.58,772.54,14.96,5,1.0
7988.515000,mp,598,419.17,228.21,419.0,430.63,225.94,777.01,11.68,5,1.0
7988.546000,mp,599,423.78,230.40,419.0,431.24,229.25,780.37,7.55,5,1.0
7988.578000,mp,600,428.15,233.81,418.0,431.90,233.69,784.86,3.76,5,1.0
7988.609000,mp,601,431.83,235.96,416.0,432.17,235.92,787.10,0.34,5,1.0
7988.640000,mp,602,434.55,237.32,416.0,432.28,237.04,788.23,2.29,5,1.0
7988.656000,mp,603,437.67,239.09,415.0,432.48,239.28,790.48,5.19,5,1.0
7988.687000,mp,604,439.70,240.01,415.0,432.56,240.41,791.61,7.15,5,1.0
7988.718000,mp,605,441.67,241.34,415.0,432.56,240.41,791.61,9.16,5,1.0
7988.765000,mp,606,443.55,241.34,414.0,432.56,240.41,791.61,11.03,5,1.0
7988.796000,mp,607,445.06,241.32,415.0,432.56,240.41,791.61,12.53,5,1.0
7988.843000,mp,608,445.68,241.05,414.0,432.56,240.41,791.61,13.14,5,1.0
7988.875000,mp,609,446.56,240.84,414.0,432.56,240.41,791.61,14.01,5,1.0
7988.906000,mp,610,447.10,239.65,414.0,432.56,240.41,791.61,14.56,5,1.0
7988.937000,mp,611,447.10,237.85,415.0,432.48,239.28,790.48,14.69,5,1.0
7988.968000,mp,612,446.74,236.69,415.0,432.38,238.16,789.36,14.43,5,1.0
7989.000000,mp,613,445.75,235.61,415.0,432.28,237.04,788.23,13.54,5,1.0
7989.031000,mp,614,444.26,234.75,415.0,432.17,235.92,787.10,12.15,5,1.0
7989.062000,mp,615,444.12,233.77,415.0,432.04,234.80,785.98,12.12,5,1.0
7989.093000,mp,616,443.22,232.90,416.0,432.04,234.80,785.98,11.34,5,1.0
7989.140000,mp,617,442.06,232.72,416.0,431.90,233.69,784.86,10.21,5,1.0
7989.171000,mp,618,440.43,232.00,416.0,431.90,233.69,784.86,8.70,5,1.0
7989.203000,mp,619,438.93,231.69,416.0,431.75,232.57,783.73,7.23,5,1.0
7989.234000,mp,620,436.61,231.03,416.0,431.59,231.46,782.61,5.03,5,1.0
7989.265000,mp,621,434.67,230.83,417.0,431.59,231.46,782.61,3.14,5,1.0
7989.296000,mp,622,434.20,230.61,418.0,431.59,231.46,782.61,2.75,5,1.0
7989.328000,mp,623,434.06,230.49,418.0,431.42,230.35,781.49,2.64,5,1.0
7989.359000,mp,624,433.89,230.13,418.0,431.42,230.35,781.49,2.48,5,1.0
7989.390000,mp,625,433.67,230.00,418.0,431.42,230.35,781.49,2.28,5,1.0
7989.437000,mp,626,432.81,230.00,419.0,431.42,230.35,781.49,1.43,5,1.0
