t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
333936.203000,mp,96,341.89,247.67,542.0,343.18,247.43,8.13,1.31,5,1.0
333936.234000,mp,97,341.75,248.39,542.0,343.29,247.98,8.69,1.59,5,1.0
333936.281000,mp,98,342.41,248.81,542.0,343.39,248.54,9.26,1.02,5,1.0
333936.312000,mp,99,342.51,249.96,541.0,343.58,249.97,10.71,1.07,5,1.0
333936.343000,mp,100,342.52,250.80,541.0,343.65,250.85,11.59,1.13,5,1.0
333936.375000,mp,101,342.51,251.65,539.0,343.69,251.74,12.48,1.19,5,1.0
333936.406000,mp,102,341.92,253.27,538.0,343.69,253.25,13.99,1.77,5,1.0
333936.437000,mp,103,341.60,254.39,538.5,343.61,254.48,15.22,2.02,5,1.0
333936.468000,mp,104,340.89,255.99,538.0,343.39,256.35,17.11,2.53,5,1.0
333936.500000,mp,105,340.69,257.17,538.0,343.17,257.61,18.39,2.52,5,1.0
333936.546000,mp,106,339.70,259.11,537.0,342.61,259.83,20.68,3.01,5,1.0
333936.578000,mp,107,339.68,261.57,536.0,341.74,262.38,23.38,2.21,5,1.0
333936.609000,mp,108,339.92,263.12,536.0,341.20,263.65,24.75,1.38,5,1.0
333936.640000,mp,109,338.91,264.92,534.0,340.26,265.54,26.86,1.49,5,1.0
333936.671000,mp,110,338.39,266.67,533.0,339.37,267.09,28.65,1.07,5,1.0
333936.703000,mp,111,336.58,268.50,532.0,337.72,269.51,31.58,1.52,5,1.0
333936.734000,mp,112,334.77,269.84,531.0,336.31,271.26,33.83,2.09,5,1.0
333936.765000,mp,113,333.80,271.11,529.0,335.28,272.40,35.36,1.96,5,1.0
333936.796000,mp,114,332.53,272.22,529.0,333.91,273.77,37.30,2.07,5,1.0
333936.843000,mp,115,331.80,273.41,527.0,333.04,274.56,38.48,1.69,5,1.0
333936.875000,mp,116,330.16,274.34,530.0,331.51,275.84,40.47,2.02,5,1.0
333936.906000,mp,117,329.15,275.22,530.0,330.22,276.81,42.09,1.91,5,1.0
333936.937000,mp,118,327.95,275.31,759.0,329.21,277.51,43.31,2.53,5,1.0
333936.968000,mp,119,326.25,276.05,762.0,327.81,278.39,44.97,2.81,5,1.0
333937.015000,mp,120,324.40,276.16,755.0,325.99,279.43,47.07,3.63,5,1.0
333937.031000,mp,121,321.69,276.00,752.0,323.69,280.55,49.63,4.97,5,1.0
333937.062000,mp,122,318.36,276.17,747.0,320.45,281.84,53.11,6.04,5,1.0
333937.109000,mp,123,315.39,276.24,746.0,317.03,282.86,56.68,6.82,5,1.0
333937.140000,mp,124,312.03,275.83,750.0,313.45,283.59,60.34,7.89,5,1.0
333937.171000,mp,125,310.60,275.86,753.0,311.60,283.84,62.20,8.05,5,1.0
333937.203000,mp,126,308.33,275.94,755.0,308.78,284.08,65.03,8.14,5,1.0
333937.234000,mp,127,305.16,276.42,750.0,304.93,284.10,68.88,7.69,5,1.0
333937.265000,mp,128,302.45,275.92,748.0,301.51,283.84,72.32,7.97,5,1.0
333937.296000,mp,129,301.04,276.22,757.0,300.02,283.65,73.82,7.49,5,1.0
333937.328000,mp,130,299.39,275.99,519.0,298.04,283.31,75.83,7.44,5,1.0
333937.359000,mp,131,296.96,275.80,519.0,295.06,282.64,78.88,7.10,5,1.0
333937.406000,mp,132,294.27,275.90,523.0,292.58,281.93,81.47,6.26,5,1.0
333937.437000,mp,133,292.13,276.71,523.0,290.60,281.25,83.56,4.79,5,1.0
333937.468000,mp,134,289.99,276.59,520.0,288.63,280.49,85.67,4.13,5,1.0
333937.500000,mp,135,288.20,276.42,519.0,286.67,279.63,87.81,3.56,5,1.0
333937.531000,mp,136,286.11,275.61,517.0,284.74,278.68,89.96,3.36,5,1.0
333937.562000,mp,137,283.44,275.18,516.0,282.35,277.36,92.69,2.44,5,1.0
333937.609000,mp,138,281.60,274.68,516.0,280.48,276.20,94.89,1.90,5,1.0
333937.625000,mp,139,279.18,272.11,515.0,277.72,274.30,98.24,2.63,5,1.0
333937.671000,mp,140,276.67,269.57,514.0,274.63,271.82,102.21,3.04,5,1.0
333937.703000,mp,141,275.88,265.76,513.0,272.08,269.48,105.66,5.32,5,1.0
333937.734000,mp,142,273.25,263.04,511.0,269.27,266.51,109.76,5.28,5,1.0
333937.765000,mp,143,271.31,259.76,510.0,266.64,263.29,113.91,5.85,5,1.0
333937.796000,mp,144,269.70,256.41,510.0,264.22,259.83,118.14,6.46,5,1.0
