t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
256003.171000,hsv,84,1177.14,514.27,339.0,990.00,540.00,135.32,1196.10,486.41,858.74,78.36,5,1.0
256003.203000,hsv,85,1179.17,539.98,337.0,990.69,540.61,133.68,1206.69,521.91,895.82,84.27,5,1.0
256003.234000,hsv,86,1172.93,556.88,nan,991.04,540.93,129.65,1210.76,546.73,920.98,91.63,5,0.0
256003.265000,hsv,87,1160.07,557.90,333.0,991.71,541.59,119.46,1210.76,546.73,920.98,101.32,5,1.0
256003.296000,hsv,88,1141.88,547.34,328.0,992.37,542.27,104.17,1001.60,562.19,25.57,95.97,5,1.0
256003.312000,hsv,89,1123.33,548.18,327.0,992.70,542.62,89.98,1001.51,561.61,24.99,82.09,5,1.0
256003.343000,hsv,90,1107.86,541.99,329.0,993.33,543.34,77.57,1000.95,558.78,22.10,71.93,5,1.0
256003.375000,hsv,91,1092.47,532.95,327.0,993.95,544.09,66.34,999.69,554.49,17.63,63.43,5,1.0
256003.421000,hsv,92,1069.74,530.80,333.0,994.85,545.27,49.61,998.25,551.00,13.85,48.46,5,1.0
256003.453000,hsv,93,1055.55,528.92,344.0,995.43,546.08,40.09,997.05,548.67,11.23,39.85,5,1.0
256003.500000,hsv,94,1045.76,522.91,345.0,996.26,547.35,37.21,994.56,544.87,6.68,36.99,5,1.0
256003.546000,hsv,95,1043.32,510.01,350.0,997.05,548.67,46.29,991.37,541.26,1.86,44.10,5,1.0
256003.578000,hsv,96,1038.40,485.63,346.0,997.55,549.59,67.40,990.00,540.00,0.00,61.53,5,1.0
256003.609000,hsv,97,1030.49,465.43,nan,998.02,550.52,86.38,990.00,540.00,0.00,78.00,5,0.0
256003.625000,hsv,98,1026.31,462.45,351.0,998.25,551.00,89.29,990.00,540.00,0.00,80.03,5,1.0
256003.656000,hsv,99,1033.27,512.54,353.0,998.69,551.97,42.65,990.35,540.30,0.46,37.10,5,1.0
256003.703000,hsv,100,1032.31,632.21,359.0,999.31,553.46,80.15,986.63,606.52,73.90,37.71,5,1.0
256003.734000,hsv,101,1052.17,679.86,nan,999.69,554.49,128.79,978.26,614.34,85.38,82.95,5,0.0
256003.781000,hsv,102,1048.49,661.22,nan,1000.21,556.06,108.37,981.45,611.66,81.21,66.89,5,0.0
256003.812000,hsv,103,1050.98,582.93,nan,1000.53,557.13,37.86,1001.28,577.69,41.15,27.46,5,0.0
