t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
161764.046000,hsv,138,334.00,248.00,355.0,1002.37,557.91,22.11,0.38,5,1.0
161764.078000,hsv,139,335.00,249.00,355.0,1003.22,560.88,25.20,1.89,5,1.0
161764.109000,hsv,140,334.00,249.00,355.0,1003.07,560.27,24.57,1.07,5,1.0
161764.140000,hsv,141,333.00,249.00,355.0,1002.73,559.08,23.33,3.91,5,1.0
161764.187000,hsv,142,333.00,248.00,355.0,1001.98,556.77,20.90,3.22,5,1.0
161764.218000,hsv,143,333.00,248.00,355.0,1001.98,556.77,20.90,3.22,5,1.0
161764.250000,hsv,144,333.00,249.00,352.0,1002.73,559.08,23.33,3.91,5,1.0
161764.281000,hsv,145,333.00,249.00,355.0,1002.73,559.08,23.33,3.91,5,1.0
161764.312000,hsv,146,335.00,249.00,356.0,1003.22,560.88,25.20,1.89,5,1.0
161764.359000,hsv,147,335.00,249.00,356.0,1003.22,560.88,25.20,1.89,5,1.0
161764.390000,hsv,148,335.00,250.00,355.0,1003.64,562.72,27.08,1.38,5,1.0
161764.437000,hsv,149,337.00,250.00,354.0,1003.88,563.97,28.36,7.27,5,1.0
161764.468000,hsv,150,337.00,250.00,355.0,1003.88,563.97,28.36,7.27,5,1.0
161764.500000,hsv,151,334.00,254.00,358.0,1004.59,571.16,35.59,2.61,5,1.0
161764.531000,hsv,152,333.00,256.00,357.0,1004.42,576.66,41.10,5.46,5,1.0
161764.562000,hsv,153,332.00,260.00,nan,1002.65,586.64,51.24,6.85,5,0.0
161764.593000,hsv,154,330.00,261.00,nan,1001.29,590.98,55.79,11.89,5,0.0
161764.640000,hsv,155,328.00,263.00,nan,997.82,598.90,64.45,15.56,5,0.0
161764.671000,hsv,156,328.00,266.00,nan,994.04,605.26,71.85,12.10,5,0.0
161764.703000,hsv,157,326.00,267.00,nan,989.96,610.71,78.66,15.57,5,0.0
161764.750000,hsv,158,323.00,270.00,nan,979.84,620.80,92.97,17.16,5,0.0
161764.781000,hsv,159,322.00,271.00,nan,976.16,623.65,97.63,17.22,5,0.0
161764.828000,hsv,160,319.00,271.00,nan,968.09,628.83,107.23,22.07,5,0.0
161764.843000,hsv,161,315.00,276.00,nan,949.41,636.62,127.51,16.23,5,0.0
161764.890000,hsv,162,314.00,274.00,nan,947.37,637.18,129.62,21.37,5,0.0
161764.921000,hsv,163,311.00,274.00,nan,935.74,639.48,141.49,23.15,5,0.0
161764.968000,hsv,164,306.00,277.00,nan,916.55,640.18,160.72,17.00,5,0.0
161765.000000,hsv,165,305.00,276.00,nan,913.06,639.92,164.22,19.02,5,0.0
161765.031000,hsv,166,301.00,271.00,nan,896.51,637.08,181.03,28.09,5,0.0
