t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
158906.734000,mp,478,326.08,243.12,324.0,982.61,542.04,3.31,6.63,5,1.0
158906.781000,mp,479,325.94,243.23,324.0,982.61,542.04,3.31,7.08,5,1.0
158906.828000,mp,480,325.94,243.40,324.0,982.89,542.30,3.69,7.38,5,1.0
158906.875000,mp,481,326.05,243.47,324.0,983.16,542.56,4.07,7.27,5,1.0
158906.906000,mp,482,326.63,245.37,325.0,987.29,547.85,10.81,8.52,5,1.0
158906.953000,mp,483,327.09,245.62,324.0,988.10,549.31,12.47,7.59,5,1.0
158907.000000,mp,484,327.09,245.68,325.0,988.10,549.31,12.47,7.65,5,1.0
158907.046000,mp,485,326.90,245.84,324.0,988.10,549.31,12.47,8.34,5,1.0
158907.078000,mp,486,326.90,246.17,325.0,988.47,550.07,13.32,8.66,5,1.0
158907.125000,mp,487,327.09,246.28,325.0,988.83,550.85,14.18,8.25,5,1.0
158907.171000,mp,488,327.09,246.41,325.0,989.00,551.25,14.61,8.36,5,1.0
158907.218000,mp,489,327.09,246.41,325.0,989.00,551.25,14.61,8.36,5,1.0
158907.265000,mp,490,326.91,246.58,324.0,989.00,551.25,14.61,9.00,5,1.0
158907.312000,mp,491,327.26,245.23,324.0,987.70,548.57,11.64,6.72,5,1.0
158907.343000,mp,492,326.98,245.23,324.0,987.29,547.85,10.81,7.47,5,1.0
158907.390000,mp,493,326.98,242.60,323.0,983.70,543.10,4.83,3.91,5,1.0
158907.453000,mp,494,326.98,242.60,323.0,983.70,543.10,4.83,3.91,5,1.0
158907.484000,mp,495,329.38,245.16,322.0,989.00,551.25,14.61,0.92,5,1.0
158907.531000,mp,496,331.13,245.34,323.0,989.77,553.29,16.80,3.85,5,1.0
158907.578000,mp,497,333.50,245.98,324.0,990.51,555.89,19.49,10.29,5,1.0
158907.625000,mp,498,339.16,245.98,320.0,990.97,558.15,21.80,26.93,5,1.0
158907.671000,mp,499,343.05,247.10,320.0,991.23,560.02,23.69,38.13,5,1.0
158907.718000,mp,500,347.17,248.52,321.0,991.39,561.94,25.62,50.19,5,1.0
158907.750000,mp,501,354.72,250.48,321.0,991.45,563.90,27.59,72.72,5,1.0
158907.796000,mp,502,358.03,253.19,323.0,991.39,565.91,29.59,82.77,5,1.0
158907.843000,mp,503,360.31,254.39,322.0,1170.58,573.30,783.52,89.67,5,1.0
158907.890000,mp,504,362.44,256.61,324.0,1170.26,581.93,792.16,83.07,5,1.0
