t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
210921.500000,hsv,89,998.52,529.96,nan,990.00,540.00,10.10,990.00,540.00,0.00,10.10,5,0.0
210921.531000,hsv,90,1000.07,525.74,nan,990.35,540.30,14.57,990.00,540.00,0.00,14.26,5,0.0
210921.562000,hsv,91,1000.12,524.31,nan,991.04,540.93,16.65,990.00,540.00,0.00,15.69,5,0.0
210921.593000,hsv,92,998.65,525.69,nan,991.71,541.59,16.13,990.00,540.00,0.00,14.35,5,0.0
210921.625000,hsv,93,992.87,528.36,nan,992.37,542.27,15.91,990.00,540.00,0.00,12.81,5,0.0
210921.656000,hsv,94,998.06,544.20,nan,993.02,542.98,4.63,991.37,541.26,1.86,4.08,5,0.0
210921.703000,hsv,95,999.49,544.24,nan,993.95,544.09,4.34,992.04,541.92,2.81,3.36,5,0.0
210921.734000,hsv,96,995.62,531.29,nan,994.56,544.87,15.68,990.00,540.00,0.00,9.30,5,0.0
210921.765000,hsv,97,999.58,541.39,nan,995.15,545.67,6.94,990.69,540.61,0.93,1.28,5,0.0
210921.796000,hsv,98,1000.07,525.74,nan,995.71,546.50,21.52,990.00,540.00,0.00,14.26,5,0.0
210921.828000,hsv,99,995.71,528.45,nan,996.26,547.35,21.15,990.00,540.00,0.00,11.99,5,0.0
210921.859000,hsv,100,994.15,532.67,nan,996.79,548.23,19.15,990.00,540.00,0.00,8.54,5,0.0
210921.890000,hsv,101,1001.27,532.90,nan,997.30,549.13,17.43,990.00,540.00,0.00,7.17,5,0.0
210921.921000,hsv,102,1005.50,534.46,545.0,997.79,550.05,16.02,990.00,540.00,0.00,6.91,5,1.0
210921.953000,hsv,103,1009.81,533.17,nan,998.25,551.00,17.85,990.69,540.61,0.93,9.99,5,0.0
210921.984000,hsv,104,1009.77,534.59,nan,998.69,551.97,17.43,991.04,540.93,1.39,8.93,5,0.0
210922.031000,hsv,105,1003.98,537.26,nan,999.31,553.46,17.39,990.35,540.30,0.46,4.03,5,0.0
210922.062000,hsv,106,1003.26,560.04,nan,999.69,554.49,9.13,1000.67,557.68,20.97,8.56,5,0.0
210922.109000,hsv,107,1002.38,542.91,nan,1000.21,556.06,15.62,992.37,542.27,3.28,0.87,5,0.0
210922.140000,hsv,108,1004.73,558.66,nan,1000.53,557.13,7.15,1000.37,556.60,19.84,7.13,5,0.0
210922.171000,hsv,109,1003.53,551.49,542.0,1000.82,558.23,10.58,997.30,549.13,11.75,5.22,5,1.0
210922.203000,hsv,110,1012.95,568.89,nan,1001.08,559.34,9.65,1002.09,568.80,32.21,2.38,5,0.0
210922.234000,hsv,111,1010.42,558.84,nan,1001.31,560.47,3.85,1000.82,558.23,21.53,3.06,5,0.0
210922.265000,hsv,112,1010.42,558.84,nan,1001.51,561.61,4.62,1000.82,558.23,21.53,3.06,5,0.0
210922.312000,hsv,113,1010.38,560.26,nan,1001.76,563.36,5.04,1001.08,559.34,22.67,3.42,5,0.0
210922.343000,hsv,114,1008.86,563.06,nan,1001.83,563.95,5.26,1001.60,562.19,25.57,5.03,5,0.0
210922.390000,hsv,115,1008.82,564.49,nan,1001.99,565.74,5.52,1001.83,563.95,27.35,5.24,5,0.0
210922.421000,hsv,116,1008.73,567.33,nan,1002.05,566.95,5.52,1002.05,566.95,30.36,5.52,5,0.0
210922.453000,hsv,117,1012.18,593.09,nan,1002.09,568.18,25.09,996.48,592.10,56.39,2.84,5,0.0
210922.484000,hsv,118,1019.57,584.78,nan,1002.09,569.42,15.58,999.85,583.57,47.21,4.98,5,0.0
210922.515000,hsv,119,1021.40,572.01,nan,1002.06,570.66,4.22,1001.99,571.92,35.33,4.06,5,0.0
210922.546000,hsv,120,1016.32,597.50,nan,1001.99,571.92,25.58,995.47,594.05,58.58,7.59,5,0.0
210922.578000,hsv,121,1019.53,586.20,nan,1001.90,573.19,13.30,999.65,584.23,47.90,5.37,5,0.0
210922.593000,hsv,122,1013.42,598.83,nan,1001.83,573.83,25.07,994.76,595.34,60.05,6.36,5,0.0
210922.640000,hsv,123,1014.76,601.73,nan,1001.60,575.75,25.98,993.61,597.26,62.29,8.69,5,0.0
210922.671000,hsv,124,1016.77,583.27,nan,1001.39,577.04,6.33,1000.23,582.26,45.84,2.55,5,0.0
210922.703000,hsv,125,1025.31,583.54,nan,1001.16,578.34,9.39,1000.41,581.61,45.16,8.79,5,0.0
210922.734000,hsv,126,1020.81,590.52,nan,1000.89,579.64,11.86,998.49,587.52,51.38,7.73,5,0.0
