t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
123006.109000,hsv,3626,313.25,240.41,351.0,335.00,240.00,0.00,21.75,5,1.0
123006.140000,hsv,3627,311.82,239.53,351.0,335.00,240.00,0.00,23.18,5,1.0
123006.171000,hsv,3628,311.44,239.44,351.0,335.00,240.00,0.00,23.57,5,1.0
123006.203000,hsv,3629,310.51,239.43,351.0,335.00,240.00,0.00,24.50,5,1.0
123006.234000,hsv,3630,309.52,240.42,352.0,335.00,240.00,0.00,25.48,5,1.0
123006.265000,hsv,3631,307.85,240.77,351.0,335.00,240.00,0.00,27.16,5,1.0
123006.312000,hsv,3632,306.24,239.73,351.0,335.00,240.00,0.00,28.76,5,1.0
123006.343000,hsv,3633,304.44,238.85,351.0,335.00,240.00,0.00,30.58,5,1.0
123006.375000,hsv,3634,302.16,239.30,350.0,277.37,256.12,90.03,29.96,5,1.0
123006.406000,hsv,3635,300.06,239.33,350.0,275.85,253.74,92.86,28.17,5,1.0
123006.437000,hsv,3636,298.33,240.55,348.0,276.09,254.14,92.39,26.06,5,1.0
123006.468000,hsv,3637,296.43,240.06,349.0,274.46,251.22,95.73,24.64,5,1.0
123006.500000,hsv,3638,296.27,243.07,349.0,277.11,255.74,90.50,22.97,5,1.0
123006.546000,hsv,3639,295.67,243.16,349.0,276.85,255.34,90.97,22.42,5,1.0
123006.578000,hsv,3640,294.78,241.80,348.0,275.14,252.49,94.29,22.36,5,1.0
123006.609000,hsv,3641,294.84,241.78,348.0,275.14,252.49,94.29,22.43,5,1.0
123006.640000,hsv,3642,295.84,242.47,349.0,276.34,254.55,91.91,22.93,5,1.0
123006.671000,hsv,3643,298.13,241.72,349.0,277.11,255.74,90.50,25.27,5,1.0
123006.703000,hsv,3644,300.28,241.96,349.0,279.30,258.74,86.77,26.87,5,1.0
123006.734000,hsv,3645,301.32,242.13,349.0,280.47,260.16,84.94,27.56,5,1.0
123006.765000,hsv,3646,300.57,241.80,348.0,279.30,258.74,86.77,27.19,5,1.0
123006.812000,hsv,3647,300.26,240.78,349.0,277.63,256.51,89.56,27.56,5,1.0
123006.843000,hsv,3648,302.06,242.39,350.0,282.01,261.83,82.66,27.94,5,1.0
123006.875000,hsv,3649,307.32,245.10,350.0,335.00,240.00,0.00,28.15,5,1.0
123006.906000,hsv,3650,312.82,243.82,351.0,335.00,240.00,0.00,22.51,5,1.0
123006.937000,hsv,3651,318.47,245.04,353.0,335.00,240.00,0.00,17.28,5,1.0
123006.968000,hsv,3652,322.47,246.39,354.0,335.00,240.00,0.00,14.06,5,1.0
123007.000000,hsv,3653,325.64,247.37,355.0,336.20,241.95,2.30,11.87,5,1.0
123007.046000,hsv,3654,328.73,246.98,356.0,337.13,244.19,4.72,8.86,5,1.0
123007.062000,hsv,3655,330.95,247.15,357.0,337.53,245.62,6.20,6.76,5,1.0
123007.109000,hsv,3656,332.05,247.72,357.0,337.78,246.90,7.51,5.79,5,1.0
123007.140000,hsv,3657,332.96,247.57,358.0,337.78,246.90,7.51,4.87,5,1.0
123007.171000,hsv,3658,333.50,247.29,358.0,337.71,246.46,7.07,4.29,5,1.0
123007.203000,hsv,3659,332.74,248.07,358.0,337.87,247.55,8.17,5.16,5,1.0
123007.234000,hsv,3660,332.53,247.78,358.0,337.78,246.90,7.51,5.32,5,1.0
123007.265000,hsv,3661,332.29,249.10,358.0,337.97,248.91,9.53,5.69,5,1.0
123007.312000,hsv,3662,332.95,248.81,357.0,337.95,248.45,9.07,5.01,5,1.0
123007.343000,hsv,3663,333.28,249.10,358.0,337.97,248.91,9.53,4.70,5,1.0
123007.375000,hsv,3664,334.27,249.45,358.0,337.99,249.36,9.99,3.72,5,1.0
123007.406000,hsv,3665,334.78,248.40,359.0,337.93,248.22,8.84,3.16,5,1.0
123007.437000,hsv,3666,334.41,249.45,359.0,337.99,249.36,9.99,3.58,5,1.0
123007.468000,hsv,3667,335.51,248.40,359.0,337.93,248.22,8.84,2.43,5,1.0
123007.500000,hsv,3668,335.19,247.84,359.0,337.87,247.55,8.17,2.69,5,1.0
123007.546000,hsv,3669,335.28,249.03,359.0,337.97,248.91,9.53,2.70,5,1.0
123007.578000,hsv,3670,334.27,250.51,359.0,337.96,250.77,11.39,3.70,5,1.0
123007.609000,hsv,3671,334.48,251.71,359.0,337.83,252.20,12.82,3.38,5,1.0
123007.640000,hsv,3672,333.96,253.56,359.0,337.42,254.38,15.05,3.55,5,1.0
123007.671000,hsv,3673,334.69,252.92,359.0,337.63,253.40,14.05,2.99,5,1.0
123007.703000,hsv,3674,334.10,252.97,359.0,337.59,253.65,14.30,3.55,5,1.0
123007.734000,hsv,3675,333.52,253.35,359.0,337.42,254.38,15.05,4.03,5,1.0
123007.765000,hsv,3676,333.20,251.57,358.0,337.83,252.20,12.82,4.67,5,1.0
123007.812000,hsv,3677,332.72,251.05,358.0,337.91,251.48,12.10,5.21,5,1.0
123007.843000,hsv,3678,332.57,250.44,358.0,337.96,250.77,11.39,5.40,5,1.0
123007.875000,hsv,3679,332.14,250.25,358.0,337.97,250.53,11.15,5.84,5,1.0
123007.906000,hsv,3680,331.39,251.63,357.0,337.76,252.68,13.31,6.46,5,1.0
123007.937000,hsv,3681,330.83,251.47,357.0,337.79,252.44,13.07,7.03,5,1.0
123007.968000,hsv,3682,329.28,249.51,357.0,337.99,249.36,9.99,8.71,5,1.0
123008.015000,hsv,3683,327.53,250.03,356.0,337.97,250.53,11.15,10.46,5,1.0
123008.046000,hsv,3684,324.61,249.95,355.0,337.97,250.53,11.15,13.37,5,1.0
123008.078000,hsv,3685,321.54,249.83,354.0,337.96,250.77,11.39,16.44,5,1.0
123008.109000,hsv,3686,318.25,248.76,352.0,335.00,240.00,0.00,18.90,5,1.0
123008.140000,hsv,3687,315.22,248.50,351.0,335.00,240.00,0.00,21.53,5,1.0
123008.171000,hsv,3688,311.87,247.92,351.0,335.00,240.00,0.00,24.45,5,1.0
123008.203000,hsv,3689,308.58,247.37,350.0,305.75,273.79,55.54,26.57,5,1.0
123008.234000,hsv,3690,305.82,246.52,349.0,295.41,271.09,66.26,26.68,5,1.0
123008.265000,hsv,3691,304.39,245.68,349.0,290.93,268.85,71.28,26.80,5,1.0
123008.312000,hsv,3692,304.12,245.35,349.0,289.83,268.19,72.55,26.94,5,1.0
123008.343000,hsv,3693,305.17,244.89,349.0,291.66,269.27,70.43,27.87,5,1.0
123008.375000,hsv,3694,306.62,245.18,349.0,296.55,271.55,65.04,28.23,5,1.0
123008.406000,hsv,3695,308.22,245.07,350.0,335.00,240.00,0.00,27.26,5,1.0
123008.437000,hsv,3696,309.47,245.23,351.0,335.00,240.00,0.00,26.06,5,1.0
123008.468000,hsv,3697,309.29,245.20,351.0,335.00,240.00,0.00,26.23,5,1.0
123008.500000,hsv,3698,307.32,245.98,350.0,299.61,272.58,61.80,27.69,5,1.0
123008.546000,hsv,3699,303.22,247.86,349.0,290.93,268.85,71.28,24.33,5,1.0
123008.578000,hsv,3700,297.12,247.85,347.0,282.64,262.48,81.76,20.58,5,1.0
123008.609000,hsv,3701,291.06,249.14,345.0,279.01,258.38,87.24,15.19,5,1.0
123008.640000,hsv,3702,285.75,250.27,345.0,277.37,256.12,90.03,10.22,5,1.0
123008.671000,hsv,3703,284.30,249.95,344.0,276.59,254.95,91.44,9.19,5,1.0
123008.703000,hsv,3704,284.89,252.71,345.0,278.45,257.64,88.16,8.11,5,1.0
123008.734000,hsv,3705,289.40,251.53,346.0,279.88,259.46,85.85,12.39,5,1.0
123008.781000,hsv,3706,295.58,252.14,348.0,284.93,264.59,78.64,16.38,5,1.0
123008.812000,hsv,3707,303.39,253.50,350.0,296.55,271.55,65.04,19.30,5,1.0
123008.843000,hsv,3708,311.92,253.83,352.0,315.66,273.42,45.59,19.94,5,1.0
123008.875000,hsv,3709,320.28,251.88,355.0,334.95,260.46,21.64,16.99,5,1.0
123008.906000,hsv,3710,327.53,255.22,358.0,335.60,259.26,20.27,9.03,5,1.0
123008.937000,hsv,3711,336.33,255.20,361.0,337.16,255.36,16.06,0.85,5,1.0
123008.968000,hsv,3712,343.25,255.22,363.0,337.53,253.89,14.55,5.87,5,1.0
123009.000000,hsv,3713,350.38,255.15,367.0,337.72,252.92,13.56,12.86,5,1.0
123009.046000,hsv,3714,356.88,255.23,369.0,337.79,252.44,13.07,19.29,5,1.0
123009.078000,hsv,3715,362.77,258.51,371.0,337.59,253.65,14.30,25.64,5,1.0
123009.109000,hsv,3716,366.37,258.03,375.0,337.68,253.16,13.80,29.11,5,1.0
123009.140000,hsv,3717,370.82,258.53,378.0,403.84,263.82,344.44,33.44,5,1.0
123009.171000,hsv,3718,375.88,261.54,380.0,403.40,266.42,347.08,27.96,5,1.0
123009.203000,hsv,3719,379.85,262.50,384.0,403.24,267.29,347.97,23.88,5,1.0
123009.234000,hsv,3720,384.90,265.65,384.0,402.69,269.89,350.62,18.29,5,1.0
123009.281000,hsv,3721,391.05,268.07,387.0,402.49,270.75,351.51,11.75,5,1.0
