t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
334298.296000,mp,86,339.06,243.04,522.0,341.17,241.91,2.24,2.40,5,1.0
334298.312000,mp,87,338.92,242.30,526.0,340.80,241.25,1.49,2.16,5,1.0
334298.359000,mp,88,338.97,241.01,531.0,340.14,240.20,0.24,1.42,5,1.0
334298.390000,mp,89,339.09,240.92,534.0,340.14,240.20,0.24,1.28,5,1.0
334298.421000,mp,90,338.68,240.83,539.0,340.00,240.00,0.00,1.56,5,1.0
334298.453000,mp,91,338.90,241.60,546.0,340.41,240.61,0.74,1.80,5,1.0
334298.484000,mp,92,340.33,241.75,550.0,340.93,241.47,1.74,0.66,5,1.0
334298.515000,mp,93,341.89,242.48,555.5,341.52,242.60,3.01,0.38,5,1.0
334298.562000,mp,94,341.26,241.04,562.0,340.80,241.25,1.49,0.51,5,1.0
334298.578000,mp,95,341.62,239.57,568.0,340.28,240.41,0.49,1.58,5,1.0
334298.625000,mp,96,342.33,239.15,573.0,340.28,240.41,0.49,2.41,5,1.0
334298.656000,mp,97,342.64,238.39,580.0,340.14,240.20,0.24,3.09,5,1.0
334298.687000,mp,98,342.12,237.81,586.0,340.00,240.00,0.00,3.05,5,1.0
334298.718000,mp,99,342.02,237.52,592.0,340.00,240.00,0.00,3.20,5,1.0
334298.750000,mp,100,342.33,237.16,599.0,340.00,240.00,0.00,3.67,5,1.0
334298.781000,mp,101,341.58,238.16,604.0,340.00,240.00,0.00,2.43,5,1.0
334298.812000,mp,102,341.91,237.58,610.0,340.00,240.00,0.00,3.08,5,1.0
334298.859000,mp,103,341.58,237.15,613.0,340.00,240.00,0.00,3.25,5,1.0
334298.875000,mp,104,342.16,236.74,617.0,340.00,240.00,0.00,3.92,5,1.0
334298.906000,mp,105,342.86,237.84,620.0,340.00,240.00,0.00,3.59,5,1.0
334298.953000,mp,106,343.44,237.02,623.0,340.00,240.00,0.00,4.55,5,1.0
334298.984000,mp,107,343.56,236.44,628.0,340.00,240.00,0.00,5.04,5,1.0
334299.015000,mp,108,343.67,236.27,632.0,340.00,240.00,0.00,5.23,5,1.0
334299.046000,mp,109,343.97,236.58,636.0,340.00,240.00,0.00,5.24,5,1.0
334299.078000,mp,110,344.34,236.86,640.0,340.00,240.00,0.00,5.35,5,1.0
334299.109000,mp,111,345.77,238.57,641.0,340.93,241.47,1.74,5.64,5,1.0
334299.156000,mp,112,347.08,239.67,862.0,341.41,242.36,2.76,6.28,5,1.0
334299.171000,mp,113,348.10,240.83,866.0,341.96,243.54,4.05,6.71,5,1.0
334299.218000,mp,114,348.60,241.94,nan,342.25,244.28,4.85,6.76,5,0.0
334299.265000,mp,115,349.78,243.06,867.0,342.61,245.29,5.92,7.51,5,1.0
334299.296000,mp,116,350.59,243.36,870.0,342.77,245.81,6.47,8.20,5,1.0
