t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
161749.140000,mp,188,335.27,238.79,355.0,995.60,545.38,7.78,13.04,5,1.0
161749.187000,mp,189,335.38,238.79,355.0,995.94,545.80,8.32,13.29,5,1.0
161749.234000,mp,190,335.38,239.76,355.0,996.60,546.66,9.41,11.94,5,1.0
161749.296000,mp,191,334.96,240.02,355.0,996.60,546.66,9.41,10.58,5,1.0
161749.343000,mp,192,334.96,240.89,356.0,997.24,547.55,10.51,9.43,5,1.0
161749.390000,mp,193,335.00,240.73,356.0,996.92,547.10,9.95,9.75,5,1.0
161749.453000,mp,194,337.43,240.92,357.0,998.76,549.90,13.30,15.63,5,1.0
161749.500000,mp,195,337.43,242.26,357.0,999.86,551.90,15.58,14.17,5,1.0
161749.546000,mp,196,336.77,242.69,357.0,999.60,551.39,15.01,11.98,5,1.0
161749.593000,mp,197,336.58,242.69,357.0,999.60,551.39,15.01,11.46,5,1.0
161749.640000,mp,198,336.31,242.69,357.0,999.60,551.39,15.01,10.76,5,1.0
161749.703000,mp,199,336.58,243.48,358.0,1000.12,552.41,16.16,10.64,5,1.0
161749.750000,mp,200,335.55,243.29,357.0,999.60,551.39,15.01,8.10,5,1.0
161749.796000,mp,201,335.55,243.48,358.0,999.60,551.39,15.01,7.90,5,1.0
161749.859000,mp,202,335.55,244.38,359.0,1000.38,552.93,16.74,6.99,5,1.0
161749.906000,mp,203,335.43,244.67,358.0,1000.63,553.46,17.33,6.40,5,1.0
161749.953000,mp,204,336.36,245.22,358.0,1001.33,555.09,19.10,8.44,5,1.0
161750.000000,mp,205,336.36,245.22,358.0,1001.33,555.09,19.10,8.44,5,1.0
161750.046000,mp,206,337.20,246.14,360.0,1002.18,557.34,21.50,10.07,5,1.0
161750.109000,mp,207,338.02,248.78,360.0,1003.51,562.10,26.45,10.80,5,1.0
161750.156000,mp,208,338.02,251.80,363.0,1004.40,567.83,32.26,9.74,5,1.0
161750.203000,mp,209,334.86,255.77,363.0,1004.52,575.27,39.70,0.22,5,1.0
161750.250000,mp,210,334.66,256.28,365.0,1004.42,576.66,41.10,0.43,5,1.0
161750.312000,mp,211,333.29,261.31,364.0,1002.02,588.81,53.50,2.30,5,1.0
161750.375000,mp,212,331.32,263.60,363.0,999.55,595.31,60.46,6.02,5,1.0
161750.421000,mp,213,326.64,268.59,363.0,988.84,612.04,80.40,11.78,5,1.0
161750.468000,mp,214,324.57,270.41,363.0,982.61,618.40,89.31,13.37,5,1.0
