t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
124430.609000,mp,946,327.11,227.91,536.0,335.00,240.00,0.00,14.43,5,1.0
124430.640000,mp,947,328.47,227.98,533.0,335.00,240.00,0.00,13.68,5,1.0
124430.671000,mp,948,330.40,228.69,532.0,335.00,240.00,0.00,12.21,5,1.0
124430.703000,mp,949,332.74,229.12,532.0,335.00,240.00,0.00,11.11,5,1.0
124430.734000,mp,950,334.51,229.54,533.0,335.00,240.00,0.00,10.47,5,1.0
124430.765000,mp,951,336.18,231.02,531.0,335.00,240.00,0.00,9.05,5,1.0
124430.796000,mp,952,337.95,231.72,532.0,335.00,240.00,0.00,8.79,5,1.0
124430.843000,mp,953,339.78,232.27,532.0,335.00,240.00,0.00,9.09,5,1.0
124430.875000,mp,954,341.11,232.39,529.0,335.00,240.00,0.00,9.76,5,1.0
124430.906000,mp,955,341.11,232.39,531.0,335.00,240.00,0.00,9.76,5,1.0
124430.937000,mp,956,340.98,232.44,530.0,335.00,240.00,0.00,9.64,5,1.0
124430.968000,mp,957,340.57,232.44,527.0,335.00,240.00,0.00,9.39,5,1.0
124431.000000,mp,958,339.20,233.19,526.0,335.00,240.00,0.00,8.00,5,1.0
124431.031000,mp,959,338.65,234.07,523.0,335.00,240.00,0.00,6.96,5,1.0
124431.078000,mp,960,337.96,235.20,523.0,335.00,240.00,0.00,5.64,5,1.0
124431.109000,mp,961,337.66,236.64,522.0,335.00,240.00,0.00,4.29,5,1.0
124431.140000,mp,962,337.43,236.67,523.0,335.00,240.00,0.00,4.12,5,1.0
124431.171000,mp,963,337.00,238.08,522.0,335.00,240.00,0.00,2.77,5,1.0
124431.203000,mp,964,336.17,238.17,524.0,335.00,240.00,0.00,2.17,5,1.0
124431.250000,mp,965,335.48,239.16,522.0,335.00,240.00,0.00,0.97,5,1.0
124431.281000,mp,966,334.72,240.08,522.0,335.00,240.00,0.00,0.29,5,1.0
124431.312000,mp,967,334.72,241.14,521.0,335.43,240.62,0.75,0.88,5,1.0
124431.343000,mp,968,334.83,243.04,518.0,336.38,242.31,2.69,1.71,5,1.0
124431.375000,mp,969,335.00,245.41,515.0,337.32,244.79,5.35,2.40,5,1.0
124431.406000,mp,970,334.97,248.51,511.0,337.93,248.22,8.84,2.98,5,1.0
124431.437000,mp,971,334.97,251.31,510.0,337.88,251.72,12.34,2.95,5,1.0
124431.468000,mp,972,334.88,254.39,507.0,337.23,255.11,15.80,2.47,5,1.0
124431.500000,mp,973,334.32,257.65,506.0,335.96,258.54,19.46,1.86,5,1.0
124431.546000,mp,974,333.43,260.51,504.0,334.51,261.17,22.47,1.26,5,1.0
124431.578000,mp,975,331.48,263.52,504.0,332.29,264.15,26.19,1.03,5,1.0
124431.609000,mp,976,329.10,265.91,507.0,329.77,266.69,29.77,1.03,5,1.0
124431.640000,mp,977,326.40,267.48,504.0,327.33,268.60,32.87,1.45,5,1.0
124431.671000,mp,978,323.16,268.90,502.0,324.02,270.58,36.72,1.88,5,1.0
124431.703000,mp,979,319.82,270.60,501.0,320.35,272.16,40.73,1.64,5,1.0
124431.734000,mp,980,316.74,271.36,500.0,317.04,273.13,44.18,1.79,5,1.0
124431.765000,mp,981,313.47,271.69,501.0,313.90,273.70,47.37,2.05,5,1.0
124431.812000,mp,982,310.17,271.83,502.0,310.26,273.98,51.02,2.15,5,1.0
124431.843000,mp,983,306.93,271.83,501.0,306.89,273.89,54.40,2.06,5,1.0
124431.875000,mp,984,304.16,271.22,503.0,303.84,273.53,57.47,2.33,5,1.0
124431.906000,mp,985,300.60,269.33,504.0,299.61,272.58,61.80,3.39,5,1.0
124431.937000,mp,986,297.00,267.64,506.0,295.41,271.09,66.26,3.80,5,1.0
124431.968000,mp,987,293.01,265.73,506.0,291.29,269.06,70.85,3.75,5,1.0
124432.000000,mp,988,288.48,262.45,507.0,285.95,265.44,77.32,3.91,5,1.0
124432.031000,mp,989,284.72,259.04,508.0,282.01,261.83,82.66,3.89,5,1.0
124432.078000,mp,990,281.38,254.92,509.0,278.18,257.27,88.63,3.98,5,1.0
124432.109000,mp,991,278.49,249.82,511.0,274.68,251.65,95.25,4.22,5,1.0
