t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
158933.531000,hsv,422,323.00,241.00,429.0,980.00,540.00,0.00,11.23,5,1.0
158933.546000,hsv,423,323.00,240.00,428.0,980.00,540.00,0.00,11.00,5,1.0
158933.578000,hsv,424,323.00,239.00,428.0,980.00,540.00,0.00,11.23,5,1.0
158933.640000,hsv,425,322.00,240.00,428.0,980.00,540.00,0.00,14.00,5,1.0
158933.671000,hsv,426,322.00,239.00,428.0,980.00,540.00,0.00,14.18,5,1.0
158933.703000,hsv,427,322.00,239.00,427.0,980.00,540.00,0.00,14.18,5,1.0
158933.734000,hsv,428,322.00,239.00,428.0,980.00,540.00,0.00,14.18,5,1.0
158933.765000,hsv,429,320.00,240.00,427.0,980.00,540.00,0.00,20.00,5,1.0
158933.796000,hsv,430,321.00,239.00,428.0,980.00,540.00,0.00,17.15,5,1.0
158933.828000,hsv,431,321.00,240.00,428.0,980.00,540.00,0.00,17.00,5,1.0
158933.859000,hsv,432,320.00,239.00,428.0,980.00,540.00,0.00,20.13,5,1.0
158933.890000,hsv,433,321.00,240.00,428.0,980.00,540.00,0.00,17.00,5,1.0
158933.921000,hsv,434,320.00,239.00,428.0,980.00,540.00,0.00,20.13,5,1.0
158933.968000,hsv,435,320.00,240.00,427.0,980.00,540.00,0.00,20.00,5,1.0
158934.000000,hsv,436,321.00,239.00,427.0,980.00,540.00,0.00,17.15,5,1.0
158934.031000,hsv,437,320.00,240.00,428.0,980.00,540.00,0.00,20.00,5,1.0
158934.062000,hsv,438,321.00,239.00,428.0,980.00,540.00,0.00,17.15,5,1.0
158934.093000,hsv,439,320.00,240.00,428.0,980.00,540.00,0.00,20.00,5,1.0
158934.125000,hsv,440,319.00,240.00,428.0,980.00,540.00,0.00,23.00,5,1.0
158934.171000,hsv,441,319.00,241.00,429.0,980.00,540.00,0.00,23.11,5,1.0
158934.203000,hsv,442,319.00,241.00,428.0,980.00,540.00,0.00,23.11,5,1.0
158934.234000,hsv,443,318.00,240.00,429.0,980.00,540.00,0.00,26.00,5,1.0
158934.265000,hsv,444,317.00,241.00,428.0,980.00,540.00,0.00,29.09,5,1.0
158934.296000,hsv,445,317.00,241.00,428.0,980.00,540.00,0.00,29.09,5,1.0
158934.328000,hsv,446,314.00,241.00,428.0,980.00,540.00,0.00,38.07,5,1.0
158934.359000,hsv,447,314.00,242.00,428.0,980.00,540.00,0.00,38.27,5,1.0
158934.406000,hsv,448,313.00,243.00,428.0,980.00,540.00,0.00,41.55,5,1.0
158934.421000,hsv,449,312.00,242.00,428.0,980.00,540.00,0.00,44.23,5,1.0
158934.453000,hsv,450,310.00,241.00,429.0,980.00,540.00,0.00,50.05,5,1.0
158934.484000,hsv,451,308.00,239.00,427.0,980.00,540.00,0.00,56.05,5,1.0
158934.531000,hsv,452,307.00,238.00,428.0,980.00,540.00,0.00,59.17,5,1.0
158934.562000,hsv,453,306.00,237.00,428.0,980.00,540.00,0.00,62.37,5,1.0
158934.593000,hsv,454,305.00,236.00,430.0,980.00,540.00,0.00,65.62,5,1.0
158934.625000,hsv,455,305.00,235.00,429.0,980.00,540.00,0.00,65.97,5,1.0
158934.656000,hsv,456,306.00,234.00,432.0,980.00,540.00,0.00,63.45,5,1.0
158934.687000,hsv,457,304.00,233.00,430.0,846.76,543.58,230.51,68.05,5,1.0
158934.734000,hsv,458,303.00,232.00,431.0,844.95,536.73,237.59,65.73,5,1.0
158934.765000,hsv,459,301.00,231.00,432.0,843.56,529.68,244.78,60.27,5,1.0
158934.796000,hsv,460,299.00,231.00,434.0,843.19,527.29,247.20,54.34,5,1.0
158934.828000,hsv,461,298.00,232.00,432.0,843.76,530.87,243.58,51.02,5,1.0
158934.859000,hsv,462,297.00,233.00,435.0,844.20,533.23,241.18,47.66,5,1.0
158934.906000,hsv,463,297.00,233.00,433.0,844.20,533.23,241.18,47.66,5,1.0
158934.937000,hsv,464,297.00,233.00,434.0,844.20,533.23,241.18,47.66,5,1.0
158934.968000,hsv,465,296.00,235.00,433.0,845.80,540.18,234.04,43.72,5,1.0
158935.000000,hsv,466,295.00,235.00,434.0,845.50,539.04,235.22,40.81,5,1.0
158935.031000,hsv,467,295.00,237.00,434.0,847.10,544.70,229.34,39.59,5,1.0
158935.062000,hsv,468,293.00,238.00,433.0,847.45,545.81,228.17,33.19,5,1.0
158935.093000,hsv,469,293.00,239.00,433.0,848.19,548.02,225.85,32.48,5,1.0
158935.125000,hsv,470,291.00,241.00,429.0,849.37,551.28,222.38,25.29,5,1.0
158935.156000,hsv,471,290.00,243.00,433.0,850.65,554.47,218.93,20.83,5,1.0
158935.187000,hsv,472,289.00,246.00,432.0,853.49,560.66,212.13,15.29,5,1.0
158935.218000,hsv,473,289.00,248.00,432.0,855.56,564.63,207.65,13.22,5,1.0
