t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
211313.000000,hsv,87,704.69,762.86,nan,990.00,540.00,314.20,748.90,792.67,1575.43,35.68,5,0.0
211313.046000,hsv,88,704.69,762.86,nan,990.69,540.61,314.26,748.90,792.67,1575.43,35.68,5,0.0
211313.078000,hsv,89,704.69,762.86,nan,991.37,541.26,314.28,748.90,792.67,1575.43,35.68,5,0.0
211313.109000,hsv,90,706.11,762.91,nan,992.04,541.92,313.56,748.90,792.67,1575.43,36.24,5,0.0
211313.140000,hsv,91,704.69,762.86,nan,992.70,542.62,314.26,748.90,792.67,1575.43,35.68,5,0.0
211313.187000,hsv,92,706.11,762.91,nan,993.65,543.72,313.45,748.90,792.67,1575.43,36.24,5,0.0
211313.218000,hsv,93,706.16,761.48,nan,994.26,544.48,312.34,748.90,792.67,1575.43,37.44,5,0.0
211313.250000,hsv,94,704.69,762.86,nan,994.85,545.27,313.97,748.90,792.67,1575.43,35.68,5,0.0
211313.281000,hsv,95,706.11,762.91,nan,995.43,546.08,313.08,748.90,792.67,1575.43,36.24,5,0.0
211313.328000,hsv,96,704.69,762.86,nan,996.26,547.35,313.55,748.90,792.67,1575.43,35.68,5,0.0
211313.343000,hsv,97,704.69,762.86,nan,996.53,547.79,313.44,748.90,792.67,1575.43,35.68,5,0.0
211313.390000,hsv,98,704.69,762.86,nan,997.30,549.13,313.09,748.90,792.67,1575.43,35.68,5,0.0
211313.421000,hsv,99,706.11,762.91,nan,997.79,550.05,312.06,748.90,792.67,1575.43,36.24,5,0.0
211313.453000,hsv,100,706.16,761.48,nan,998.25,551.00,310.77,748.90,792.67,1575.43,37.44,5,0.0
211313.484000,hsv,101,706.11,762.91,nan,998.69,551.97,311.42,748.90,792.67,1575.43,36.24,5,0.0
211313.515000,hsv,102,706.11,762.91,nan,999.11,552.96,311.06,748.90,792.67,1575.43,36.24,5,0.0
211313.562000,hsv,103,706.16,761.48,nan,999.69,554.49,309.48,748.90,792.67,1575.43,37.44,5,0.0
211313.593000,hsv,104,706.11,762.91,nan,1000.04,555.53,310.03,748.90,792.67,1575.43,36.24,5,0.0
211313.640000,hsv,105,706.11,762.91,nan,1000.53,557.13,309.32,748.90,792.67,1575.43,36.24,5,0.0
211313.671000,hsv,106,706.11,762.91,nan,1000.82,558.23,308.81,748.90,792.67,1575.43,36.24,5,0.0
211313.703000,hsv,107,706.11,762.91,nan,1001.08,559.34,308.27,748.90,792.67,1575.43,36.24,5,0.0
211313.828000,hsv,111,704.69,762.86,nan,1001.83,563.95,306.59,748.90,792.67,1575.43,35.68,5,0.0
211313.843000,hsv,112,997.90,683.84,618.0,1001.83,563.95,120.64,961.75,624.23,104.67,65.30,5,1.0
211313.875000,hsv,113,898.75,665.01,652.0,1001.94,565.14,133.03,917.33,630.83,150.08,34.34,5,1.0
211313.906000,hsv,114,793.36,663.08,nan,1002.02,566.35,193.00,869.84,613.15,201.27,60.88,5,0.0
211313.953000,hsv,115,700.40,628.78,nan,1002.09,568.18,244.42,837.90,580.68,247.10,87.08,5,0.0
211313.984000,hsv,116,626.97,607.92,nan,1002.09,569.42,294.39,626.89,644.79,1769.81,91.13,5,0.0
211314.015000,hsv,117,574.89,587.74,270.0,1002.06,570.66,331.33,612.62,604.93,1812.17,61.02,5,1.0
211314.046000,hsv,118,551.73,554.23,270.0,1001.99,571.92,348.65,603.15,563.15,1855.04,51.43,5,1.0
211314.093000,hsv,119,566.78,529.06,270.0,1001.83,573.83,339.71,599.64,534.51,1883.90,65.67,5,1.0
211314.125000,hsv,120,609.85,519.03,nan,1001.68,575.11,309.42,598.92,523.66,1894.78,98.57,5,0.0
211314.156000,hsv,121,673.95,519.64,nan,1001.50,576.40,262.25,816.21,515.55,316.52,70.87,5,0.0
211314.203000,hsv,122,740.49,533.16,nan,1001.16,578.34,210.69,817.74,528.82,303.16,22.78,5,0.0
211314.234000,hsv,123,818.34,549.88,nan,1000.89,579.64,150.11,827.45,561.61,268.87,28.80,5,0.0
211314.281000,hsv,124,895.72,580.84,273.0,1000.41,581.61,88.62,897.03,626.51,170.87,48.00,5,1.0
211314.312000,hsv,125,893.33,566.51,274.0,1000.05,582.92,91.53,883.22,620.92,185.79,60.64,5,1.0
211314.343000,hsv,126,887.95,556.37,274.0,999.65,584.23,97.74,865.87,610.32,206.15,67.22,5,1.0
211314.375000,hsv,127,869.72,547.24,274.0,999.21,585.55,113.58,840.93,585.03,241.79,63.76,5,1.0
211314.406000,hsv,128,846.76,552.21,274.0,998.74,586.86,128.43,835.02,576.15,252.46,46.66,5,1.0
211314.437000,hsv,129,813.48,568.25,274.0,998.23,588.17,149.46,835.73,577.30,251.12,16.99,5,1.0
211314.484000,hsv,130,787.35,583.09,274.0,997.39,590.14,167.03,837.16,579.56,248.44,7.53,5,1.0
211314.515000,hsv,131,778.36,597.06,274.0,996.79,591.45,173.11,840.93,585.03,241.79,20.95,5,1.0
211314.562000,hsv,132,776.85,599.86,274.0,995.82,593.40,173.30,841.71,586.10,240.47,23.53,5,1.0
211314.593000,hsv,133,773.55,614.00,273.0,995.12,594.70,176.02,846.60,592.23,232.63,34.25,5,1.0
211314.640000,hsv,134,777.50,624.11,272.0,994.00,596.62,173.07,850.90,597.02,226.19,38.80,5,1.0
211314.687000,hsv,135,785.77,632.92,272.0,992.80,598.54,167.05,857.24,603.23,217.32,40.75,5,1.0
211314.718000,hsv,136,704.74,761.44,nan,992.38,599.17,276.47,748.90,792.67,1575.43,36.90,5,0.0
211314.750000,hsv,137,706.11,762.91,nan,991.52,600.42,275.06,748.90,792.67,1575.43,36.24,5,0.0
211314.781000,hsv,138,763.47,662.13,273.0,990.61,601.67,188.00,860.06,605.70,213.56,73.74,5,1.0
211314.812000,hsv,139,706.11,762.91,nan,989.67,602.90,272.10,748.90,792.67,1575.43,36.24,5,0.0
211314.843000,hsv,140,703.27,762.82,273.0,988.70,604.12,272.28,748.90,792.67,1575.43,35.15,5,1.0
211314.875000,hsv,141,719.49,700.63,272.0,987.68,605.33,228.85,719.66,770.63,1612.06,92.17,5,1.0
211314.906000,hsv,142,709.10,758.73,274.0,986.63,606.52,263.27,748.90,792.67,1575.43,40.96,5,1.0
211314.937000,hsv,143,709.05,760.15,274.0,985.54,607.69,262.55,748.90,792.67,1575.43,39.77,5,1.0
211314.984000,hsv,144,707.58,761.53,275.0,983.84,609.42,261.86,748.90,792.67,1575.43,38.01,5,1.0
211315.015000,hsv,145,704.83,758.59,274.0,982.66,610.55,260.25,746.15,790.81,1578.74,39.28,5,1.0
211315.046000,hsv,146,706.77,697.38,277.0,981.45,611.66,228.09,709.58,761.76,1625.48,88.35,5,1.0
211315.078000,hsv,147,718.66,682.08,278.0,980.20,612.75,212.81,707.11,759.48,1628.85,105.63,5,1.0
