t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
335137.125000,mp,161,339.89,242.37,765.0,341.05,241.69,1.99,1.35,5,1.0
335137.156000,mp,162,340.38,242.79,765.0,341.41,242.36,2.76,1.11,5,1.0
335137.187000,mp,163,340.78,242.81,765.0,341.41,242.36,2.76,0.77,5,1.0
335137.218000,mp,164,340.60,242.91,762.0,341.52,242.60,3.01,0.98,5,1.0
335137.250000,mp,165,340.49,242.67,500.0,341.29,242.14,2.50,0.96,5,1.0
335137.281000,mp,166,340.33,242.99,763.0,341.41,242.36,2.76,1.25,5,1.0
335137.312000,mp,167,340.77,242.75,762.0,341.41,242.36,2.76,0.75,5,1.0
335137.359000,mp,168,342.10,243.20,765.0,341.85,243.30,3.79,0.27,5,1.0
335137.390000,mp,169,342.76,243.82,766.0,342.16,244.03,4.58,0.64,5,1.0
335137.421000,mp,170,340.65,244.36,766.0,342.06,243.79,4.32,1.52,5,1.0
335137.453000,mp,171,340.49,245.10,762.0,342.35,244.53,5.12,1.94,5,1.0
335137.484000,mp,172,343.58,246.09,766.0,342.92,246.34,7.02,0.71,5,1.0
335137.515000,mp,173,341.25,246.49,763.0,342.85,246.08,6.74,1.65,5,1.0
335137.546000,mp,174,342.25,248.63,495.0,343.39,248.54,9.26,1.14,5,1.0
335137.578000,mp,175,342.04,250.16,494.0,343.58,249.97,10.71,1.55,5,1.0
335137.609000,mp,176,342.95,253.07,494.0,343.69,252.94,13.69,0.75,5,1.0
335137.656000,mp,177,341.85,255.67,494.0,343.44,256.04,16.79,1.63,5,1.0
335137.687000,mp,178,341.67,257.19,763.0,343.17,257.61,18.39,1.55,5,1.0
335137.718000,mp,179,340.91,259.51,765.0,342.52,260.15,21.01,1.74,5,1.0
335137.750000,mp,180,341.00,261.38,765.0,341.98,261.75,22.69,1.04,5,1.0
335137.781000,mp,181,340.85,264.42,765.0,340.90,264.28,25.45,0.15,5,1.0
335137.812000,mp,182,340.05,268.24,764.0,338.98,267.70,29.37,1.19,5,1.0
335137.843000,mp,183,341.89,272.29,771.0,337.94,269.21,31.21,5.01,5,1.0
335137.875000,mp,184,342.58,275.74,771.0,336.79,270.68,33.08,7.69,5,1.0
335137.921000,mp,185,342.02,277.42,770.0,335.80,271.83,34.59,8.36,5,1.0
335137.953000,mp,186,340.58,279.80,485.0,334.19,273.50,36.91,8.97,5,1.0
