t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
8566.500000,mp,535,329.79,236.14,239.0,335.00,240.00,0.00,6.49,5,1.0
8566.531000,mp,536,331.31,236.14,240.0,335.00,240.00,0.00,5.34,5,1.0
8566.562000,mp,537,332.36,235.65,240.0,335.00,240.00,0.00,5.09,5,1.0
8566.593000,mp,538,332.66,235.29,240.0,335.00,240.00,0.00,5.26,5,1.0
8566.625000,mp,539,332.66,235.32,240.0,335.00,240.00,0.00,5.23,5,1.0
8566.671000,mp,540,333.26,235.32,240.0,335.00,240.00,0.00,4.99,5,1.0
8566.703000,mp,541,333.26,236.96,239.0,335.00,240.00,0.00,3.50,5,1.0
8566.734000,mp,542,333.39,237.58,240.0,335.00,240.00,0.00,2.91,5,1.0
8566.765000,mp,543,334.04,237.68,239.0,335.00,240.00,0.00,2.51,5,1.0
8566.796000,mp,544,334.19,238.87,240.0,335.00,240.00,0.00,1.39,5,1.0
8566.828000,mp,545,334.04,238.91,239.0,335.00,240.00,0.00,1.45,5,1.0
8566.875000,mp,546,333.55,240.47,239.0,335.00,240.00,0.00,1.53,5,1.0
8566.906000,mp,547,333.41,242.79,239.0,335.93,241.44,1.71,2.85,5,1.0
8566.937000,mp,548,333.41,247.35,238.0,337.74,246.68,7.29,4.38,5,1.0
8566.953000,mp,549,333.41,249.25,239.0,337.98,249.13,9.76,4.57,5,1.0
8567.000000,mp,550,333.38,252.41,239.0,337.68,253.16,13.80,4.36,5,1.0
8567.031000,mp,551,331.71,263.17,238.0,332.48,263.93,25.90,1.08,5,1.0
8567.078000,mp,552,331.23,269.10,239.0,329.54,266.89,30.08,2.79,5,1.0
8567.109000,mp,553,329.21,274.56,239.0,326.00,269.47,34.46,6.02,5,1.0
8567.140000,mp,554,328.59,282.95,239.0,323.14,271.01,37.71,13.12,5,1.0
8567.171000,mp,555,323.71,289.97,239.0,318.72,272.68,42.44,17.99,5,1.0
8567.203000,mp,556,321.23,295.68,239.0,316.35,273.28,44.88,22.92,5,1.0
8567.234000,mp,557,312.20,298.58,239.0,311.00,273.96,50.29,24.66,5,1.0
8567.265000,mp,558,303.21,298.58,239.0,305.75,273.79,55.54,24.93,5,1.0
8567.296000,mp,559,300.30,296.38,241.0,303.84,273.53,57.47,23.13,5,1.0
8567.343000,mp,560,292.56,290.46,241.0,298.46,272.22,63.01,19.17,5,1.0
8567.375000,mp,561,282.57,283.84,242.0,291.29,269.06,70.85,17.16,5,1.0
8567.406000,mp,562,274.92,270.36,241.0,282.64,262.48,81.76,11.03,5,1.0
8567.437000,mp,563,268.57,258.21,242.0,275.85,253.74,92.86,8.54,5,1.0
8567.468000,mp,564,264.18,246.30,242.0,271.50,243.97,103.58,7.68,5,1.0
8567.500000,mp,565,260.44,233.57,242.0,269.41,232.95,114.81,8.99,5,1.0
8567.531000,mp,566,257.21,222.22,242.0,269.61,223.39,124.39,12.45,5,1.0
8567.562000,mp,567,255.35,213.04,241.0,270.76,216.92,130.97,15.89,5,1.0
8567.593000,mp,568,255.30,204.91,241.0,272.56,211.02,137.14,18.31,5,1.0
8567.625000,mp,569,255.35,193.64,240.0,275.61,204.22,144.60,22.85,5,1.0
8567.671000,mp,570,255.49,183.52,240.0,278.62,199.19,150.46,27.93,5,1.0
8567.703000,mp,571,262.11,176.66,241.0,282.58,193.96,157.03,26.80,5,1.0
8567.734000,mp,572,265.63,169.41,239.0,285.88,190.39,161.89,29.16,5,1.0
8567.765000,mp,573,272.13,164.52,239.0,290.00,186.66,167.45,28.45,5,1.0
8567.796000,mp,574,280.05,160.22,239.0,295.03,182.92,173.72,27.20,5,1.0
8567.843000,mp,575,288.72,160.22,238.0,299.38,180.28,178.81,22.72,5,1.0
8567.875000,mp,576,295.12,161.31,237.0,302.82,178.51,182.68,18.85,5,1.0
8567.906000,mp,577,306.47,164.10,238.0,310.11,175.60,190.53,12.06,5,1.0
8567.937000,mp,578,312.99,168.97,237.0,314.57,174.29,195.19,5.56,5,1.0
8567.968000,mp,579,323.13,175.60,237.0,322.53,172.80,203.28,2.86,5,1.0
8568.000000,mp,580,332.54,179.39,237.0,332.85,172.31,213.63,7.09,5,1.0
8568.046000,mp,581,340.76,182.68,237.0,342.67,173.31,223.50,9.57,5,1.0
8568.078000,mp,582,347.62,187.48,239.0,351.06,175.31,232.14,12.65,5,1.0
8568.109000,mp,583,353.30,191.09,238.0,358.61,178.08,240.19,14.05,5,1.0
8568.140000,mp,584,358.88,197.27,239.0,367.86,182.90,250.63,16.95,5,1.0
8568.171000,mp,585,364.34,201.61,239.0,375.32,188.13,259.74,17.38,5,1.0
8568.203000,mp,586,368.26,205.29,239.0,380.54,192.71,266.68,17.58,5,1.0
8568.234000,mp,587,374.62,209.03,240.0,386.39,199.00,275.28,15.46,5,1.0
8568.281000,mp,588,376.51,214.93,240.0,391.14,205.35,283.22,17.49,5,1.0
8568.312000,mp,589,381.41,222.60,240.0,396.75,215.15,294.51,17.05,5,1.0
8568.343000,mp,590,381.64,229.64,241.0,399.92,222.70,302.71,19.55,5,1.0
8568.375000,mp,591,382.54,238.51,241.0,403.25,234.73,315.20,21.06,5,1.0
8568.406000,mp,592,382.92,248.12,241.0,404.75,247.38,327.95,21.84,5,1.0
8568.437000,mp,593,382.92,257.45,242.0,404.39,259.48,340.06,21.57,5,1.0
8568.468000,mp,594,381.53,267.40,241.0,402.07,272.48,353.28,21.16,5,1.0
8568.500000,mp,595,377.21,282.00,242.0,395.00,290.96,373.11,19.92,5,1.0
8568.531000,mp,596,372.23,290.69,243.0,388.30,301.97,386.01,19.63,5,1.0
8568.578000,mp,597,368.83,296.14,243.0,383.12,308.58,394.41,18.95,5,1.0
8568.609000,mp,598,363.96,302.89,244.0,375.93,316.07,404.80,17.80,5,1.0
8568.640000,mp,599,354.73,308.31,244.0,366.29,323.93,417.25,19.43,5,1.0
8568.671000,mp,600,348.14,313.02,246.0,357.26,329.62,427.93,18.95,5,1.0
8568.703000,mp,601,335.30,316.86,245.0,341.97,336.46,444.70,20.70,5,1.0
8568.734000,mp,602,324.07,317.23,245.0,328.43,340.12,458.74,23.30,5,1.0
8568.765000,mp,603,312.73,318.95,245.0,314.29,341.85,473.00,22.95,5,1.0
8568.796000,mp,604,301.70,321.24,244.0,299.83,341.57,487.47,20.42,5,1.0
8568.843000,mp,605,287.98,322.92,244.0,284.32,338.96,503.21,16.46,5,1.0
8568.875000,mp,606,277.36,322.92,243.0,273.14,335.54,514.91,13.31,5,1.0
8568.906000,mp,607,269.50,322.24,243.0,265.21,332.24,523.50,10.88,5,1.0
8568.937000,mp,608,260.17,320.71,243.0,256.56,327.75,533.25,7.91,5,1.0
8568.968000,mp,609,252.43,312.32,242.0,246.49,321.15,545.29,10.64,5,1.0
8569.000000,mp,610,245.75,306.33,243.0,238.77,314.88,555.24,11.04,5,1.0
8569.031000,mp,611,233.17,303.00,243.0,230.07,306.23,567.52,4.48,5,1.0
