t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
8083.562000,mp,291,339.27,241.41,408.0,333.48,243.16,3.50,6.05,5,1.0
8083.593000,mp,292,339.38,241.65,408.0,333.52,243.31,3.66,6.09,5,1.0
8083.625000,mp,293,339.38,241.65,410.0,333.52,243.31,3.66,6.09,5,1.0
8083.656000,mp,294,337.93,242.17,408.0,333.56,243.46,3.82,4.55,5,1.0
8083.703000,mp,295,337.34,241.14,408.0,333.28,242.55,2.86,4.30,5,1.0
8083.734000,mp,296,336.74,241.72,408.0,333.38,242.85,3.18,3.55,5,1.0
8083.765000,mp,297,336.74,241.72,408.0,333.38,242.85,3.18,3.55,5,1.0
8083.796000,mp,298,336.96,243.40,408.0,333.72,244.09,4.47,3.31,5,1.0
8083.828000,mp,299,336.96,243.80,409.0,333.79,244.42,4.80,3.23,5,1.0
8083.859000,mp,300,336.21,243.80,410.0,333.76,244.26,4.63,2.50,5,1.0
8083.906000,mp,301,335.29,244.63,409.0,333.88,244.91,5.30,1.43,5,1.0
8083.937000,mp,302,333.81,243.65,411.0,333.61,243.62,3.98,0.20,5,1.0
8083.968000,mp,303,332.76,243.65,412.0,333.56,243.46,3.82,0.82,5,1.0
8084.000000,mp,304,330.31,241.23,413.0,332.08,240.12,0.14,2.09,5,1.0
8084.031000,mp,305,327.99,241.23,414.0,332.00,240.00,0.00,4.19,5,1.0
8084.062000,mp,306,324.00,243.89,413.0,332.00,240.00,0.00,8.90,5,1.0
8084.093000,mp,307,321.25,247.50,414.0,333.87,249.49,9.89,12.77,5,1.0
8084.125000,mp,308,316.72,250.34,415.0,323.29,263.21,27.87,14.45,5,1.0
8084.156000,mp,309,312.40,253.15,413.0,312.33,265.76,39.23,12.62,5,1.0
8084.203000,mp,310,307.99,255.60,413.0,305.46,264.86,46.18,9.60,5,1.0
8084.234000,mp,311,303.93,257.53,409.0,301.44,263.47,50.44,6.44,5,1.0
8084.265000,mp,312,301.84,262.60,410.0,301.44,263.47,50.44,0.96,5,1.0
8084.296000,mp,313,299.22,268.95,408.0,301.44,263.47,50.44,5.92,5,1.0
8084.328000,mp,314,298.71,277.23,407.0,303.44,264.25,48.29,13.82,5,1.0
8084.359000,mp,315,297.25,280.90,404.0,303.15,264.14,48.59,17.77,5,1.0
8084.390000,mp,316,297.25,287.68,401.0,304.31,264.53,47.38,24.20,5,1.0
8084.421000,mp,317,300.36,299.13,399.0,297.48,313.84,370.74,14.99,5,1.0
8084.453000,mp,318,302.59,304.53,395.0,301.30,314.49,366.87,10.04,5,1.0
8084.500000,mp,319,307.34,309.55,393.0,306.65,315.06,361.48,5.55,5,1.0
8084.515000,mp,320,310.17,315.10,388.0,310.47,315.24,357.66,0.33,5,1.0
8084.562000,mp,321,316.18,319.11,387.0,315.79,315.16,352.34,3.97,5,1.0
8084.593000,mp,322,319.44,322.88,383.0,318.80,314.95,349.32,7.96,5,1.0
8084.625000,mp,323,325.41,325.95,381.0,323.27,314.41,344.81,11.74,5,1.0
8084.656000,mp,324,325.41,325.95,379.0,323.27,314.41,344.81,11.74,5,1.0
8084.703000,mp,325,323.42,323.03,380.0,322.53,314.52,345.56,8.55,5,1.0
8084.734000,mp,326,320.23,316.81,379.0,320.30,314.80,347.81,2.01,5,1.0
8084.765000,mp,327,319.53,314.84,385.0,319.55,314.88,348.56,0.04,5,1.0
8084.796000,mp,328,318.82,311.34,390.0,318.80,314.95,349.32,3.61,5,1.0
8084.828000,mp,329,313.82,306.76,395.0,314.27,315.22,353.86,8.48,5,1.0
8084.859000,mp,330,309.94,302.09,398.0,309.71,315.22,358.42,13.13,5,1.0
8084.906000,mp,331,304.76,295.44,401.0,302.06,314.59,366.10,19.34,5,1.0
8084.937000,mp,332,298.84,289.70,403.0,292.93,312.81,375.41,23.85,5,1.0
8084.968000,mp,333,293.79,285.46,403.0,302.29,263.82,49.51,23.25,5,1.0
8085.000000,mp,334,292.07,283.95,407.0,301.15,263.34,50.75,22.52,5,1.0
8085.031000,mp,335,290.34,279.14,409.0,299.19,262.38,52.94,18.95,5,1.0
8085.062000,mp,336,286.56,275.78,409.0,296.72,260.90,55.82,18.02,5,1.0
8085.093000,mp,337,285.25,274.81,408.0,295.66,260.15,57.11,17.97,5,1.0
8085.125000,mp,338,281.89,274.81,410.0,294.36,259.15,58.75,20.02,5,1.0
8085.156000,mp,339,279.89,277.04,408.0,294.36,259.15,58.75,23.01,5,1.0
8085.203000,mp,340,277.92,277.90,410.0,261.98,296.80,410.54,24.73,5,1.0
8085.234000,mp,341,274.58,279.89,411.0,260.74,295.74,412.17,21.04,5,1.0
8085.265000,mp,342,270.06,283.97,409.0,260.12,295.20,412.99,15.00,5,1.0
8085.296000,mp,343,267.22,284.39,406.0,258.31,293.54,415.45,12.77,5,1.0
8085.328000,mp,344,263.98,284.39,407.0,256.55,291.81,417.92,10.51,5,1.0
8085.359000,mp,345,261.43,286.96,407.0,256.55,291.81,417.92,6.88,5,1.0
8085.390000,mp,346,260.89,288.06,407.0,257.13,292.40,417.09,5.74,5,1.0
8085.437000,mp,347,260.89,289.67,405.0,257.72,292.97,416.27,4.57,5,1.0
8085.468000,mp,348,259.89,290.62,404.0,257.72,292.97,416.27,3.19,5,1.0
8085.500000,mp,349,259.29,292.51,400.0,258.31,293.54,415.45,1.42,5,1.0
8085.531000,mp,350,259.89,294.70,402.0,259.51,294.65,413.81,0.38,5,1.0
8085.578000,mp,351,259.60,294.70,402.0,259.51,294.65,413.81,0.10,5,1.0
8085.593000,mp,352,259.60,294.08,403.0,259.51,294.65,413.81,0.58,5,1.0
8085.640000,mp,353,259.30,291.68,406.0,257.72,292.97,416.27,2.04,5,1.0
8085.671000,mp,354,257.23,290.60,408.0,256.55,291.81,417.92,1.39,5,1.0
8085.703000,mp,355,257.07,285.64,411.0,253.72,288.82,422.04,4.62,5,1.0
8085.734000,mp,356,257.07,281.17,413.0,251.03,285.66,426.19,7.53,5,1.0
8085.765000,mp,357,257.28,276.20,412.0,248.49,282.36,430.35,10.74,5,1.0
8085.796000,mp,358,258.87,271.22,416.0,246.57,279.62,433.70,14.90,5,1.0
8085.828000,mp,359,259.75,264.87,415.0,243.05,273.88,440.43,18.98,5,1.0
8085.875000,mp,360,260.82,260.39,416.0,241.08,270.14,444.66,22.02,5,1.0
8085.906000,mp,361,263.80,257.90,419.0,285.50,247.77,73.29,23.95,5,1.0
8085.937000,mp,362,264.32,255.77,422.0,285.05,246.78,74.38,22.60,5,1.0
8085.968000,mp,363,268.36,251.61,422.0,284.49,245.42,75.85,17.27,5,1.0
8086.000000,mp,364,271.95,247.65,424.0,283.87,243.68,77.70,12.56,5,1.0
8086.031000,mp,365,277.64,244.46,427.0,283.53,242.62,78.82,6.17,5,1.0
8086.062000,mp,366,283.33,239.74,425.0,282.80,239.69,81.84,0.53,5,1.0
8086.093000,mp,367,287.74,234.46,428.0,282.13,234.72,86.85,5.62,5,1.0
8086.140000,mp,368,293.98,229.74,429.0,282.19,228.78,92.80,11.83,5,1.0
8086.171000,mp,369,300.85,223.90,430.0,284.87,217.56,104.37,17.19,5,1.0
8086.203000,mp,370,307.35,217.97,428.0,292.69,204.99,119.26,19.58,5,1.0
8086.234000,mp,371,313.16,215.33,430.0,301.40,197.49,130.78,21.36,5,1.0
8086.265000,mp,372,320.02,211.92,430.0,314.05,191.64,144.77,21.13,5,1.0
8086.296000,mp,373,327.37,208.22,429.0,326.97,189.68,157.87,18.55,5,1.0
8086.328000,mp,374,333.63,204.57,431.0,335.79,190.29,166.73,14.44,5,1.0
8086.375000,mp,375,338.00,201.54,429.0,340.48,191.25,171.51,10.59,5,1.0
8086.406000,mp,376,342.04,198.87,432.0,344.09,192.30,175.27,6.89,5,1.0
8086.421000,mp,377,343.09,195.29,429.0,344.09,192.30,175.27,3.15,5,1.0
8086.453000,mp,378,346.20,191.61,428.0,345.62,192.83,176.90,1.35,5,1.0
8086.500000,mp,379,346.74,189.89,430.0,345.62,192.83,176.90,3.15,5,1.0
8086.531000,mp,380,347.59,188.90,431.0,346.13,193.02,177.44,4.37,5,1.0
8086.562000,mp,381,350.55,188.15,429.0,348.16,193.83,179.62,6.16,5,1.0
8086.593000,mp,382,352.48,185.47,434.0,348.66,194.04,180.17,9.39,5,1.0
8086.625000,mp,383,357.76,185.47,436.0,352.13,195.71,184.02,11.68,5,1.0
8086.656000,mp,384,362.36,185.53,436.0,355.04,197.34,187.35,13.90,5,1.0
8086.703000,mp,385,368.70,187.10,433.0,359.23,200.15,192.40,16.12,5,1.0
8086.734000,mp,386,374.97,190.30,433.0,363.20,203.37,197.52,17.59,5,1.0
8086.765000,mp,387,379.96,193.08,430.0,366.11,206.15,201.54,19.04,5,1.0
8086.812000,mp,388,386.47,196.07,432.0,369.58,210.06,206.77,21.93,5,1.0
8086.843000,mp,389,390.55,199.45,430.0,371.71,212.87,210.30,23.13,5,1.0
8086.875000,mp,390,396.10,204.23,425.0,417.74,192.02,740.55,24.85,5,1.0
8086.906000,mp,391,400.69,210.46,425.0,422.33,200.74,750.41,23.72,5,1.0
8086.937000,mp,392,402.71,216.36,425.0,425.36,207.83,758.12,24.20,5,1.0
8086.968000,mp,393,408.46,222.23,427.0,428.22,216.21,766.98,20.65,5,1.0
8087.000000,mp,394,408.46,226.08,426.0,429.40,220.50,771.43,21.66,5,1.0
8087.031000,mp,395,405.85,230.97,424.0,381.64,236.10,235.75,24.75,5,1.0
8087.062000,mp,396,403.72,236.32,426.0,382.15,239.18,238.88,21.75,5,1.0
8087.093000,mp,397,398.93,242.05,420.0,382.62,243.56,243.28,16.38,5,1.0
8087.140000,mp,398,394.49,250.14,419.0,382.74,249.92,249.65,11.75,5,1.0
8087.171000,mp,399,388.56,255.78,421.0,382.37,255.05,254.79,6.23,5,1.0
8087.203000,mp,400,384.07,261.68,417.0,381.45,260.83,260.64,2.76,5,1.0
8087.234000,mp,401,380.41,267.77,418.0,379.59,267.82,267.88,0.82,5,1.0
8087.265000,mp,402,378.38,274.76,415.0,377.20,274.04,274.55,1.38,5,1.0
8087.296000,mp,403,374.48,285.07,415.0,372.03,283.54,285.37,2.89,5,1.0
8087.328000,mp,404,367.05,293.04,413.0,365.73,291.72,295.71,1.86,5,1.0
8087.359000,mp,405,364.37,302.18,411.0,360.28,297.15,303.40,6.48,5,1.0
8087.390000,mp,406,361.77,306.62,409.0,356.48,300.31,308.35,8.24,5,1.0
8087.421000,mp,407,355.07,316.43,406.0,348.77,305.48,317.64,12.63,5,1.0
8087.453000,mp,408,350.34,324.25,406.0,343.00,308.48,324.15,17.40,5,1.0
8087.500000,mp,409,344.11,328.51,405.0,337.61,310.72,329.99,18.94,5,1.0
8087.531000,mp,410,338.04,337.39,403.0,331.29,312.73,336.62,25.57,5,1.0
8087.578000,mp,411,333.42,342.84,404.0,326.95,313.75,341.07,29.80,5,1.0
8087.593000,mp,412,324.50,349.05,404.0,320.30,314.80,347.81,34.51,5,1.0
8087.640000,mp,413,318.63,355.11,402.0,316.54,315.12,351.58,40.04,5,1.0
8087.671000,mp,414,311.33,358.10,400.0,311.23,315.25,356.90,42.85,5,1.0
8087.703000,mp,415,303.33,360.84,400.0,306.65,315.06,361.48,45.90,5,1.0
8087.734000,mp,416,297.25,363.76,399.0,302.83,314.69,365.32,49.39,5,1.0
8087.765000,mp,417,291.82,363.76,401.0,299.77,314.25,368.41,50.15,5,1.0
8087.796000,mp,418,285.91,361.53,401.0,295.96,313.53,372.29,49.04,5,1.0
8087.843000,mp,419,280.69,361.13,400.0,292.93,312.81,375.41,49.84,5,1.0
8087.875000,mp,420,279.82,357.34,404.0,292.17,312.61,376.19,46.41,5,1.0
8087.906000,mp,421,276.16,353.74,404.0,289.16,311.73,379.32,43.97,5,1.0
8087.937000,mp,422,272.29,350.34,404.0,286.18,310.73,382.47,41.98,5,1.0
8087.968000,mp,423,270.10,346.33,407.0,283.96,309.90,384.84,38.98,5,1.0
8088.000000,mp,424,266.03,345.04,409.0,281.77,308.99,387.21,39.33,5,1.0
8088.031000,mp,425,262.54,340.46,412.0,278.16,307.34,391.19,36.62,5,1.0
8088.062000,mp,426,258.70,333.00,415.0,273.92,305.10,395.98,31.78,5,1.0
8088.093000,mp,427,253.17,326.90,417.0,269.12,302.15,401.61,29.45,5,1.0
8088.125000,mp,428,249.89,321.17,419.0,265.81,299.83,405.66,26.63,5,1.0
8088.156000,mp,429,246.10,318.67,422.0,263.24,297.84,408.91,26.97,5,1.0
8088.203000,mp,430,241.87,315.44,424.0,260.12,295.20,412.99,27.25,5,1.0
8088.234000,mp,431,235.96,311.33,424.0,255.97,291.23,418.74,28.36,5,1.0
8088.265000,mp,432,233.84,305.78,431.0,253.17,288.20,422.87,26.13,5,1.0
8088.296000,mp,433,228.77,299.75,427.0,249.48,283.70,428.68,26.20,5,1.0
8088.328000,mp,434,226.69,293.52,431.0,246.57,279.62,433.70,24.25,5,1.0
8088.359000,mp,435,225.74,286.76,437.0,244.32,276.07,437.90,21.43,5,1.0
8088.390000,mp,436,222.78,282.05,438.0,241.85,271.65,442.97,21.71,5,1.0
8088.421000,mp,437,222.78,277.03,438.0,240.34,268.61,446.36,19.47,5,1.0
8088.468000,mp,438,222.87,273.75,442.0,239.29,266.28,448.91,18.04,5,1.0
