t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
83155.140000,mp,240,327.76,239.27,439.0,973.17,542.26,2.55,10.84,5,1.0
83155.187000,mp,241,327.32,239.27,440.0,973.05,541.97,2.24,9.61,5,1.0
83155.234000,mp,242,327.32,239.51,439.0,973.17,542.26,2.55,9.40,5,1.0
83155.265000,mp,243,327.08,240.23,439.0,973.43,543.00,3.34,8.21,5,1.0
83155.312000,mp,244,327.18,240.33,439.0,973.48,543.16,3.50,8.41,5,1.0
83155.359000,mp,245,326.99,240.33,438.0,973.43,543.00,3.34,7.88,5,1.0
83155.406000,mp,246,326.99,240.23,439.0,973.43,543.00,3.34,7.95,5,1.0
83155.453000,mp,247,326.33,240.23,438.0,973.28,542.55,2.86,6.06,5,1.0
83155.500000,mp,248,326.33,240.87,436.0,973.56,543.46,3.82,5.62,5,1.0
83155.546000,mp,249,326.07,241.04,436.0,973.61,543.62,3.98,4.78,5,1.0
83155.593000,mp,250,326.02,242.86,436.0,974.04,546.61,7.01,4.02,5,1.0
83155.640000,mp,251,324.80,245.10,434.0,973.51,551.15,11.60,0.96,5,1.0
83155.687000,mp,252,322.48,246.32,435.0,970.93,556.65,17.70,4.27,5,1.0
83155.734000,mp,253,320.59,246.47,437.0,966.75,561.02,23.77,8.16,5,1.0
83155.781000,mp,254,316.61,246.32,435.0,948.06,565.41,43.52,11.34,5,1.0
83155.828000,mp,255,314.53,245.87,435.0,938.63,562.07,53.57,10.17,5,1.0
83155.875000,mp,256,311.47,241.83,438.0,925.82,548.42,72.57,9.60,5,1.0
83155.921000,mp,257,309.36,238.55,438.0,922.41,537.42,84.13,5.72,5,1.0
83155.953000,mp,258,309.22,235.11,443.0,922.23,528.38,93.20,5.48,5,1.0
83156.015000,mp,259,309.22,229.58,443.0,925.71,515.60,106.51,2.18,5,1.0
83156.046000,mp,260,310.26,226.49,441.0,929.63,508.83,114.34,1.39,5,1.0
83156.093000,mp,261,312.51,224.21,446.0,935.56,502.07,123.35,3.11,5,1.0
83156.156000,mp,262,317.32,220.30,446.0,950.79,492.73,141.33,3.18,5,1.0
83156.203000,mp,263,320.01,218.92,446.0,959.88,490.32,150.75,2.25,5,1.0
83156.250000,mp,264,324.21,218.67,444.0,972.67,489.90,163.58,2.10,5,1.0
83156.296000,mp,265,326.85,218.67,445.0,980.48,491.25,171.51,0.75,5,1.0
83156.359000,mp,266,331.53,222.01,439.0,995.51,497.63,187.91,2.11,5,1.0
83156.406000,mp,267,333.54,224.86,439.0,1003.20,503.37,197.52,3.63,5,1.0
83156.437000,mp,268,336.79,234.06,434.0,1017.61,523.24,222.24,8.01,5,1.0
83156.500000,mp,269,336.85,238.28,433.0,1021.11,533.67,233.27,10.84,5,1.0
83156.531000,mp,270,336.85,241.77,431.0,1022.57,542.93,242.65,12.06,5,1.0
83156.578000,mp,271,335.52,245.22,429.0,1022.56,553.13,252.86,16.07,5,1.0
83156.609000,mp,272,334.16,246.00,430.0,1022.21,556.34,256.09,19.94,5,1.0
83156.671000,mp,273,333.50,248.38,427.0,1020.70,564.02,263.92,20.85,5,1.0
83156.718000,mp,274,332.53,251.50,429.0,1016.92,574.65,275.22,21.22,5,1.0
83156.765000,mp,275,330.51,252.57,430.0,971.51,555.76,16.64,23.61,5,1.0
83156.812000,mp,276,325.11,253.78,426.0,967.12,560.73,23.30,13.15,5,1.0
83156.859000,mp,277,316.66,257.06,423.0,950.64,565.71,40.92,12.69,5,1.0
83156.906000,mp,278,312.42,257.06,427.0,942.58,563.93,49.21,15.40,5,1.0
83156.953000,mp,279,305.00,255.74,430.0,897.72,592.97,416.27,24.64,5,1.0
83157.000000,mp,280,302.78,251.95,440.0,928.37,552.69,67.59,24.56,5,1.0
83157.046000,mp,281,299.76,248.24,434.0,879.63,567.06,448.06,21.41,5,1.0
83157.093000,mp,282,295.91,240.55,434.0,872.93,543.03,473.10,14.91,5,1.0
83157.140000,mp,283,295.62,236.88,438.0,872.25,533.39,482.77,14.62,5,1.0
83157.187000,mp,284,295.25,233.44,439.0,872.64,523.63,492.54,13.21,5,1.0
83157.218000,mp,285,295.25,229.76,441.0,873.94,514.77,501.50,12.01,5,1.0
83157.265000,mp,286,301.24,224.32,442.0,925.89,515.22,106.93,24.54,5,1.0
83157.312000,mp,287,304.25,221.56,442.0,929.13,509.55,113.46,19.76,5,1.0
83157.359000,mp,288,306.99,219.93,446.0,932.69,504.99,119.26,15.52,5,1.0
83157.406000,mp,289,312.14,216.80,445.0,942.20,496.98,131.73,10.83,5,1.0
83157.453000,mp,290,314.83,216.33,446.0,947.65,494.03,137.93,7.93,5,1.0
83157.500000,mp,291,319.51,215.15,445.0,959.39,490.40,150.25,6.36,5,1.0
83157.546000,mp,292,321.74,215.15,446.0,965.43,489.73,156.33,5.64,5,1.0
83157.593000,mp,293,324.35,215.63,445.0,972.67,489.90,163.58,4.74,5,1.0
83157.625000,mp,294,327.60,216.66,444.0,981.51,491.52,172.58,4.24,5,1.0
83157.656000,mp,295,333.13,220.95,441.0,997.86,499.17,190.71,2.55,5,1.0
83157.703000,mp,296,337.35,222.90,440.0,1006.51,506.57,202.12,7.50,5,1.0
83157.750000,mp,297,340.43,225.97,438.5,1012.72,514.33,212.07,10.40,5,1.0
83157.796000,mp,298,347.06,232.05,436.0,1019.78,528.92,228.34,22.45,5,1.0
83157.843000,mp,299,349.00,235.28,435.0,1070.41,524.85,775.89,23.84,5,1.0
83157.890000,mp,300,351.02,239.36,434.0,1072.28,537.04,788.23,19.28,5,1.0
83157.953000,mp,301,355.31,244.79,429.0,1072.56,540.41,791.61,12.30,5,1.0
83158.000000,mp,302,357.46,248.60,428.0,1072.56,540.41,791.61,18.95,5,1.0
83158.046000,mp,303,358.70,251.95,426.0,1072.56,540.41,791.61,26.71,5,1.0
83158.093000,mp,304,359.83,255.40,427.0,1072.56,540.41,791.61,34.93,5,1.0
83158.140000,mp,305,360.22,256.29,428.0,1072.56,540.41,791.61,37.13,5,1.0
83158.171000,mp,306,360.22,256.49,426.0,1072.56,540.41,791.61,37.56,5,1.0
83158.218000,mp,307,359.95,256.29,427.0,1072.56,540.41,791.61,36.97,5,1.0
83158.265000,mp,308,359.55,256.11,427.0,1072.56,540.41,791.61,36.35,5,1.0
83158.312000,mp,309,359.55,254.15,428.0,1072.56,540.41,791.61,32.02,5,1.0
83158.359000,mp,310,359.55,251.92,429.0,1072.56,540.41,791.61,27.10,5,1.0
83158.406000,mp,311,359.07,250.98,434.0,1072.56,540.41,791.61,24.74,5,1.0
83158.437000,mp,312,359.00,246.33,433.0,1072.56,540.41,791.61,14.51,5,1.0
83158.484000,mp,313,358.67,244.01,432.0,1072.56,540.41,791.61,9.29,5,1.0
83158.531000,mp,314,358.03,243.64,435.0,1072.56,540.41,791.61,7.93,5,1.0
83158.562000,mp,315,357.68,242.29,435.0,1072.56,540.41,791.61,4.76,5,1.0
83158.609000,mp,316,357.43,242.04,437.0,1072.56,540.41,791.61,4.18,5,1.0
83158.656000,mp,317,356.90,242.04,433.0,1072.56,540.41,791.61,4.57,5,1.0
83158.687000,mp,318,356.90,242.04,433.0,1072.56,540.41,791.61,4.57,5,1.0
83158.718000,mp,319,356.90,242.66,433.0,1072.56,540.41,791.61,5.89,5,1.0
83158.765000,mp,320,357.08,242.61,433.0,1072.56,540.41,791.61,5.62,5,1.0
83158.812000,mp,321,357.08,242.61,434.0,1072.56,540.41,791.61,5.62,5,1.0
83158.859000,mp,322,357.31,242.60,434.0,1072.56,540.41,791.61,5.47,5,1.0
83158.906000,mp,323,357.04,242.08,433.0,1072.56,540.41,791.61,4.51,5,1.0
83158.953000,mp,324,356.94,242.08,435.0,1072.56,540.41,791.61,4.62,5,1.0
83158.984000,mp,325,356.88,243.10,434.0,1072.56,540.41,791.61,6.85,5,1.0
83159.031000,mp,326,356.65,243.10,432.0,1072.56,540.41,791.61,7.08,5,1.0
83159.062000,mp,327,356.65,242.39,433.0,1072.56,540.41,791.61,5.62,5,1.0
83159.109000,mp,328,356.65,242.22,433.0,1072.56,540.41,791.61,5.29,5,1.0
83159.156000,mp,329,356.65,241.93,434.0,1072.56,540.41,791.61,4.73,5,1.0
83159.203000,mp,330,356.70,241.58,432.0,1072.56,540.41,791.61,3.99,5,1.0
83159.234000,mp,331,356.78,241.93,434.0,1072.56,540.41,791.61,4.51,5,1.0
83159.281000,mp,332,356.78,241.58,433.0,1072.56,540.41,791.61,3.83,5,1.0
83159.312000,mp,333,356.36,242.33,434.0,1072.56,540.41,791.61,5.95,5,1.0
83159.359000,mp,334,356.26,242.33,433.0,1072.56,540.41,791.61,6.14,5,1.0
83159.406000,mp,335,356.26,242.33,434.0,1072.56,540.41,791.61,6.14,5,1.0
