t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
189444.000000,hsv,53,333.00,237.00,457.0,990.00,540.00,0.00,6.79,5,1.0
189444.093000,hsv,54,333.00,239.00,457.0,990.00,540.00,0.00,2.37,5,1.0
189444.187000,hsv,55,333.00,240.00,457.0,990.00,540.00,0.00,0.75,5,1.0
189444.265000,hsv,56,333.00,241.00,458.0,990.69,540.61,0.93,2.18,5,1.0
189444.359000,hsv,57,333.00,241.00,460.0,990.69,540.61,0.93,2.18,5,1.0
189444.453000,hsv,58,333.00,241.00,458.0,990.69,540.61,0.93,2.18,5,1.0
189444.546000,hsv,59,333.00,243.00,460.0,993.33,543.34,4.73,5.32,5,1.0
189444.640000,hsv,60,331.00,247.00,nan,997.05,548.67,11.23,14.19,5,0.0
189444.718000,hsv,61,330.00,249.00,468.0,999.50,553.97,17.08,18.12,5,1.0
189444.812000,hsv,62,327.00,253.00,469.0,1002.08,570.04,33.45,26.34,5,1.0
189444.890000,hsv,63,320.00,256.00,470.0,994.00,596.62,61.54,39.77,5,1.0
189444.984000,hsv,64,320.00,257.00,476.0,991.52,600.42,66.08,38.54,5,1.0
189445.078000,hsv,65,316.00,261.00,476.0,970.49,619.71,94.83,37.86,5,1.0
189445.156000,hsv,66,307.00,266.00,479.0,932.88,631.15,134.51,32.72,5,1.0
189445.265000,hsv,67,303.00,268.00,476.0,919.44,631.02,147.96,28.12,5,1.0
189445.359000,hsv,68,298.00,269.00,472.0,904.54,628.62,163.07,24.12,5,1.0
189445.437000,hsv,69,292.00,270.00,nan,890.62,624.20,177.69,17.88,5,0.0
189445.531000,hsv,70,287.00,271.00,nan,880.08,619.32,189.31,11.12,5,0.0
189445.609000,hsv,71,282.00,271.00,nan,871.86,614.48,198.85,5.42,5,0.0
189445.703000,hsv,72,276.00,268.00,nan,859.12,604.89,214.81,2.67,5,0.0
189445.781000,hsv,73,271.00,266.00,nan,850.90,597.02,226.19,1.88,5,0.0
189445.875000,hsv,74,265.00,266.00,nan,845.76,591.23,233.93,11.97,5,0.0
189445.968000,hsv,75,260.00,263.00,nan,838.64,581.78,245.77,16.89,5,0.0
189446.046000,hsv,76,256.00,263.00,nan,836.44,578.44,249.78,24.39,5,0.0
189446.140000,hsv,77,249.00,258.00,nan,829.79,566.61,263.35,32.64,5,0.0
189446.218000,hsv,78,241.00,251.00,nan,823.36,551.17,280.08,43.29,5,0.0
189446.312000,hsv,79,236.00,248.00,nan,821.22,544.39,287.20,52.03,5,0.0
189446.421000,hsv,80,233.00,242.00,nan,818.52,533.15,298.77,55.44,5,0.0
189446.500000,hsv,81,228.00,235.00,nan,816.74,521.50,310.55,64.15,5,0.0
189446.593000,hsv,82,227.00,231.00,nan,816.21,515.55,316.52,65.60,5,0.0
