t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
211656.703000,hsv,127,706.16,761.48,nan,997.96,588.83,286.27,748.90,792.67,1575.43,37.44,5,0.0
211656.734000,hsv,128,704.74,761.44,nan,997.39,590.14,285.85,748.90,792.67,1575.43,36.90,5,0.0
211656.765000,hsv,129,706.16,761.48,nan,996.79,591.45,283.76,748.90,792.67,1575.43,37.44,5,0.0
211656.781000,hsv,130,706.16,761.48,nan,996.48,592.10,283.12,748.90,792.67,1575.43,37.44,5,0.0
211656.843000,hsv,131,706.16,761.48,nan,995.12,594.70,280.48,748.90,792.67,1575.43,37.44,5,0.0
211657.015000,hsv,137,707.58,761.53,nan,991.07,601.05,272.62,748.90,792.67,1575.43,38.01,5,0.0
211657.062000,hsv,138,707.54,762.95,nan,989.67,602.90,271.27,751.65,794.49,1572.12,36.82,5,0.0
211657.093000,hsv,139,707.58,761.53,nan,988.70,604.12,268.90,748.90,792.67,1575.43,38.01,5,0.0
211657.125000,hsv,140,706.11,762.91,nan,987.68,605.33,269.07,748.90,792.67,1575.43,36.24,5,0.0
211657.156000,hsv,141,706.16,761.48,nan,986.63,606.52,266.66,748.90,792.67,1575.43,37.44,5,0.0
211657.187000,hsv,142,707.58,761.53,nan,985.54,607.69,264.25,748.90,792.67,1575.43,38.01,5,0.0
211657.218000,hsv,143,706.11,762.91,nan,984.42,608.85,264.36,748.90,792.67,1575.43,36.24,5,0.0
211657.265000,hsv,144,707.54,762.95,nan,982.66,610.55,261.10,751.65,794.49,1572.12,36.82,5,0.0
211657.281000,hsv,145,706.11,762.91,nan,982.06,611.11,261.13,748.90,792.67,1575.43,36.24,5,0.0
211657.359000,hsv,147,706.16,761.48,nan,978.91,613.82,256.14,748.90,792.67,1575.43,37.44,5,0.0
211657.390000,hsv,148,707.58,761.53,nan,977.59,614.86,253.62,748.90,792.67,1575.43,38.01,5,0.0
211657.421000,hsv,149,706.16,761.48,nan,976.24,615.88,252.77,748.90,792.67,1575.43,37.44,5,0.0
211657.453000,hsv,150,706.16,761.48,nan,974.85,616.88,251.06,748.90,792.67,1575.43,37.44,5,0.0
211657.484000,hsv,151,706.16,761.48,nan,973.43,617.85,249.34,748.90,792.67,1575.43,37.44,5,0.0
