t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
5233.437000,hsv,63,984.21,576.53,342.0,990.00,540.00,38.40,1000.05,582.92,46.52,22.80,5,1.0
5233.484000,hsv,64,994.09,489.92,333.0,990.69,540.61,50.95,990.00,540.00,0.00,50.28,5,1.0
5233.531000,hsv,65,976.44,552.06,326.0,991.71,541.59,22.03,990.00,540.00,0.00,21.39,5,1.0
5233.578000,hsv,66,1000.84,501.54,nan,992.70,542.62,41.14,990.00,540.00,0.00,38.47,5,0.0
5233.625000,hsv,67,1009.59,450.51,nan,993.65,543.72,93.27,990.00,540.00,0.00,89.77,5,0.0
5233.671000,hsv,68,1011.80,470.53,331.0,994.56,544.87,74.46,990.00,540.00,0.00,70.03,5,1.0
5233.718000,hsv,69,1010.65,551.72,nan,995.43,546.08,6.19,998.47,551.48,14.38,0.54,5,0.0
5233.765000,hsv,70,1020.28,517.83,nan,996.26,547.35,30.85,990.00,540.00,0.00,26.89,5,0.0
5233.796000,hsv,71,1033.38,553.87,332.0,996.79,548.23,19.10,1000.67,557.68,20.97,14.86,5,1.0
5233.843000,hsv,72,1024.22,617.70,nan,997.55,549.59,68.94,989.67,602.90,69.17,23.69,5,0.0
5233.875000,hsv,73,1038.65,522.69,nan,998.02,550.52,34.85,993.65,543.72,5.21,32.93,5,0.0
5233.921000,hsv,74,1043.87,492.93,nan,998.69,551.97,63.81,990.00,540.00,0.00,57.43,5,0.0
5233.953000,hsv,75,1039.62,536.97,327.0,999.11,552.96,26.08,997.30,549.13,11.75,25.50,5,1.0
5234.000000,hsv,76,1031.93,599.42,nan,999.69,554.49,47.14,996.79,591.45,55.66,18.92,5,0.0
5234.031000,hsv,77,1042.94,567.00,nan,1000.04,555.53,24.95,1002.07,567.57,30.97,20.14,5,0.0
5234.093000,hsv,78,1049.78,575.77,324.0,1000.67,557.68,32.22,1001.90,573.19,36.61,25.57,5,1.0
5234.140000,hsv,79,1040.18,653.83,nan,1001.08,559.34,96.40,982.06,611.11,80.38,57.23,5,0.0
5234.171000,hsv,80,1040.29,605.39,330.0,1001.31,560.47,48.74,996.15,592.75,57.11,27.18,5,1.0
5234.218000,hsv,81,1042.69,529.94,nan,1001.60,562.19,38.17,995.99,546.92,9.19,31.08,5,0.0
5234.265000,hsv,82,1029.45,587.94,326.0,1001.83,563.95,26.09,999.65,584.23,47.90,12.98,5,1.0
5234.312000,hsv,83,1031.01,583.72,nan,1001.94,565.14,21.75,1000.58,580.95,44.49,12.98,5,0.0
5234.359000,hsv,84,1029.74,533.80,nan,1002.05,566.95,34.70,995.15,545.67,7.68,20.87,5,0.0
5234.406000,hsv,85,1022.26,544.97,325.0,1002.09,568.80,24.27,997.55,549.59,12.27,10.25,5,1.0
5234.437000,hsv,86,1003.43,644.11,331.0,1002.08,570.04,74.68,974.14,617.37,90.48,32.48,5,1.0
5234.484000,hsv,87,1022.55,580.60,nan,1001.99,571.92,9.97,1001.03,578.99,42.48,6.11,5,0.0
5234.531000,hsv,88,1027.82,549.42,nan,1001.83,573.83,26.03,999.50,553.97,17.08,12.24,5,0.0
5234.562000,hsv,89,1012.45,584.55,329.0,1001.68,575.11,9.73,999.43,584.89,48.59,0.35,5,1.0
5234.625000,hsv,90,1016.77,583.27,nan,1001.28,577.69,5.72,1000.23,582.26,45.84,2.55,5,0.0
5234.671000,hsv,91,1021.20,533.53,nan,1000.89,579.64,46.38,993.65,543.72,5.21,15.93,5,0.0
5234.718000,hsv,92,1001.09,628.37,320.0,1000.41,581.61,47.73,978.91,613.82,84.54,18.80,5,1.0
5234.750000,hsv,93,988.66,660.74,328.0,1000.05,582.92,80.01,963.41,623.48,102.85,41.42,5,1.0
5234.796000,hsv,94,993.54,596.78,334.0,999.43,584.89,18.58,991.07,601.05,66.85,7.30,5,1.0
5234.843000,hsv,95,999.55,586.99,324.0,998.74,586.86,9.08,997.39,590.14,54.22,8.35,5,1.0
5234.890000,hsv,96,980.59,690.41,318.0,997.96,588.83,104.05,954.85,626.90,112.07,66.77,5,1.0
5234.937000,hsv,97,990.51,692.15,nan,997.10,590.80,102.35,957.49,625.96,109.27,70.89,5,0.0
5235.000000,hsv,98,997.86,595.49,nan,995.82,593.40,7.71,992.80,598.54,63.80,5.36,5,0.0
5235.046000,hsv,99,976.07,653.22,330.0,994.76,595.34,62.17,960.07,624.95,106.50,30.71,5,1.0
5235.109000,hsv,100,981.47,617.77,336.0,993.21,597.90,26.22,975.55,616.38,88.77,1.49,5,1.0
5235.140000,hsv,101,997.05,531.34,nan,992.38,599.17,67.98,990.00,540.00,0.00,8.94,5,0.0
5235.187000,hsv,102,987.24,570.93,323.0,991.52,600.42,31.51,1001.95,572.56,35.97,21.58,5,1.0
5235.234000,hsv,103,960.23,658.42,nan,990.15,602.29,63.63,951.24,628.02,115.85,31.69,5,0.0
5235.281000,hsv,104,985.04,595.08,nan,988.70,604.12,13.42,989.19,603.51,69.95,13.39,5,0.0
5235.328000,hsv,105,999.21,552.78,nan,987.16,605.92,53.19,997.05,548.67,11.23,8.67,5,0.0
5235.359000,hsv,106,1003.41,599.94,338.0,986.09,607.11,9.66,991.96,599.80,65.32,0.62,5,1.0
5235.406000,hsv,107,969.34,685.78,337.0,984.42,608.85,78.88,951.24,628.02,115.85,59.88,5,1.0
5235.453000,hsv,108,985.45,582.27,nan,982.66,610.55,28.51,997.10,590.80,54.94,19.93,5,0.0
5235.500000,hsv,109,985.75,528.13,343.0,980.83,612.21,84.09,990.00,540.00,0.00,15.97,5,1.0
5235.546000,hsv,110,976.41,597.66,332.0,978.91,613.82,17.46,983.84,609.42,77.93,16.47,5,1.0
5235.593000,hsv,111,947.06,669.40,341.0,976.92,615.37,60.23,942.77,629.97,124.54,40.14,5,1.0
5235.640000,hsv,112,968.28,584.57,340.0,974.85,616.88,33.44,989.67,602.90,69.17,29.77,5,1.0
5235.687000,hsv,113,964.26,621.49,325.0,972.70,618.33,10.03,964.22,623.09,101.94,1.90,5,1.0
5235.734000,hsv,114,937.84,690.48,331.0,970.49,619.71,75.78,936.89,630.81,130.48,60.02,5,1.0
5235.765000,hsv,115,945.59,670.77,345.0,968.97,620.60,53.93,941.80,630.13,125.52,41.31,5,1.0
5235.812000,hsv,116,944.35,575.26,339.0,966.63,621.88,50.11,980.20,612.75,82.86,49.24,5,1.0
5235.859000,hsv,117,944.96,600.93,329.0,964.22,623.09,27.05,958.36,625.63,108.34,26.52,5,1.0
5235.890000,hsv,118,910.05,668.22,326.0,962.58,623.86,59.76,923.63,631.27,143.76,36.97,5,1.0
5235.937000,hsv,119,915.83,665.55,342.0,960.07,624.95,52.45,926.74,631.33,140.65,34.22,5,1.0
5235.968000,hsv,120,899.50,596.64,339.0,958.36,625.63,52.47,907.75,629.34,159.78,33.42,5,1.0
5236.031000,hsv,121,917.41,615.73,329.0,954.85,626.90,29.02,927.77,631.33,139.62,15.60,5,1.0
5236.062000,hsv,122,900.73,692.15,330.0,953.96,627.19,75.46,920.49,631.10,146.91,61.25,5,1.0
5236.093000,hsv,123,891.86,657.67,344.0,952.15,627.75,52.60,913.09,630.29,154.36,27.70,5,1.0
5236.140000,hsv,124,902.87,535.47,nan,949.40,628.52,98.48,990.00,540.00,0.00,72.99,5,0.0
5236.203000,hsv,125,905.69,581.16,329.0,945.64,629.40,54.99,910.95,629.95,156.52,49.49,5,1.0
5236.234000,hsv,126,887.40,663.22,330.0,943.74,629.79,50.75,910.95,629.95,156.52,33.71,5,1.0
5236.281000,hsv,127,906.21,609.67,345.0,940.83,630.29,29.55,917.33,630.83,150.08,21.28,5,1.0
5236.328000,hsv,128,893.47,562.24,342.0,937.88,630.69,73.87,880.08,619.32,189.31,64.49,5,1.0
5236.359000,hsv,129,895.79,623.59,335.0,935.89,630.91,25.14,910.95,629.95,156.52,6.42,5,1.0
5236.406000,hsv,130,856.24,702.13,330.0,932.88,631.15,87.23,902.39,628.08,165.28,76.76,5,1.0
5236.453000,hsv,131,841.87,705.95,338.0,929.83,631.29,94.80,897.03,626.51,170.87,83.47,5,1.0
5236.484000,hsv,132,875.93,575.94,338.0,927.77,631.33,63.39,871.86,614.48,198.85,45.99,5,1.0
