t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
124446.609000,hsv,233,338.35,242.11,563.0,336.63,242.85,3.29,1.88,5,1.0
124446.640000,hsv,234,336.73,238.02,564.0,335.00,240.00,0.00,2.63,5,1.0
124446.687000,hsv,235,337.08,237.41,563.0,335.00,240.00,0.00,3.32,5,1.0
124446.718000,hsv,236,337.16,237.21,564.0,335.00,240.00,0.00,3.52,5,1.0
124446.750000,hsv,237,337.14,236.91,564.0,335.00,240.00,0.00,3.76,5,1.0
124446.781000,hsv,238,337.18,236.85,563.0,335.00,240.00,0.00,3.83,5,1.0
124446.812000,hsv,239,337.52,236.97,563.0,335.00,240.00,0.00,3.94,5,1.0
124446.843000,hsv,240,337.45,236.86,564.0,335.00,240.00,0.00,3.99,5,1.0
124446.890000,hsv,241,337.65,236.72,563.0,335.00,240.00,0.00,4.21,5,1.0
124446.921000,hsv,242,338.22,236.93,563.0,335.00,240.00,0.00,4.45,5,1.0
124446.953000,hsv,243,337.73,236.27,564.0,335.00,240.00,0.00,4.62,5,1.0
124446.984000,hsv,244,338.10,236.40,561.0,335.00,240.00,0.00,4.75,5,1.0
124447.015000,hsv,245,338.09,236.60,563.0,335.00,240.00,0.00,4.60,5,1.0
124447.046000,hsv,246,338.46,236.80,563.0,335.00,240.00,0.00,4.71,5,1.0
124447.078000,hsv,247,338.27,236.38,562.0,335.00,240.00,0.00,4.87,5,1.0
124447.125000,hsv,248,338.21,236.39,563.0,335.00,240.00,0.00,4.83,5,1.0
124447.156000,hsv,249,338.39,236.35,563.0,335.00,240.00,0.00,4.99,5,1.0
124447.187000,hsv,250,338.33,236.49,563.0,335.00,240.00,0.00,4.84,5,1.0
124447.218000,hsv,251,338.62,236.82,563.0,335.00,240.00,0.00,4.82,5,1.0
124447.250000,hsv,252,338.37,236.30,562.0,335.00,240.00,0.00,5.01,5,1.0
124447.281000,hsv,253,338.20,236.07,560.0,335.00,240.00,0.00,5.07,5,1.0
124447.312000,hsv,254,338.38,236.11,562.0,335.00,240.00,0.00,5.15,5,1.0
124447.343000,hsv,255,339.03,236.03,561.0,335.00,240.00,0.00,5.65,5,1.0
124447.390000,hsv,256,339.86,236.24,561.0,335.00,240.00,0.00,6.14,5,1.0
124447.421000,hsv,257,340.47,236.64,560.0,335.22,240.30,0.37,6.41,5,1.0
124447.453000,hsv,258,344.54,241.14,561.0,337.00,243.80,4.31,7.99,5,1.0
124447.484000,hsv,259,344.40,239.47,561.0,336.63,242.85,3.29,8.48,5,1.0
124447.515000,hsv,260,345.74,240.18,561.0,336.93,243.61,4.11,9.45,5,1.0
124447.546000,hsv,261,346.14,237.00,561.0,336.20,241.95,2.30,11.10,5,1.0
124447.578000,hsv,262,346.86,236.30,559.0,336.11,241.78,2.10,12.06,5,1.0
124447.625000,hsv,263,353.54,241.22,558.0,337.43,245.20,5.78,16.59,5,1.0
124447.656000,hsv,264,356.54,242.18,557.0,337.62,246.04,6.63,19.31,5,1.0
124447.687000,hsv,265,358.20,236.30,554.0,337.00,243.80,4.31,22.49,5,1.0
124447.718000,hsv,266,366.14,241.51,554.0,337.71,246.46,7.07,28.86,5,1.0
124447.750000,hsv,267,371.23,241.20,552.0,403.25,234.73,315.20,32.67,5,1.0
124447.781000,hsv,268,376.53,240.19,551.0,403.25,234.73,315.20,27.27,5,1.0
124447.812000,hsv,269,381.83,241.51,551.0,403.84,238.06,318.58,22.28,5,1.0
124447.859000,hsv,270,386.65,242.26,551.0,404.08,239.73,320.27,17.61,5,1.0
