t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
8027.890000,mp,1148,334.22,231.80,357.0,332.00,240.00,0.00,8.50,5,1.0
8027.937000,mp,1149,333.69,231.02,358.0,332.00,240.00,0.00,9.14,5,1.0
8027.953000,mp,1150,333.69,230.28,357.0,332.00,240.00,0.00,9.87,5,1.0
8028.000000,mp,1151,332.96,230.50,358.0,332.00,240.00,0.00,9.55,5,1.0
8028.031000,mp,1152,331.33,230.28,357.0,332.00,240.00,0.00,9.75,5,1.0
8028.062000,mp,1153,331.33,230.30,356.0,332.00,240.00,0.00,9.72,5,1.0
8028.093000,mp,1154,332.41,230.30,358.0,332.00,240.00,0.00,9.71,5,1.0
8028.125000,mp,1155,332.41,231.75,359.0,332.00,240.00,0.00,8.26,5,1.0
8028.156000,mp,1156,330.86,231.83,356.0,332.00,240.00,0.00,8.25,5,1.0
8028.187000,mp,1157,329.82,231.75,357.0,332.00,240.00,0.00,8.53,5,1.0
8028.234000,mp,1158,329.07,231.06,359.0,332.00,240.00,0.00,9.40,5,1.0
8028.265000,mp,1159,328.52,231.06,354.5,332.00,240.00,0.00,9.59,5,1.0
8028.296000,mp,1160,327.54,231.12,361.0,332.00,240.00,0.00,9.94,5,1.0
8028.328000,mp,1161,327.54,231.12,nan,332.00,240.00,0.00,9.94,5,0.0
8028.359000,mp,1162,327.89,230.52,356.5,332.00,240.00,0.00,10.33,5,1.0
8028.406000,mp,1163,327.89,229.37,358.0,332.00,240.00,0.00,11.40,5,1.0
8028.437000,mp,1164,327.23,228.78,358.0,332.00,240.00,0.00,12.19,5,1.0
8028.468000,mp,1165,326.11,228.29,360.0,332.00,240.00,0.00,13.11,5,1.0
8028.500000,mp,1166,324.11,228.29,363.0,332.00,240.00,0.00,14.12,5,1.0
8028.531000,mp,1167,324.08,231.35,361.0,332.00,240.00,0.00,11.72,5,1.0
8028.562000,mp,1168,323.94,233.90,359.0,332.00,240.00,0.00,10.11,5,1.0
8028.593000,mp,1169,323.53,234.78,357.0,332.00,240.00,0.00,9.95,5,1.0
8028.625000,mp,1170,323.53,234.98,355.0,332.00,240.00,0.00,9.85,5,1.0
8028.656000,mp,1171,324.48,238.30,354.0,332.00,240.00,0.00,7.71,5,1.0
8028.687000,mp,1172,324.76,238.57,355.0,332.00,240.00,0.00,7.38,5,1.0
8028.734000,mp,1173,325.71,238.57,355.0,332.00,240.00,0.00,6.45,5,1.0
8028.765000,mp,1174,326.91,237.40,357.0,332.00,240.00,0.00,5.71,5,1.0
8028.796000,mp,1175,330.18,237.40,355.0,332.00,240.00,0.00,3.17,5,1.0
8028.828000,mp,1176,332.94,237.40,361.0,332.00,240.00,0.00,2.76,5,1.0
8028.890000,mp,1178,325.68,312.87,343.0,326.22,313.90,341.82,1.16,5,1.0
8028.968000,mp,1180,344.81,410.65,356.0,326.22,313.90,341.82,98.53,5,1.0
8029.015000,mp,1181,344.35,406.06,351.0,326.22,313.90,341.82,93.93,5,1.0
8029.046000,mp,1182,343.89,401.47,341.0,326.22,313.90,341.82,89.34,5,1.0
8029.078000,mp,1183,341.90,387.72,356.0,326.95,313.75,341.07,75.46,5,1.0
8029.109000,mp,1184,335.50,387.72,351.0,324.01,314.29,344.06,74.32,5,1.0
8029.140000,mp,1185,335.50,391.96,352.0,323.27,314.41,344.81,78.51,5,1.0
8029.187000,mp,1186,337.03,391.96,350.0,324.01,314.29,344.06,78.75,5,1.0
