t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
259815.390000,hsv,88,1060.25,560.42,640.0,990.00,540.00,49.59,1001.83,563.95,27.35,33.54,5,1.0
259815.421000,hsv,89,1057.44,558.91,644.0,990.35,540.30,46.61,1001.69,562.77,26.16,31.63,5,1.0
259815.453000,hsv,90,1046.15,555.70,644.0,991.04,540.93,36.68,1001.31,560.47,23.83,23.78,5,1.0
259815.484000,hsv,91,1037.70,552.58,248.0,991.71,541.59,28.75,1000.53,557.13,20.40,18.32,5,1.0
259815.515000,hsv,92,1030.94,540.97,647.0,992.37,542.27,20.87,997.55,549.59,12.27,17.88,5,1.0
259815.546000,hsv,93,1025.20,542.21,647.0,993.02,542.98,15.90,997.05,548.67,11.23,13.50,5,1.0
259815.593000,hsv,94,1028.05,542.30,647.0,993.95,544.09,17.18,997.55,549.59,12.27,15.33,5,1.0
259815.625000,hsv,95,1032.41,539.59,642.0,994.56,544.87,20.44,997.30,549.13,11.75,19.50,5,1.0
259815.640000,hsv,96,1035.35,536.83,250.0,994.85,545.27,23.24,996.79,548.23,10.72,22.77,5,1.0
259815.687000,hsv,97,1029.65,536.65,646.0,995.71,546.50,19.24,995.99,546.92,9.19,19.22,5,1.0
259815.718000,hsv,98,1028.18,538.03,648.0,996.26,547.35,17.55,996.26,547.35,9.69,17.55,5,1.0
259815.750000,hsv,99,1019.32,547.72,645.0,996.79,548.23,7.72,998.25,551.00,13.85,7.05,5,1.0
259815.781000,hsv,100,1016.43,549.06,645.0,997.30,549.13,5.03,998.25,551.00,13.85,4.51,5,1.0
259815.812000,hsv,101,1004.77,557.23,nan,997.79,550.05,8.32,999.87,555.01,18.18,6.67,5,0.0
259815.859000,hsv,102,997.70,555.58,646.0,998.47,551.48,10.99,998.25,551.00,13.85,10.98,5,1.0
259815.875000,hsv,103,987.46,563.81,645.0,998.69,551.97,21.62,1001.08,559.34,22.67,20.96,5,1.0
259815.921000,hsv,104,988.30,582.36,643.0,999.31,553.46,34.09,997.68,589.49,53.51,17.93,5,1.0
259815.953000,hsv,105,1009.54,631.48,nan,999.69,554.49,77.04,980.83,612.21,82.03,25.26,5,0.0
259815.984000,hsv,106,1025.17,677.58,nan,1000.04,555.53,122.37,971.97,618.80,93.08,69.41,5,0.0
259816.015000,hsv,107,994.49,656.65,nan,1000.37,556.60,101.11,967.42,621.46,98.36,39.73,5,0.0
259816.046000,hsv,108,982.67,624.93,nan,1000.67,557.68,71.30,972.70,618.33,92.21,7.88,5,0.0
259816.078000,hsv,109,973.95,630.35,nan,1000.95,558.78,77.80,965.84,622.29,100.15,9.29,5,0.0
259816.125000,hsv,110,966.76,677.15,nan,1001.31,560.47,122.18,951.24,628.02,115.85,51.04,5,0.0
259816.156000,hsv,111,939.98,667.75,nan,1001.51,561.61,120.25,939.85,630.43,127.50,37.67,5,0.0
259816.187000,hsv,112,931.65,616.18,nan,1001.69,562.77,82.55,940.83,630.29,126.51,14.26,5,0.0
259816.218000,hsv,113,933.98,587.76,nan,1001.83,563.95,65.80,952.15,627.75,114.90,41.66,5,0.0
259816.265000,hsv,114,943.72,595.19,nan,1001.94,565.14,61.93,960.07,624.95,106.50,32.19,5,0.0
259816.296000,hsv,115,930.68,601.90,nan,1002.02,566.35,73.23,942.77,629.97,124.54,28.46,5,0.0
259816.328000,hsv,116,907.70,562.70,285.0,1002.07,567.57,81.44,905.61,628.88,161.97,67.90,5,1.0
259816.375000,hsv,117,897.22,533.86,286.0,1002.09,569.42,96.00,990.00,540.00,0.00,77.33,5,1.0
259816.406000,hsv,118,902.19,556.82,674.0,1002.06,570.66,86.53,888.49,623.33,179.99,72.21,5,1.0
259816.437000,hsv,119,927.20,621.74,nan,1001.99,571.92,83.17,935.89,630.91,131.49,9.18,5,0.0
259816.468000,hsv,120,920.62,604.43,nan,1001.90,573.19,77.96,931.87,631.21,135.53,26.81,5,0.0
259816.500000,hsv,121,912.70,540.06,nan,1001.76,574.47,84.56,990.00,540.00,0.00,65.48,5,0.0
259816.531000,hsv,122,909.06,519.99,666.0,1001.60,575.75,97.35,990.00,540.00,0.00,71.08,5,1.0
259816.562000,hsv,123,914.37,577.16,nan,1001.39,577.04,75.62,923.63,631.27,143.76,54.15,5,0.0
259816.593000,hsv,124,918.25,634.28,nan,1001.16,578.34,91.55,928.80,631.32,138.59,2.97,5,0.0
259816.625000,hsv,125,897.01,585.16,295.0,1000.89,579.64,88.30,901.32,627.79,166.40,44.15,5,1.0
259816.656000,hsv,126,893.26,523.76,295.0,1000.58,580.95,107.16,990.00,540.00,0.00,81.68,5,1.0
259816.687000,hsv,127,888.59,536.44,680.0,1000.23,582.26,104.39,839.40,582.88,244.44,81.56,5,1.0
259816.718000,hsv,128,916.60,641.35,nan,999.85,583.57,92.63,927.77,631.33,139.62,10.03,5,0.0
259816.750000,hsv,129,922.95,665.78,nan,999.43,584.89,105.18,930.85,631.26,136.54,34.55,5,0.0
259816.781000,hsv,130,898.07,596.59,nan,998.98,586.20,86.05,906.68,629.12,160.87,33.24,5,0.0
259816.828000,hsv,131,877.02,541.77,297.0,998.23,588.17,110.66,838.64,581.78,245.77,71.39,5,1.0
259816.859000,hsv,132,881.35,584.66,nan,997.68,589.49,96.79,883.22,620.92,185.79,40.39,5,0.0
259816.890000,hsv,133,913.59,691.13,nan,997.10,590.80,123.44,925.71,631.32,141.68,59.81,5,0.0
259816.921000,hsv,134,879.23,651.56,301.0,996.48,592.10,113.82,904.54,628.62,163.07,23.50,5,1.0
259816.953000,hsv,135,847.32,579.30,nan,995.82,593.40,121.15,854.48,600.64,221.10,29.94,5,0.0
259816.984000,hsv,136,846.04,574.99,nan,995.12,594.70,122.19,850.90,597.02,226.19,32.31,5,0.0
259817.015000,hsv,137,890.59,697.53,336.0,994.39,595.98,133.35,916.27,630.71,151.15,67.33,5,1.0
259817.062000,hsv,138,899.65,726.31,304.0,993.21,597.90,150.49,920.49,631.10,146.91,95.38,5,1.0
259817.093000,hsv,139,859.70,638.12,300.0,992.38,599.17,114.44,890.62,624.20,177.69,15.10,5,1.0
259817.125000,hsv,140,830.20,580.18,nan,991.52,600.42,130.45,847.44,593.21,231.34,20.02,5,0.0
259817.156000,hsv,141,855.30,642.25,346.0,991.07,601.05,117.09,889.56,623.77,178.83,20.18,5,1.0
259817.187000,hsv,142,904.19,717.91,308.0,990.15,602.29,136.21,922.59,631.23,144.81,86.80,5,1.0
259817.218000,hsv,143,878.16,640.13,301.0,989.19,603.51,97.69,902.39,628.08,165.28,12.62,5,1.0
259817.250000,hsv,144,846.08,573.56,nan,988.19,604.73,117.83,850.03,596.08,227.47,33.31,5,0.0
259817.281000,hsv,145,847.62,614.94,nan,987.16,605.92,111.81,874.91,616.39,195.25,1.66,5,0.0
259817.312000,hsv,146,871.36,719.71,nan,986.09,607.11,145.77,909.89,629.76,157.60,91.43,5,0.0
259817.343000,hsv,147,837.67,658.79,nan,984.98,608.27,127.19,885.32,621.92,183.46,40.63,5,0.0
259817.390000,hsv,148,810.49,572.43,nan,983.26,609.99,140.50,837.16,579.56,248.44,12.86,5,0.0
