t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
4694.968000,hsv,84,974.50,523.50,nan,990.00,540.00,25.26,990.00,540.00,0.00,25.26,5,0.0
4695.000000,hsv,85,979.08,513.67,nan,990.69,540.61,31.53,990.00,540.00,0.00,30.65,5,0.0
4695.031000,hsv,86,989.43,546.77,nan,991.04,540.93,10.70,990.00,540.00,0.00,10.43,5,0.0
4695.062000,hsv,87,1003.87,585.70,nan,991.71,541.59,44.13,998.23,588.17,52.09,5.87,5,0.0
4695.093000,hsv,88,1008.95,560.22,nan,992.37,542.27,18.47,1001.08,559.34,22.67,4.45,5,0.0
4695.125000,hsv,89,998.65,525.69,nan,993.02,542.98,17.75,990.00,540.00,0.00,14.35,5,0.0
4695.156000,hsv,90,1013.40,554.66,nan,993.65,543.72,12.68,999.87,555.01,18.18,0.39,5,0.0
4695.203000,hsv,91,1000.98,587.04,nan,994.56,544.87,42.34,997.39,590.14,54.22,7.35,5,0.0
4695.234000,hsv,92,1010.80,591.63,336.0,995.15,545.67,46.05,997.10,590.80,54.94,1.30,5,1.0
4695.265000,hsv,93,1004.82,555.81,nan,995.71,546.50,9.55,999.31,553.46,16.53,6.16,5,0.0
4695.296000,hsv,94,1001.05,540.02,nan,996.26,547.35,9.15,990.35,540.30,0.46,0.52,5,0.0
4695.343000,hsv,95,1000.64,552.83,nan,997.05,548.67,7.77,997.30,549.13,11.75,7.76,5,0.0
4695.375000,hsv,96,985.92,612.21,341.0,997.55,549.59,65.19,980.20,612.75,82.86,0.93,5,1.0
4695.406000,hsv,97,984.68,606.47,339.0,998.02,550.52,59.25,982.66,610.55,79.56,5.82,5,1.0
4695.437000,hsv,98,975.94,567.72,nan,998.47,551.48,31.09,1001.99,565.74,29.15,30.10,5,0.0
4695.468000,hsv,99,983.56,552.28,nan,998.90,552.46,21.24,990.00,540.00,0.00,17.41,5,0.0
4695.500000,hsv,100,987.06,576.62,nan,999.31,553.46,29.96,1000.23,582.26,45.84,20.72,5,0.0
4695.531000,hsv,101,989.79,625.16,344.0,999.69,554.49,72.77,975.55,616.38,88.77,11.10,5,1.0
4695.562000,hsv,102,1009.94,618.67,338.0,1000.04,555.53,63.19,985.54,607.69,75.50,16.20,5,1.0
4695.609000,hsv,103,1011.08,583.08,339.0,1000.53,557.13,26.04,999.85,583.57,47.21,1.62,5,1.0
4695.640000,hsv,104,1013.72,544.69,nan,1000.82,558.23,13.54,996.26,547.35,9.69,4.83,5,0.0
4695.671000,hsv,105,1020.30,562.00,nan,1001.08,559.34,4.93,1001.69,562.77,26.16,3.62,5,0.0
4695.703000,hsv,106,1019.07,600.44,340.0,1001.31,560.47,40.08,994.76,595.34,60.05,10.82,5,1.0
4695.734000,hsv,107,1040.56,596.85,338.0,1001.51,561.61,39.99,998.23,588.17,52.09,23.83,5,1.0
4695.765000,hsv,108,1029.43,543.77,nan,1001.69,562.77,21.66,998.02,550.52,13.32,15.59,5,0.0
4695.796000,hsv,109,1039.66,535.54,675.0,1001.83,563.95,33.58,997.05,548.67,11.23,26.22,5,1.0
4695.828000,hsv,110,1034.17,573.84,nan,1001.94,565.14,16.22,1001.95,572.56,35.97,13.74,5,0.0
4695.859000,hsv,111,1024.41,612.01,339.0,1001.99,565.74,46.69,991.52,600.42,66.08,20.39,5,1.0
4695.906000,hsv,112,1044.52,606.95,336.0,1002.07,567.57,44.78,996.15,592.75,57.11,30.71,5,1.0
4695.937000,hsv,113,1042.71,574.12,nan,1002.09,568.80,20.64,1001.95,572.56,35.97,20.14,5,0.0
4695.968000,hsv,114,1046.06,558.55,nan,1002.08,570.04,25.23,1001.60,562.19,25.57,23.23,5,0.0
4696.000000,hsv,115,1045.80,611.26,648.0,1002.03,571.29,45.78,995.12,594.70,59.32,33.60,5,1.0
4696.031000,hsv,116,1033.56,637.95,344.0,1001.95,572.56,66.71,984.98,608.27,76.31,42.33,5,1.0
4696.062000,hsv,117,1038.60,613.88,337.0,1001.83,573.83,43.56,993.21,597.90,63.04,30.29,5,1.0
4696.093000,hsv,118,1030.12,566.59,nan,1001.68,575.11,13.84,1002.05,566.95,30.36,10.55,5,0.0
4696.125000,hsv,119,1017.16,526.28,nan,1001.50,576.40,50.14,990.35,540.30,0.46,18.80,5,0.0
4696.171000,hsv,120,1014.42,567.52,nan,1001.16,578.34,10.83,1002.07,567.57,30.97,1.26,5,0.0
4696.203000,hsv,121,1002.19,638.38,340.0,1000.89,579.64,59.45,975.55,616.38,88.77,27.25,5,1.0
4696.234000,hsv,122,1009.04,647.14,336.0,1000.58,580.95,66.30,974.85,616.88,89.62,37.37,5,1.0
4696.265000,hsv,123,989.41,592.37,332.0,1000.23,582.26,20.80,992.38,599.17,64.56,12.37,5,1.0
4696.312000,hsv,124,985.95,566.61,nan,999.65,584.23,26.79,1001.89,564.54,27.95,22.52,5,0.0
4696.343000,hsv,125,986.65,589.43,nan,999.21,585.55,19.61,993.21,597.90,63.04,15.70,5,0.0
4696.375000,hsv,126,977.95,639.03,346.0,998.74,586.86,57.97,965.03,622.70,101.04,18.38,5,1.0
4696.406000,hsv,127,988.41,623.69,340.0,998.23,588.17,39.34,975.55,616.38,88.77,9.30,5,1.0
4696.437000,hsv,128,977.18,573.46,nan,997.68,589.49,29.53,1000.89,579.64,43.14,28.67,5,0.0
4696.468000,hsv,129,990.40,561.05,nan,997.10,590.80,33.00,1000.04,555.53,18.73,18.10,5,0.0
4696.500000,hsv,130,973.88,587.60,nan,996.48,592.10,26.45,989.67,602.90,69.17,24.60,5,0.0
4696.531000,hsv,131,974.47,658.87,nan,995.82,593.40,70.07,958.36,625.63,108.34,35.51,5,0.0
4696.562000,hsv,132,986.31,645.00,343.0,995.12,594.70,52.60,967.42,621.46,98.36,26.56,5,1.0
4696.593000,hsv,133,974.36,617.54,343.0,994.39,595.98,31.98,971.97,618.80,93.08,1.74,5,1.0
4696.625000,hsv,134,967.96,594.54,nan,993.61,597.26,27.78,981.45,611.66,81.21,23.08,5,0.0
4696.656000,hsv,135,956.68,635.50,315.0,992.80,598.54,51.11,954.85,626.90,112.07,9.01,5,1.0
4696.703000,hsv,136,956.75,678.25,332.0,991.52,600.42,84.92,946.59,629.20,120.65,50.27,5,1.0
4696.734000,hsv,137,954.02,629.72,339.0,991.07,601.05,45.68,954.85,626.90,112.07,2.90,5,1.0
4696.765000,hsv,138,951.20,584.03,nan,990.15,602.29,41.04,976.92,615.37,87.06,39.19,5,0.0
4696.796000,hsv,139,955.87,571.35,nan,989.19,603.51,45.57,998.49,587.52,51.38,44.61,5,0.0
4696.828000,hsv,140,951.22,628.20,nan,988.19,604.73,41.96,953.06,627.47,113.95,0.81,5,0.0
4696.859000,hsv,141,960.61,691.20,333.0,987.16,605.92,89.36,946.59,629.20,120.65,63.54,5,1.0
4696.906000,hsv,142,961.93,649.92,339.0,985.54,607.69,48.62,953.96,627.19,113.01,23.93,5,1.0
