t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
335219.531000,mp,556,344.39,253.60,384.0,343.67,253.55,14.30,0.72,5,1.0
335219.578000,mp,557,345.95,251.89,386.0,343.70,252.04,12.78,2.26,5,1.0
335219.609000,mp,558,344.49,252.45,386.0,343.70,252.34,13.08,0.80,5,1.0
335219.640000,mp,559,343.63,250.87,387.0,343.65,250.85,11.59,0.03,5,1.0
335219.671000,mp,560,345.79,250.32,386.0,343.63,250.55,11.29,2.17,5,1.0
335219.703000,mp,561,345.48,250.99,388.0,343.67,251.14,11.88,1.82,5,1.0
335219.750000,mp,562,344.51,249.30,391.0,343.51,249.39,10.13,1.00,5,1.0
335219.765000,mp,563,344.93,249.30,392.0,343.51,249.39,10.13,1.42,5,1.0
335219.812000,mp,564,343.26,249.80,392.0,343.55,249.68,10.42,0.31,5,1.0
335219.843000,mp,565,343.83,250.15,393.0,343.61,250.26,11.00,0.25,5,1.0
335219.875000,mp,566,341.20,250.68,394.0,343.63,250.55,11.29,2.43,5,1.0
335219.906000,mp,567,340.08,251.97,394.0,343.70,252.04,12.78,3.62,5,1.0
335219.937000,mp,568,337.99,254.42,393.0,343.56,255.10,15.85,5.61,5,1.0
335219.968000,mp,569,338.09,254.33,394.0,343.59,254.79,15.53,5.52,5,1.0
335220.000000,mp,570,334.83,255.12,2765.0,343.39,256.35,17.11,8.65,5,1.0
335220.031000,mp,571,333.78,258.05,2765.0,342.32,260.79,21.68,8.97,5,1.0
335220.062000,mp,572,330.27,257.54,2790.0,341.86,262.06,23.03,12.45,5,1.0
335220.109000,mp,573,328.52,260.46,2816.0,339.37,267.09,28.65,12.72,5,1.0
335220.125000,mp,574,325.13,263.39,2803.0,334.75,272.95,36.13,13.56,5,1.0
335220.171000,mp,575,324.98,272.27,394.0,328.52,277.96,44.14,6.70,5,1.0
335220.203000,mp,576,319.18,272.11,392.0,322.90,280.90,50.49,9.54,5,1.0
335220.234000,mp,577,312.99,274.01,394.0,314.81,283.35,58.96,9.51,5,1.0
335220.265000,mp,578,308.36,272.04,394.0,308.78,284.08,65.03,12.04,5,1.0
335220.312000,mp,579,305.26,272.39,392.0,304.93,284.10,68.88,11.71,5,1.0
335220.343000,mp,580,300.45,270.45,390.0,298.04,283.31,75.83,13.09,5,1.0
335220.375000,mp,581,297.82,270.36,390.0,294.56,282.51,79.40,12.58,5,1.0
335220.406000,mp,582,296.95,269.96,389.0,293.07,282.08,80.95,12.73,5,1.0
335220.453000,mp,583,292.99,263.80,389.0,285.22,278.93,89.42,17.01,5,1.0
335220.484000,mp,584,289.31,259.99,388.0,278.63,274.96,97.12,18.38,5,1.0
335220.515000,mp,585,284.87,259.26,388.0,274.19,271.44,102.78,16.20,5,1.0
335220.546000,mp,586,281.60,255.13,386.0,268.88,266.07,110.35,16.77,5,1.0
335220.578000,mp,587,279.23,252.22,385.0,265.58,261.84,115.72,16.70,5,1.0
335220.609000,mp,588,276.51,248.57,385.0,262.32,256.68,121.81,16.34,5,1.0
335220.640000,mp,589,275.46,246.80,385.0,260.88,253.94,124.91,16.23,5,1.0
335220.671000,mp,590,275.26,246.37,384.0,260.61,253.38,125.54,16.24,5,1.0
335220.703000,mp,591,272.79,240.68,384.0,257.56,245.73,133.77,16.04,5,1.0
335220.750000,mp,592,274.36,240.03,383.0,257.37,245.12,134.42,17.73,5,1.0
335220.781000,mp,593,271.95,237.45,384.0,256.33,241.37,138.30,16.10,5,1.0
335220.812000,mp,594,271.41,233.75,384.0,255.31,236.22,143.56,16.29,5,1.0
335220.843000,mp,595,268.98,229.40,384.0,254.67,230.23,149.59,14.34,5,1.0
335220.875000,mp,596,268.33,221.79,383.0,254.79,220.65,159.17,13.59,5,1.0
335220.906000,mp,597,273.20,217.61,382.0,255.62,214.41,165.48,17.87,5,1.0
335220.953000,mp,598,274.53,209.70,384.0,258.36,204.01,176.24,17.15,5,1.0
335220.968000,mp,599,273.86,202.82,385.0,261.44,196.55,184.32,13.91,5,1.0
335221.015000,mp,600,276.20,200.63,385.0,263.15,193.23,188.05,15.00,5,1.0
335221.031000,mp,601,279.72,198.65,387.0,265.44,189.33,192.57,17.05,5,1.0
335221.078000,mp,602,282.11,194.79,388.0,268.45,184.92,197.91,16.85,5,1.0
335221.109000,mp,603,285.05,192.37,389.0,271.81,180.69,203.31,17.66,5,1.0
335221.140000,mp,604,287.54,185.78,391.0,277.20,175.01,211.15,14.93,5,1.0
335221.171000,mp,605,294.46,181.85,391.0,284.54,168.85,220.74,16.35,5,1.0
335221.203000,mp,606,296.78,177.54,394.0,289.22,165.64,226.42,14.10,5,1.0
335221.250000,mp,607,299.36,170.97,396.0,294.92,162.35,233.00,9.70,5,1.0
335221.265000,mp,608,306.01,170.58,397.0,300.95,159.50,239.67,12.18,5,1.0
335221.312000,mp,609,311.44,170.15,400.0,307.27,157.13,246.43,13.67,5,1.0
335221.343000,mp,610,321.43,165.54,401.0,319.79,154.06,259.33,11.60,5,1.0
