t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
4490.437000,hsv,83,1005.09,547.27,nan,990.00,540.00,8.21,995.43,546.08,8.18,2.00,5,0.0
4490.468000,hsv,84,1005.09,547.27,nan,990.35,540.30,7.78,995.43,546.08,8.18,2.00,5,0.0
4490.500000,hsv,85,1005.04,548.69,nan,991.04,540.93,8.23,996.26,547.35,9.69,2.82,5,0.0
4490.531000,hsv,86,1002.20,548.60,nan,991.71,541.59,7.02,995.43,546.08,8.18,4.55,5,0.0
4490.562000,hsv,87,1006.42,550.16,nan,992.37,542.27,8.26,997.05,548.67,11.23,2.68,5,0.0
4490.593000,hsv,88,1005.04,548.69,nan,993.02,542.98,5.76,996.26,547.35,9.69,2.82,5,0.0
4490.625000,hsv,89,1006.38,551.59,nan,993.65,543.72,7.95,997.79,550.05,12.80,3.37,5,0.0
4490.656000,hsv,90,1006.42,550.16,nan,994.26,544.48,5.71,997.05,548.67,11.23,2.68,5,0.0
4490.718000,hsv,91,1006.38,551.59,nan,995.43,546.08,5.54,997.79,550.05,12.80,3.37,5,0.0
4490.750000,hsv,92,1004.91,552.96,nan,995.99,546.92,6.47,998.25,551.00,13.85,4.97,5,0.0
4490.781000,hsv,93,1004.86,554.39,nan,996.53,547.79,7.20,998.69,551.97,14.92,5.59,5,0.0
4490.828000,hsv,94,1004.91,552.96,nan,997.30,549.13,5.27,998.25,551.00,13.85,4.97,5,0.0
4490.859000,hsv,95,1004.82,555.81,nan,997.79,550.05,7.11,999.31,553.46,16.53,6.16,5,0.0
4490.890000,hsv,96,1002.02,554.30,nan,998.25,551.00,7.50,998.25,551.00,13.85,7.50,5,0.0
4490.921000,hsv,97,999.17,554.21,nan,998.69,551.97,9.58,997.79,550.05,12.80,9.38,5,0.0
4490.953000,hsv,98,1000.55,555.67,nan,999.11,552.96,9.11,998.69,551.97,14.92,9.07,5,0.0
4491.000000,hsv,99,1003.35,557.19,nan,999.69,554.49,7.67,999.69,554.49,17.63,7.67,5,0.0
4491.031000,hsv,100,1003.39,555.77,nan,1000.04,555.53,7.50,999.11,552.96,15.99,7.14,5,0.0
4491.062000,hsv,101,1003.35,557.19,nan,1000.37,556.60,7.88,999.69,554.49,17.63,7.67,5,0.0
4491.109000,hsv,102,1001.93,557.14,nan,1000.82,558.23,9.43,999.50,553.97,17.08,8.66,5,0.0
4491.140000,hsv,103,1004.55,564.35,nan,1001.08,559.34,9.16,1001.76,563.36,26.75,8.41,5,0.0
4491.171000,hsv,104,1004.68,560.08,nan,1001.31,560.47,7.81,1000.82,558.23,21.53,7.54,5,0.0
4491.203000,hsv,105,1005.97,564.40,nan,1001.51,561.61,7.57,1001.76,563.36,26.75,7.36,5,0.0
4491.250000,hsv,106,1004.55,564.35,nan,1001.76,563.36,8.41,1001.76,563.36,26.75,8.41,5,0.0
4491.281000,hsv,107,1008.36,578.72,nan,1001.89,564.54,15.25,1000.89,579.64,43.14,4.70,5,0.0
4491.312000,hsv,108,1005.79,570.09,nan,1001.94,565.14,9.07,1002.08,570.04,33.45,7.74,5,0.0
4491.343000,hsv,109,1004.27,572.89,nan,1002.02,566.35,10.98,1001.83,573.83,37.25,8.68,5,0.0
4491.375000,hsv,110,1002.81,574.27,nan,1002.07,567.57,12.01,1001.60,575.75,39.19,9.61,5,0.0
4491.406000,hsv,111,1004.14,577.16,nan,1002.09,568.80,12.28,1001.03,578.99,42.48,8.13,5,0.0
4491.453000,hsv,112,1004.00,581.43,285.0,1002.06,570.66,14.07,999.85,583.57,47.21,7.18,5,1.0
4491.484000,hsv,113,1008.09,587.26,286.0,1001.99,571.92,16.44,998.23,588.17,52.09,2.34,5,1.0
4491.515000,hsv,114,1008.09,587.26,nan,1001.90,573.19,15.23,998.23,588.17,52.09,2.34,5,0.0
4491.546000,hsv,115,1006.67,587.22,285.0,1001.76,574.47,14.43,998.23,588.17,52.09,3.37,5,1.0
4491.578000,hsv,116,1008.00,590.11,286.0,1001.60,575.75,15.41,997.10,590.80,54.94,1.29,5,1.0
4491.625000,hsv,117,1006.62,588.64,286.0,1001.28,577.69,12.64,997.68,589.49,53.51,2.84,5,1.0
4491.640000,hsv,118,1008.00,590.11,283.0,1001.16,578.34,12.85,997.10,590.80,54.94,1.29,5,1.0
4491.671000,hsv,119,1007.96,591.53,285.0,1000.89,579.64,12.87,996.48,592.10,56.39,0.76,5,1.0
4491.703000,hsv,120,1006.40,595.76,nan,1000.58,580.95,15.90,994.76,595.34,60.05,0.42,5,0.0
4491.734000,hsv,121,1002.17,594.20,286.0,1000.23,582.26,14.72,994.39,595.98,60.80,3.28,5,1.0
4491.765000,hsv,122,1002.08,597.05,281.0,999.85,583.57,15.82,993.21,597.90,63.04,1.86,5,1.0
4491.796000,hsv,123,997.81,596.91,286.0,999.43,584.89,16.35,991.96,599.80,65.32,4.61,5,1.0
4491.828000,hsv,124,997.77,598.34,283.0,998.98,586.20,16.15,991.52,600.42,66.08,3.82,5,1.0
4491.875000,hsv,125,996.30,599.71,nan,998.23,588.17,15.95,990.15,602.29,68.40,3.90,5,0.0
4491.906000,hsv,126,996.25,601.14,nan,997.68,589.49,15.68,989.67,602.90,69.17,3.05,5,0.0
4491.937000,hsv,127,993.36,602.47,nan,997.10,590.80,16.80,988.19,604.73,71.52,3.89,5,0.0
4491.968000,hsv,128,991.85,605.27,nan,996.48,592.10,18.22,986.09,607.11,74.70,2.87,5,0.0
4492.000000,hsv,129,991.75,608.12,nan,995.82,593.40,18.99,984.42,608.85,77.12,0.94,5,0.0
