t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
630.484000,mp,320,335.18,244.33,562.0,333.82,244.58,4.96,1.38,5,1.0
630.515000,mp,321,335.49,244.13,561.0,333.79,244.42,4.80,1.73,5,1.0
630.546000,mp,322,335.93,243.42,561.0,333.69,243.94,4.30,2.30,5,1.0
630.593000,mp,323,336.41,242.90,561.0,333.61,243.62,3.98,2.89,5,1.0
630.625000,mp,324,336.86,242.55,559.0,333.56,243.46,3.82,3.42,5,1.0
630.656000,mp,325,337.70,242.08,559.0,333.52,243.31,3.66,4.35,5,1.0
630.687000,mp,326,337.85,242.08,559.0,333.52,243.31,3.66,4.50,5,1.0
630.718000,mp,327,337.85,242.47,559.0,333.61,243.62,3.98,4.39,5,1.0
630.750000,mp,328,337.28,242.93,560.0,333.65,243.78,4.14,3.73,5,1.0
630.781000,mp,329,336.79,243.36,558.0,333.72,244.09,4.47,3.16,5,1.0
630.812000,mp,330,336.79,244.59,559.0,333.90,245.07,5.46,2.93,5,1.0
630.859000,mp,331,336.79,246.12,nan,334.03,246.26,6.66,2.77,5,0.0
630.890000,mp,332,336.55,247.48,556.0,334.05,247.49,7.89,2.50,5,1.0
630.921000,mp,333,335.95,249.50,554.0,333.89,249.30,9.71,2.07,5,1.0
630.953000,mp,334,335.04,250.69,555.0,333.69,250.41,10.83,1.37,5,1.0
630.984000,mp,335,332.99,252.10,556.0,333.23,252.08,12.57,0.24,5,1.0
631.031000,mp,336,329.36,253.69,557.0,331.93,255.04,15.80,2.91,5,1.0
631.062000,mp,337,325.43,254.88,557.0,329.43,258.54,20.11,5.43,5,1.0
631.093000,mp,338,321.11,255.53,557.0,325.40,261.99,25.43,7.75,5,1.0
631.125000,mp,339,316.53,255.53,560.0,319.28,264.79,32.19,9.66,5,1.0
631.156000,mp,340,313.00,255.49,564.0,313.45,265.74,38.11,10.26,5,1.0
