t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
123889.687000,mp,182,315.15,252.92,284.0,324.31,270.43,36.40,19.76,5,1.0
123889.734000,mp,183,315.39,252.46,285.0,325.72,269.63,34.78,20.04,5,1.0
123889.781000,mp,184,316.31,251.65,285.0,329.07,267.28,30.69,20.18,5,1.0
123889.828000,mp,185,316.45,250.52,285.0,331.90,264.59,26.78,20.90,5,1.0
123889.859000,mp,186,319.98,248.64,285.0,335.00,240.00,0.00,17.32,5,1.0
123889.921000,mp,187,321.38,248.64,285.0,335.00,240.00,0.00,16.13,5,1.0
123889.968000,mp,188,321.82,249.38,285.0,337.81,247.11,7.73,16.15,5,1.0
123890.015000,mp,189,322.11,249.52,285.0,337.96,248.68,9.30,15.87,5,1.0
123890.062000,mp,190,322.57,249.76,285.0,337.99,250.06,10.68,15.42,5,1.0
123890.093000,mp,191,322.57,250.03,284.0,337.91,251.48,12.10,15.40,5,1.0
123890.125000,mp,192,321.78,251.69,284.0,336.18,258.05,18.93,15.75,5,1.0
123890.156000,mp,193,321.78,251.90,283.0,335.96,258.54,19.46,15.66,5,1.0
123890.203000,mp,194,322.02,253.79,283.0,333.89,262.11,23.60,14.49,5,1.0
123890.250000,mp,195,322.02,254.14,283.0,333.56,262.57,24.17,14.29,5,1.0
123890.296000,mp,196,322.01,254.93,282.0,332.67,263.71,25.61,13.81,5,1.0
123890.343000,mp,197,319.56,257.75,282.0,327.07,268.78,33.19,13.34,5,1.0
123890.375000,mp,198,316.78,258.97,283.0,322.23,271.42,38.71,13.59,5,1.0
123890.421000,mp,199,313.39,260.42,794.0,316.01,273.35,45.24,13.19,5,1.0
123890.468000,mp,200,302.94,263.58,283.0,300.38,272.79,61.01,9.56,5,1.0
123890.515000,mp,201,296.11,263.58,283.0,292.78,269.86,69.17,7.11,5,1.0
123890.562000,mp,202,288.20,262.26,291.0,285.61,265.16,77.76,3.88,5,1.0
123890.593000,mp,203,274.18,254.37,288.0,275.61,253.32,93.34,1.77,5,1.0
123890.640000,mp,204,267.77,247.62,290.0,272.14,245.85,101.59,4.71,5,1.0
123890.687000,mp,205,264.13,240.73,300.0,270.35,239.58,108.11,6.33,5,1.0
123890.734000,mp,206,258.30,225.84,297.0,269.34,226.61,121.16,11.07,5,1.0
123890.781000,mp,207,258.30,217.38,310.0,270.18,219.61,128.21,12.09,5,1.0
123890.828000,mp,208,260.31,199.29,307.0,274.56,206.28,142.28,15.87,5,1.0
123890.875000,mp,209,263.61,191.56,314.0,277.65,200.68,148.69,16.74,5,1.0
123890.921000,mp,210,268.31,182.88,324.0,282.20,194.42,156.43,18.05,5,1.0
123890.968000,mp,211,278.14,169.34,323.0,290.96,185.88,168.69,20.92,5,1.0
123891.015000,mp,212,284.05,164.02,329.0,296.09,182.23,174.99,21.83,5,1.0
123891.062000,mp,213,294.43,158.74,330.0,303.41,178.24,183.33,21.47,5,1.0
123891.109000,mp,214,300.90,157.90,331.0,307.63,176.47,187.90,19.76,5,1.0
123891.171000,mp,215,306.59,157.90,330.0,312.00,175.00,192.52,17.94,5,1.0
123891.203000,mp,216,317.23,161.05,329.0,319.17,173.31,199.89,12.41,5,1.0
123891.265000,mp,217,322.50,163.43,nan,323.21,172.72,203.97,9.31,5,0.0
123891.312000,mp,218,331.08,171.64,325.0,330.76,172.28,211.54,0.71,5,1.0
123891.359000,mp,219,336.33,175.62,326.0,336.35,172.50,217.13,3.12,5,1.0
123891.406000,mp,220,341.60,180.92,758.0,342.67,173.31,223.50,7.69,5,1.0
123891.437000,mp,221,349.30,189.83,742.0,353.83,176.21,235.05,14.35,5,1.0
123891.484000,mp,222,353.18,192.51,737.0,359.29,178.38,240.93,15.40,5,1.0
123891.515000,mp,223,361.91,207.31,735.0,377.10,189.60,262.05,23.34,5,1.0
123891.578000,mp,224,368.06,213.03,734.0,385.37,197.80,273.71,23.05,5,1.0
123891.625000,mp,225,371.67,218.58,734.0,391.14,205.35,283.22,23.54,5,1.0
123891.671000,mp,226,376.96,225.55,734.0,397.10,215.88,295.32,22.33,5,1.0
123891.718000,mp,227,384.17,237.34,734.0,402.91,233.09,313.52,19.22,5,1.0
123891.765000,mp,228,386.97,241.98,733.0,404.08,239.73,320.27,17.25,5,1.0
123891.812000,mp,229,395.37,251.43,738.0,404.82,251.68,332.25,9.45,5,1.0
123891.859000,mp,230,398.35,257.12,740.0,404.55,257.74,338.32,6.23,5,1.0
123891.906000,mp,231,402.13,268.63,307.0,402.89,269.02,349.73,0.85,5,1.0
123891.953000,mp,232,402.88,273.90,307.0,401.84,273.34,354.17,1.18,5,1.0
123892.000000,mp,233,402.88,278.31,756.0,400.57,277.62,358.64,2.41,5,1.0
123892.031000,mp,234,400.26,288.05,764.0,396.99,286.86,368.56,3.48,5,1.0
123892.078000,mp,235,397.47,293.36,763.0,394.58,291.77,374.03,3.29,5,1.0
123892.125000,mp,236,393.11,296.97,761.0,391.86,296.56,379.54,1.32,5,1.0
123892.171000,mp,237,386.16,305.10,757.0,386.08,304.96,389.73,0.16,5,1.0
123892.218000,mp,238,380.69,307.87,758.0,382.51,309.29,395.35,2.31,5,1.0
123892.250000,mp,239,368.95,311.86,757.0,373.81,317.99,407.66,7.82,5,1.0
123892.296000,mp,240,363.76,313.97,757.0,369.38,321.64,413.40,9.51,5,1.0
123892.343000,mp,241,358.24,314.69,762.0,365.50,324.49,418.22,12.20,5,1.0
123892.375000,mp,242,350.86,314.95,768.0,358.95,328.66,425.98,15.93,5,1.0
123892.421000,mp,243,344.59,314.95,774.0,352.92,331.89,432.83,18.88,5,1.0
123892.484000,mp,244,331.13,315.11,798.0,338.18,337.69,448.69,23.66,5,1.0
123892.515000,mp,245,324.35,316.34,nan,329.42,339.92,457.73,24.11,5,0.0
123892.562000,mp,246,311.20,318.13,291.0,312.24,341.93,475.05,23.83,5,1.0
123892.593000,mp,247,303.61,318.35,797.0,301.91,341.73,485.39,23.44,5,1.0
123892.640000,mp,248,297.72,318.57,291.0,294.65,340.97,492.69,22.60,5,1.0
123892.687000,mp,249,289.19,318.35,289.0,284.32,338.96,503.21,21.18,5,1.0
123892.718000,mp,250,280.87,317.81,290.0,274.14,335.90,513.84,19.30,5,1.0
123892.765000,mp,251,271.83,317.35,290.0,265.21,332.24,523.50,16.30,5,1.0
123892.796000,mp,252,257.63,316.22,290.0,251.91,324.90,538.71,10.39,5,1.0
123892.843000,mp,253,248.68,313.92,289.0,244.74,319.82,547.50,7.09,5,1.0
123892.890000,mp,254,241.51,310.44,299.0,237.94,314.14,556.35,5.14,5,1.0
123892.921000,mp,255,223.40,301.71,289.0,225.00,300.19,575.40,2.21,5,1.0
123892.968000,mp,256,217.75,296.23,293.0,220.99,294.71,582.20,3.57,5,1.0
123893.015000,mp,257,210.14,287.99,294.0,215.01,284.98,593.62,5.73,5,1.0
123893.062000,mp,258,205.43,279.49,308.0,210.92,276.73,602.84,6.14,5,1.0
123893.109000,mp,259,193.31,259.44,299.0,204.14,256.89,623.83,11.13,5,1.0
123893.156000,mp,260,190.42,249.42,314.0,202.29,247.64,633.27,12.00,5,1.0
123893.203000,mp,261,188.63,227.02,309.0,200.83,227.41,653.57,12.21,5,1.0
123893.250000,mp,262,188.63,217.56,nan,201.25,218.98,662.02,12.69,5,0.0
123893.296000,mp,263,199.19,194.80,320.0,205.40,196.18,685.23,6.37,5,1.0
123893.343000,mp,264,202.03,183.83,323.0,208.48,186.78,695.11,7.09,5,1.0
123893.375000,mp,265,208.83,174.19,324.0,212.86,176.47,706.32,4.62,5,1.0
123893.421000,mp,266,215.02,166.41,331.0,217.56,167.60,716.36,2.81,5,1.0
123893.484000,mp,267,226.95,153.61,331.0,226.76,153.96,732.83,0.40,5,1.0
123893.531000,mp,268,233.21,147.79,nan,232.48,147.09,741.77,1.01,5,0.0
123893.546000,mp,269,247.25,138.62,337.0,244.42,135.37,758.51,4.31,5,1.0
123893.593000,mp,270,253.87,135.33,338.0,250.48,130.47,766.31,5.93,5,1.0
123893.640000,mp,271,261.55,132.05,341.0,256.85,125.92,774.14,7.72,5,1.0
123893.671000,mp,272,269.43,130.63,341.0,264.66,121.09,783.32,10.67,5,1.0
123893.703000,mp,273,276.66,128.65,343.0,271.65,117.37,791.24,12.35,5,1.0
123893.750000,mp,274,282.82,127.52,343.0,277.66,114.58,797.87,13.93,5,1.0
123893.796000,mp,275,288.37,125.93,nan,282.59,112.57,803.19,14.56,5,0.0
123893.843000,mp,276,300.02,125.05,345.0,295.29,108.39,816.57,17.32,5,1.0
123893.890000,mp,277,305.55,125.05,nan,301.83,106.77,823.30,18.65,5,0.0
123893.937000,mp,278,318.60,126.89,346.0,316.53,104.37,838.21,22.61,5,1.0
123893.984000,mp,279,323.18,128.31,347.0,321.96,103.90,843.66,24.44,5,1.0
123894.031000,mp,280,329.43,129.00,nan,328.80,103.62,850.50,25.38,5,0.0
123894.062000,mp,281,341.69,134.14,348.0,345.30,104.36,867.03,30.00,5,1.0
123894.109000,mp,282,347.88,136.62,348.0,353.55,105.48,875.36,31.65,5,1.0
123894.140000,mp,283,353.27,138.47,349.0,360.39,106.80,882.33,32.46,5,1.0
123894.171000,mp,284,358.46,140.10,349.0,367.18,108.47,889.32,32.82,5,1.0
123894.218000,mp,285,363.00,141.39,nan,372.57,110.05,894.94,32.77,5,0.0
123894.250000,mp,286,371.97,144.22,nan,384.49,114.42,907.64,32.32,5,0.0
123894.296000,mp,287,376.83,144.72,nan,389.68,116.72,913.31,30.81,5,0.0
123894.328000,mp,288,381.50,147.45,nan,396.05,119.89,920.43,31.17,5,0.0
123894.375000,mp,289,385.18,149.84,nan,401.04,122.66,926.14,31.46,5,0.0
123894.421000,mp,290,391.24,152.68,nan,408.34,127.22,934.74,30.67,5,0.0
123894.453000,mp,291,395.95,154.82,nan,413.06,130.50,940.49,29.74,5,0.0
123894.484000,mp,292,402.02,156.48,nan,418.79,134.89,947.71,27.34,5,0.0
123894.546000,mp,293,411.29,161.85,352.0,428.58,143.54,960.78,25.19,5,1.0
123894.593000,mp,294,415.52,164.28,354.0,432.69,147.68,966.61,23.89,5,1.0
123894.625000,mp,295,418.63,167.14,nan,436.64,151.99,972.47,23.54,5,0.0
123894.671000,mp,296,426.06,172.06,nan,442.26,158.78,981.28,20.95,5,0.0
123894.734000,mp,297,430.23,175.97,nan,446.64,164.71,988.65,19.91,5,0.0
123894.781000,mp,298,437.00,185.11,351.0,453.79,175.97,1001.99,19.11,5,1.0
123894.812000,mp,299,440.39,187.25,351.0,455.24,178.57,1004.97,17.20,5,1.0
123894.859000,mp,300,444.18,191.39,350.0,458.00,183.86,1010.94,15.73,5,1.0
123894.906000,mp,301,447.51,194.70,350.0,460.55,189.27,1016.92,14.11,5,1.0
123894.953000,mp,302,452.01,200.84,349.0,463.43,196.20,1024.42,12.33,5,1.0
123894.984000,mp,303,454.99,204.82,349.0,465.49,201.86,1030.45,10.92,5,1.0
123895.015000,mp,304,457.25,208.63,349.0,466.89,206.17,1034.98,9.95,5,1.0
