t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
86953.796000,mp,118,934.96,542.02,360.0,990.00,540.00,0.00,5.36,5,1.0
86953.859000,mp,119,934.70,542.02,361.0,990.00,540.00,0.00,5.12,5,1.0
86953.937000,mp,120,934.70,540.18,361.0,990.00,540.00,0.00,4.70,5,1.0
86954.015000,mp,121,936.78,540.18,361.0,990.00,540.00,0.00,6.78,5,1.0
86954.078000,mp,122,937.00,540.22,360.0,990.00,540.00,0.00,7.01,5,1.0
86954.156000,mp,123,937.24,540.25,359.0,990.00,540.00,0.00,7.25,5,1.0
86954.234000,mp,124,937.24,541.26,361.0,990.00,540.00,0.00,7.35,5,1.0
86954.312000,mp,125,937.22,546.02,355.0,990.00,540.00,0.00,9.40,5,1.0
86954.375000,mp,126,935.29,560.48,353.0,1000.38,552.93,16.74,17.39,5,1.0
86954.453000,mp,127,929.39,576.82,349.0,1004.29,578.07,42.51,13.73,5,1.0
86954.500000,mp,128,918.00,595.47,345.0,999.87,594.59,59.67,2.30,5,1.0
86954.562000,mp,129,898.82,608.65,344.0,998.55,597.47,62.84,25.24,5,1.0
86954.625000,mp,130,879.86,620.66,342.0,997.82,598.90,64.45,47.58,5,1.0
86954.687000,mp,131,861.72,625.45,341.0,998.89,596.75,62.05,65.96,5,1.0
86957.109000,mp,168,1120.55,530.52,405.0,802.27,530.78,330.93,2.83,5,1.0
86957.187000,mp,169,1156.14,529.40,402.0,801.17,524.32,337.48,37.66,5,1.0
86957.250000,mp,170,1191.74,528.28,401.0,800.52,519.41,342.43,72.80,5,1.0
86957.312000,mp,171,1191.74,512.78,405.0,799.69,509.43,352.45,71.50,5,1.0
86957.390000,mp,172,1179.96,485.74,403.0,799.81,490.73,371.16,59.98,5,1.0
86957.453000,mp,173,1159.82,475.38,nan,800.80,480.37,381.57,40.93,5,0.0
86957.515000,mp,174,1123.06,471.67,nan,801.84,473.43,388.59,5.20,5,0.0
86957.578000,mp,175,1065.72,468.28,nan,806.26,454.33,408.21,50.00,5,0.0
86959.390000,mp,204,1091.33,521.82,nan,801.42,525.94,335.84,27.56,5,0.0
86959.453000,mp,205,1067.12,504.39,457.0,799.55,506.07,355.81,53.36,5,1.0
86959.515000,mp,206,1044.08,493.87,459.0,800.06,487.28,374.62,76.14,5,1.0
86959.593000,mp,207,1024.80,493.87,459.0,800.40,483.83,378.09,95.33,5,1.0
86959.671000,mp,208,1009.43,494.71,462.0,990.00,540.00,0.00,91.44,5,1.0
