t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
333960.796000,hsv,407,345.16,242.80,507.0,342.16,244.03,4.58,3.25,5,1.0
333960.828000,hsv,408,345.23,243.45,507.0,342.35,244.53,5.12,3.08,5,1.0
333960.859000,hsv,409,345.00,243.82,506.0,342.44,244.78,5.38,2.74,5,1.0
333960.890000,hsv,410,344.70,244.23,508.0,342.52,245.04,5.65,2.32,5,1.0
333960.921000,hsv,411,344.46,244.36,508.0,342.52,245.04,5.65,2.05,5,1.0
333960.953000,hsv,412,344.24,245.03,507.0,342.69,245.55,6.20,1.63,5,1.0
333960.984000,hsv,413,344.12,245.62,506.0,342.85,246.08,6.74,1.35,5,1.0
333961.031000,hsv,414,343.85,246.39,507.0,342.99,246.61,7.29,0.89,5,1.0
333961.062000,hsv,415,343.85,247.06,506.0,343.12,247.15,7.85,0.73,5,1.0
333961.093000,hsv,416,343.67,247.81,504.0,343.29,247.98,8.69,0.41,5,1.0
333961.125000,hsv,417,343.39,249.26,504.0,343.48,249.11,9.84,0.18,5,1.0
333961.156000,hsv,418,343.05,250.95,504.0,343.65,250.85,11.59,0.61,5,1.0
333961.187000,hsv,419,342.97,252.62,502.0,343.70,252.64,13.38,0.73,5,1.0
333961.218000,hsv,420,342.73,254.85,503.0,343.59,254.79,15.53,0.86,5,1.0
333961.265000,hsv,421,341.87,256.83,503.0,343.29,256.98,17.75,1.43,5,1.0
333961.281000,hsv,422,341.01,259.26,503.0,342.61,259.83,20.68,1.70,5,1.0
333961.328000,hsv,423,339.36,261.54,500.0,341.74,262.38,23.38,2.53,5,1.0
333961.359000,hsv,424,337.78,264.66,498.0,340.09,265.85,27.21,2.60,5,1.0
333961.390000,hsv,425,336.76,266.70,498.0,338.78,268.00,29.74,2.41,5,1.0
333961.421000,hsv,426,335.24,268.55,497.0,337.27,270.10,32.33,2.55,5,1.0
333961.453000,hsv,427,333.55,270.54,496.0,335.28,272.40,35.36,2.54,5,1.0
333961.484000,hsv,428,331.54,272.08,496.0,333.33,274.30,38.09,2.85,5,1.0
333961.531000,hsv,429,329.63,273.22,495.0,331.51,275.84,40.47,3.22,5,1.0
333961.562000,hsv,430,326.86,274.82,495.0,328.87,277.73,43.73,3.53,5,1.0
333961.578000,hsv,431,324.01,276.43,493.0,325.62,279.62,47.49,3.58,5,1.0
333961.625000,hsv,432,321.50,277.63,493.0,322.90,280.90,50.49,3.55,5,1.0
333961.656000,hsv,433,318.84,279.27,492.0,319.61,282.12,54.00,2.95,5,1.0
