t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
159620.203000,mp,736,317.67,248.69,415.0,986.19,546.13,8.77,23.43,5,1.0
159620.234000,mp,737,318.46,248.61,415.0,980.00,540.00,0.00,24.74,5,1.0
159620.281000,mp,738,318.52,247.59,414.0,980.00,540.00,0.00,23.12,5,1.0
159620.328000,mp,739,318.52,247.59,414.0,980.00,540.00,0.00,23.12,5,1.0
159620.375000,mp,740,317.50,247.80,414.0,980.00,540.00,0.00,21.55,5,1.0
159620.421000,mp,741,316.70,248.10,414.0,987.50,548.21,11.22,20.26,5,1.0
159620.468000,mp,742,316.39,248.10,414.0,988.29,549.69,12.90,19.44,5,1.0
159620.515000,mp,743,316.39,248.12,415.0,988.29,549.69,12.90,19.46,5,1.0
159620.546000,mp,744,315.98,249.08,416.0,990.62,556.33,19.95,18.99,5,1.0
159620.593000,mp,745,315.97,249.30,415.0,990.81,557.23,20.87,19.09,5,1.0
159620.640000,mp,746,315.97,249.08,415.0,990.62,556.33,19.95,18.99,5,1.0
159620.671000,mp,747,315.84,248.61,415.0,990.04,554.14,17.69,18.32,5,1.0
159620.718000,mp,748,315.84,248.61,415.0,990.04,554.14,17.69,18.32,5,1.0
159620.765000,mp,749,315.94,250.11,415.0,991.36,561.46,25.14,19.22,5,1.0
159620.796000,mp,750,316.83,250.46,416.0,991.43,562.92,26.60,21.94,5,1.0
159620.859000,mp,751,317.39,253.45,416.0,988.64,578.40,42.43,22.33,5,1.0
159620.890000,mp,752,316.83,254.30,417.0,987.76,580.50,44.71,20.07,5,1.0
159620.937000,mp,753,316.81,257.28,420.0,983.00,588.75,54.25,16.66,5,1.0
159620.984000,mp,754,316.52,260.31,419.0,979.02,593.63,60.55,11.67,5,1.0
159621.015000,mp,755,316.26,260.52,419.0,979.02,593.63,60.55,10.79,5,1.0
159621.078000,mp,756,316.12,260.75,420.0,979.02,593.63,60.55,10.13,5,1.0
159621.109000,mp,757,313.37,261.57,418.0,981.88,590.24,56.11,2.62,5,1.0
159621.156000,mp,758,312.84,261.96,418.0,982.26,589.75,55.49,0.87,5,1.0
159621.203000,mp,759,311.25,263.34,418.0,982.26,589.75,55.49,4.85,5,1.0
159621.250000,mp,760,309.93,263.38,418.0,983.70,587.74,53.02,8.12,5,1.0
159621.281000,mp,761,308.15,264.31,418.0,984.04,587.23,52.41,13.72,5,1.0
159621.328000,mp,762,307.75,264.33,418.0,984.37,586.73,51.80,14.75,5,1.0
159621.375000,mp,763,306.72,264.31,418.0,985.01,585.70,50.60,17.35,5,1.0
159621.406000,mp,764,304.70,263.14,418.0,986.75,582.60,47.04,21.37,5,1.0
159621.453000,mp,765,304.47,261.82,417.0,987.76,580.50,44.71,20.70,5,1.0
159621.500000,mp,766,303.17,261.04,415.0,988.64,578.40,42.43,23.60,5,1.0
159621.546000,mp,767,301.64,258.29,415.0,990.03,574.18,37.99,26.00,5,1.0
159621.578000,mp,768,300.23,258.29,415.0,990.17,573.66,37.45,30.09,5,1.0
159621.625000,mp,769,300.21,258.33,415.0,990.17,573.66,37.45,30.16,5,1.0
159621.671000,mp,770,300.23,258.93,414.0,990.03,574.18,37.99,30.47,5,1.0
159621.718000,mp,771,300.75,258.99,416.0,989.88,574.71,38.54,29.01,5,1.0
159621.765000,mp,772,301.34,261.15,416.0,988.84,577.87,41.87,28.82,5,1.0
159621.796000,mp,773,301.88,261.55,418.0,988.64,578.40,42.43,27.62,5,1.0
159621.843000,mp,774,303.81,262.62,418.0,987.52,581.03,45.29,23.24,5,1.0
159621.890000,mp,775,305.17,263.15,419.0,986.75,582.60,47.04,20.11,5,1.0
159621.937000,mp,776,308.69,262.62,419.0,985.01,585.70,50.60,10.33,5,1.0
159621.968000,mp,777,310.64,261.75,420.0,984.37,586.73,51.80,4.32,5,1.0
159622.015000,mp,778,315.59,260.87,421.0,979.87,592.68,59.27,8.77,5,1.0
159622.062000,mp,779,318.05,259.36,422.0,977.68,595.03,62.49,16.48,5,1.0
159622.093000,mp,780,320.14,258.25,422.0,974.28,598.17,67.12,22.55,5,1.0
159622.140000,mp,781,323.47,256.99,423.0,963.97,605.18,79.61,30.54,5,1.0
159622.187000,mp,782,324.09,256.52,423.0,962.04,606.17,81.78,32.33,5,1.0
159622.234000,mp,783,324.79,255.57,424.0,960.05,607.10,83.97,35.15,5,1.0
159622.281000,mp,784,327.55,255.21,424.0,943.19,612.06,101.61,38.28,5,1.0
159622.312000,mp,785,330.95,253.16,424.0,920.70,612.08,124.18,42.95,5,1.0
159622.359000,mp,786,332.50,250.59,424.0,907.65,608.98,137.61,47.52,5,1.0
159622.406000,mp,787,334.65,249.10,424.0,893.00,602.61,153.60,48.03,5,1.0
159622.453000,mp,788,336.92,247.30,424.0,879.12,593.18,170.42,47.52,5,1.0
159622.484000,mp,789,337.36,245.37,423.0,873.02,587.70,178.62,49.87,5,1.0
159622.531000,mp,790,338.25,243.37,423.0,865.93,579.95,189.13,50.91,5,1.0
159622.562000,mp,791,339.84,241.89,422.0,859.55,571.25,199.92,49.03,5,1.0
159622.609000,mp,792,342.51,236.13,423.0,847.45,545.81,228.17,47.31,5,1.0
159622.656000,mp,793,344.03,233.93,421.0,844.69,535.57,238.79,44.20,5,1.0
159622.703000,mp,794,344.60,232.14,421.0,843.56,529.68,244.78,43.28,5,1.0
159622.734000,mp,795,346.61,230.75,419.0,842.73,523.66,250.85,37.69,5,1.0
159622.796000,mp,796,347.16,225.50,421.0,842.12,506.31,268.24,36.43,5,1.0
159622.828000,mp,797,347.46,224.55,418.0,842.33,502.51,272.04,35.39,5,1.0
159622.875000,mp,798,347.16,221.71,416.0,843.29,493.60,281.01,35.64,5,1.0
159622.921000,mp,799,344.92,216.90,416.0,846.88,476.96,298.04,39.92,5,1.0
159622.968000,mp,800,343.63,216.65,415.0,847.64,474.41,300.70,43.48,5,1.0
159623.000000,mp,801,343.58,214.78,414.0,849.35,469.32,306.07,42.29,5,1.0
159623.046000,mp,802,342.78,213.99,413.0,850.77,465.53,310.12,43.89,5,1.0
159623.093000,mp,803,342.40,213.99,414.0,851.28,464.27,311.48,44.95,5,1.0
159623.140000,mp,804,342.38,214.09,414.0,850.77,465.53,310.12,45.08,5,1.0
159623.171000,mp,805,342.38,214.92,415.0,849.81,468.06,307.42,45.75,5,1.0
159623.218000,mp,806,345.01,215.07,416.0,848.47,471.86,303.38,38.46,5,1.0
159623.265000,mp,807,345.49,214.92,414.0,848.47,471.86,303.38,36.96,5,1.0
159623.312000,mp,808,346.39,214.32,415.0,848.47,471.86,303.38,33.97,5,1.0
159623.343000,mp,809,348.09,210.49,415.0,851.79,463.01,312.84,26.18,5,1.0
159623.390000,mp,810,349.64,209.93,414.0,851.28,464.27,311.48,21.40,5,1.0
159623.437000,mp,811,350.58,209.05,413.0,851.79,463.01,312.84,18.03,5,1.0
159623.484000,mp,812,350.84,208.96,413.0,851.79,463.01,312.84,17.25,5,1.0
159623.515000,mp,813,351.73,209.05,414.0,851.28,464.27,311.48,14.86,5,1.0
159623.562000,mp,814,353.36,209.05,414.0,850.28,466.79,308.77,10.27,5,1.0
159623.609000,mp,815,356.41,209.36,417.0,848.90,470.59,304.72,1.93,5,1.0
159623.656000,mp,816,363.56,209.05,420.0,847.25,475.68,299.37,18.70,5,1.0
159623.687000,mp,817,370.41,208.26,424.0,846.52,478.24,296.71,38.97,5,1.0
159623.734000,mp,818,379.49,207.73,422.0,845.52,482.08,292.75,65.65,5,1.0
159623.781000,mp,819,396.04,207.69,nan,660.70,455.48,1643.61,72.16,5,0.0
159623.828000,mp,820,442.47,207.69,405.0,657.93,473.97,1624.91,65.69,5,1.0
159623.859000,mp,821,478.91,202.10,nan,657.93,473.97,1624.91,175.72,5,0.0
159628.593000,mp,927,377.18,227.28,480.0,842.03,511.33,263.21,53.58,5,1.0
159628.656000,mp,928,375.19,236.06,478.0,842.87,524.88,249.63,48.84,5,1.0
159628.687000,mp,929,373.19,244.83,475.0,845.50,539.04,235.22,46.61,5,1.0
159628.734000,mp,930,367.85,258.56,477.0,854.51,562.66,209.88,42.59,5,1.0
159628.781000,mp,931,363.22,271.16,467.0,865.93,579.95,189.13,46.66,5,1.0
159628.828000,mp,932,358.21,306.10,471.0,804.04,765.04,1279.13,86.79,5,1.0
159628.859000,mp,933,354.39,314.20,472.0,826.23,775.80,1254.46,75.34,5,1.0
159628.906000,mp,934,354.00,318.05,464.0,833.79,778.91,1246.29,67.78,5,1.0
159628.953000,mp,935,345.02,326.54,465.0,872.39,790.84,1205.85,57.51,5,1.0
159629.000000,mp,936,343.98,327.35,465.0,877.61,791.97,1200.50,56.41,5,1.0
159629.046000,mp,937,343.45,326.54,467.0,877.61,791.97,1200.50,58.50,5,1.0
159629.093000,mp,938,341.85,324.54,467.0,882.84,793.00,1195.17,63.83,5,1.0
159629.125000,mp,939,341.72,323.79,468.0,882.84,793.00,1195.17,65.58,5,1.0
159629.171000,mp,940,341.72,320.89,nan,880.23,792.50,1197.84,72.00,5,0.0
159629.218000,mp,941,343.00,294.73,473.0,908.52,609.26,136.70,56.65,5,1.0
159629.250000,mp,942,343.41,281.92,472.0,901.57,606.73,144.10,30.01,5,1.0
159629.312000,mp,943,344.58,270.73,476.0,890.48,601.17,156.51,9.02,5,1.0
159629.343000,mp,944,344.72,252.57,nan,868.69,583.17,184.89,22.71,5,0.0
159629.390000,mp,945,345.14,225.84,473.0,842.12,506.31,268.24,42.50,5,1.0
159629.421000,mp,946,345.14,215.55,472.0,848.05,473.13,302.04,38.41,5,1.0
159629.484000,mp,947,345.14,214.32,472.0,849.35,469.32,306.07,37.53,5,1.0
159629.531000,mp,948,345.27,210.94,471.0,852.87,460.50,315.57,34.35,5,1.0
159629.562000,mp,949,346.08,210.94,470.0,852.33,461.76,314.20,32.11,5,1.0
159629.609000,mp,950,346.33,217.90,468.0,845.52,482.08,292.75,36.42,5,1.0
