t_sec,method,frame_idx,x_px,y_px,z_mm,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
123071.062000,hsv,148,335.90,232.97,498.0,335.00,240.00,0.00,7.08,5,1.0
123071.093000,hsv,149,337.05,232.56,499.0,335.00,240.00,0.00,7.72,5,1.0
123071.140000,hsv,150,337.96,232.46,499.0,335.00,240.00,0.00,8.10,5,1.0
123071.171000,hsv,151,339.00,232.17,500.0,335.00,240.00,0.00,8.80,5,1.0
123071.203000,hsv,152,338.85,232.09,499.0,335.00,240.00,0.00,8.80,5,1.0
123071.234000,hsv,153,339.06,231.65,499.0,335.00,240.00,0.00,9.28,5,1.0
123071.265000,hsv,154,339.11,231.74,500.0,335.00,240.00,0.00,9.23,5,1.0
123071.296000,hsv,155,339.68,232.11,500.0,335.00,240.00,0.00,9.17,5,1.0
123071.343000,hsv,156,339.65,232.21,500.0,335.00,240.00,0.00,9.07,5,1.0
123071.375000,hsv,157,339.81,232.61,500.0,335.00,240.00,0.00,8.81,5,1.0
123071.406000,hsv,158,339.74,232.60,500.0,335.00,240.00,0.00,8.79,5,1.0
123071.437000,hsv,159,339.59,232.86,499.0,335.00,240.00,0.00,8.49,5,1.0
123071.468000,hsv,160,339.43,233.70,497.0,335.00,240.00,0.00,7.70,5,1.0
123071.500000,hsv,161,338.61,235.10,497.0,335.00,240.00,0.00,6.09,5,1.0
123071.531000,hsv,162,339.61,236.20,496.0,335.00,240.00,0.00,5.98,5,1.0
123071.562000,hsv,163,340.49,237.48,494.0,335.53,240.78,0.94,5.96,5,1.0
123071.609000,hsv,164,341.27,239.30,493.0,336.20,241.95,2.30,5.72,5,1.0
123071.640000,hsv,165,342.48,240.20,493.0,336.63,242.85,3.29,6.43,5,1.0
123071.671000,hsv,166,342.44,241.46,492.0,336.93,243.61,4.11,5.91,5,1.0
123071.703000,hsv,167,343.71,243.13,490.0,337.38,245.00,5.56,6.60,5,1.0
123071.734000,hsv,168,346.21,244.83,490.0,337.71,246.46,7.07,8.66,5,1.0
123071.765000,hsv,169,347.03,247.57,489.0,337.93,248.22,8.84,9.12,5,1.0
123071.812000,hsv,170,348.44,248.97,488.0,337.98,249.13,9.76,10.45,5,1.0
123071.843000,hsv,171,349.52,251.55,484.0,337.96,250.77,11.39,11.59,5,1.0
123071.875000,hsv,172,351.60,254.44,484.0,337.79,252.44,13.07,13.95,5,1.0
123071.906000,hsv,173,353.35,256.49,484.0,337.63,253.40,14.05,16.02,5,1.0
123071.937000,hsv,174,355.59,258.84,482.0,337.42,254.38,15.05,18.71,5,1.0
123071.968000,hsv,175,356.37,260.62,483.0,337.23,255.11,15.80,19.92,5,1.0
123072.000000,hsv,176,357.77,261.91,482.0,337.09,255.60,16.31,21.62,5,1.0
123072.031000,hsv,177,358.48,263.17,482.0,336.93,256.09,16.83,22.68,5,1.0
123072.078000,hsv,178,357.92,262.72,482.0,337.01,255.85,16.57,22.01,5,1.0
