t_sec,method,frame_idx,x_px,y_px,z_mm,dot_x_px,dot_y_px,dot_dist_px,x_spiral_px,y_spiral_px,s_spiral_px,err_px,depth_window,valid_depth_fraction
262187.625000,hsv,77,1010.78,547.45,nan,990.00,540.00,11.00,996.79,548.23,10.72,1.51,5,0.0
262187.656000,hsv,78,1012.30,544.65,nan,990.35,540.30,9.88,995.99,546.92,9.19,3.95,5,0.0
262187.687000,hsv,79,1007.94,547.36,nan,991.04,540.93,8.09,996.26,547.35,9.69,0.31,5,0.0
262187.718000,hsv,80,1008.03,544.51,nan,991.71,541.59,5.21,994.85,545.27,7.18,1.39,5,0.0
262187.750000,hsv,81,1005.13,545.85,nan,992.37,542.27,3.87,994.85,545.27,7.18,1.16,5,0.0
262187.781000,hsv,82,1003.71,545.80,nan,993.02,542.98,2.83,994.26,544.48,6.19,1.98,5,0.0
262187.828000,hsv,83,1000.82,547.13,nan,993.95,544.09,4.52,994.26,544.48,6.19,4.51,5,0.0
262187.859000,hsv,84,999.53,542.82,nan,994.56,544.87,5.32,991.37,541.26,1.86,2.33,5,0.0
262187.890000,hsv,85,1002.38,542.91,nan,995.15,545.67,4.35,992.37,542.27,3.28,0.87,5,0.0
262187.921000,hsv,86,1005.18,544.42,nan,995.71,546.50,2.77,993.95,544.09,5.70,0.34,5,0.0
262187.953000,hsv,87,1006.69,541.62,nan,996.26,547.35,5.86,993.33,543.34,4.73,2.41,5,0.0
262187.984000,hsv,88,1009.59,540.29,nan,996.79,548.23,7.95,993.33,543.34,4.73,4.92,5,0.0
262188.015000,hsv,89,1012.48,538.95,nan,997.30,549.13,10.38,993.65,543.72,5.21,7.44,5,0.0
262188.062000,hsv,90,1010.87,544.60,nan,998.02,550.52,5.92,995.71,546.50,8.68,3.09,5,0.0
262188.093000,hsv,91,1004.86,554.39,nan,998.47,551.48,5.63,998.69,551.97,14.92,5.59,5,0.0
262188.125000,hsv,92,994.31,572.58,nan,998.90,552.46,24.04,1001.76,574.47,37.89,16.14,5,0.0
262188.156000,hsv,93,986.65,589.43,nan,999.31,553.46,40.83,993.21,597.90,63.04,15.70,5,0.0
262188.187000,hsv,94,975.08,594.76,nan,999.69,554.49,49.27,984.98,608.27,76.31,19.22,5,0.0
262188.218000,hsv,95,966.90,583.10,nan,1000.04,555.53,44.45,990.15,602.29,68.40,31.49,5,0.0
262188.250000,hsv,96,965.93,568.82,nan,1000.37,556.60,37.95,1002.09,568.80,32.21,37.64,5,0.0
262188.281000,hsv,97,967.31,570.29,nan,1000.67,557.68,37.39,1001.76,574.47,37.89,36.52,5,0.0
262188.312000,hsv,98,969.61,587.47,nan,1000.95,558.78,44.29,987.68,605.33,72.31,27.17,5,0.0
262188.343000,hsv,99,966.67,590.22,nan,1001.20,559.90,47.21,983.84,609.42,77.93,26.89,5,0.0
262188.375000,hsv,100,955.74,575.62,nan,1001.41,561.04,46.93,991.96,599.80,65.32,42.66,5,0.0
262188.421000,hsv,101,950.32,566.90,nan,1001.69,562.77,49.12,990.00,540.00,0.00,45.96,5,0.0
262188.453000,hsv,102,951.47,575.49,nan,1001.83,563.95,49.59,988.19,604.73,71.52,45.29,5,0.0
262188.484000,hsv,103,958.31,584.26,nan,1001.89,564.54,47.44,983.26,609.99,78.74,35.54,5,0.0
262188.515000,hsv,104,957.16,575.67,nan,1001.99,565.74,45.22,992.80,598.54,63.80,41.75,5,0.0
262188.546000,hsv,105,954.45,571.31,nan,1002.05,566.95,46.42,997.96,588.83,52.80,45.62,5,0.0
262188.593000,hsv,106,954.63,565.61,nan,1002.09,568.80,46.23,990.00,540.00,0.00,42.59,5,0.0
262188.625000,hsv,107,961.43,575.81,nan,1002.08,570.04,41.41,995.12,594.70,59.32,38.93,5,0.0
262188.640000,hsv,108,964.14,580.17,nan,1002.06,570.66,40.09,991.52,600.42,66.08,34.89,5,0.0
262188.687000,hsv,109,964.33,574.47,nan,1001.95,572.56,38.75,997.96,588.83,52.80,37.57,5,0.0
262188.718000,hsv,110,967.13,575.99,nan,1001.83,573.83,36.55,997.39,590.14,54.22,35.04,5,0.0
262188.750000,hsv,111,972.55,584.71,nan,1001.68,575.11,33.67,991.52,600.42,66.08,27.12,5,0.0
262188.781000,hsv,112,976.55,593.39,nan,1001.50,576.40,33.69,986.63,606.52,73.90,19.35,5,0.0
262188.812000,hsv,113,979.58,587.78,nan,1001.28,577.69,28.45,991.96,599.80,65.32,21.04,5,0.0
262188.843000,hsv,114,979.53,589.21,nan,1001.03,578.99,28.29,991.07,601.05,66.85,20.25,5,0.0
262188.875000,hsv,115,980.96,589.25,nan,1000.74,580.30,26.57,991.52,600.42,66.08,19.35,5,0.0
262188.921000,hsv,116,983.85,587.92,nan,1000.23,582.26,23.05,993.21,597.90,63.04,18.29,5,0.0
